tract,state_abbr,lon,lat,count_prop,days_above_100_today,days_above_100_30yrs,change_days_above_100,change_perc_above_100
025950300,tx,-97.75454,28.42072,2079,78,104,26,33.3
025950400,tx,-97.75945,28.40303,1369,78,104,26,33.3
025950501,tx,-97.7343,28.39716,1042,79,105,26,32.9
025950502,tx,-97.74704,28.38744,1345,80,106,26,32.5
025950600,tx,-97.67844,28.21875,2203,82,108,26,31.7
027020101,tx,-97.34008,31.22611,1680,55,81,26,47.3
027020102,tx,-97.20207,31.0972,2859,60,86,26,43.3
027020201,tx,-97.47033,31.12795,4705,56,81,25,44.6
027020203,tx,-97.4979,31.16743,4155,54,80,26,48.1
027020204,tx,-97.45645,31.2437,2366,54,80,26,48.1
027020301,tx,-97.42998,31.09624,3728,58,83,25,43.1
027020302,tx,-97.3968,31.15374,2834,56,82,26,46.4
027020401,tx,-97.34848,31.14904,1511,55,81,26,47.3
027020402,tx,-97.29299,31.12383,1385,59,85,26,44.1
027020500,tx,-97.33032,31.121,1612,58,83,25,43.1
027020600,tx,-97.34282,31.11542,1038,58,83,25,43.1
027020701,tx,-97.34087,31.09759,915,59,85,26,44.1
027020702,tx,-97.35278,31.1011,1123,58,84,26,44.8
027020800,tx,-97.29905,31.06341,1836,59,85,26,44.1
027020900,tx,-97.33298,31.05201,1139,60,85,25,41.7
027021000,tx,-97.35623,31.08074,1438,58,84,26,44.8
027021101,tx,-97.37663,31.08248,608,58,83,25,43.1
027021102,tx,-97.36953,31.089,1411,58,83,25,43.1
027021201,tx,-97.38951,31.11592,802,55,81,26,47.3
027021202,tx,-97.37924,31.10063,1208,58,83,25,43.1
027021203,tx,-97.40846,31.07938,1897,59,84,25,42.4
027021301,tx,-97.38285,31.05836,1782,60,85,25,41.7
027021302,tx,-97.39127,31.06763,1136,59,84,25,42.4
027021304,tx,-97.36746,31.06369,1182,60,85,25,41.7
027021305,tx,-97.37367,31.04774,3448,60,85,25,41.7
027021400,tx,-97.34219,31.00537,2320,61,86,25,41
027021501,tx,-97.44835,31.04474,1373,58,84,26,44.8
027021502,tx,-97.4581,31.01661,2360,57,83,26,45.6
027021601,tx,-97.49231,31.05973,2555,58,83,25,43.1
027021602,tx,-97.49487,31.07586,598,58,83,25,43.1
027021701,tx,-97.49716,31.09962,2554,57,82,25,43.9
027021702,tx,-97.45764,31.07849,1462,59,84,25,42.4
027021801,tx,-97.57636,31.0768,2102,53,79,26,49.1
027021802,tx,-97.57797,31.04543,3804,55,81,26,47.3
027021901,tx,-97.66467,31.07679,1475,51,76,25,49
027021905,tx,-97.6628,31.06528,1797,52,78,26,50
027021906,tx,-97.66568,31.04963,1703,53,78,25,47.2
027021907,tx,-97.6346,31.06982,1675,53,78,25,47.2
027021908,tx,-97.63747,31.03302,2727,53,78,25,47.2
027022001,tx,-97.66062,31.08799,1220,51,76,25,49
027022002,tx,-97.58587,31.12001,1980,54,79,25,46.3
027022101,tx,-97.69953,31.12511,1448,51,76,25,49
027022103,tx,-97.69109,31.13219,1906,51,76,25,49
027022104,tx,-97.67764,31.11943,1087,51,76,25,49
027022105,tx,-97.67394,31.12781,832,51,76,25,49
027022200,tx,-97.68986,31.1126,904,51,76,25,49
027022300,tx,-97.69138,31.09593,1457,49,75,26,53.1
027022401,tx,-97.7079,31.09269,1852,49,75,26,53.1
027022402,tx,-97.68451,31.04463,2668,52,78,26,50
027022403,tx,-97.70475,31.06839,1684,50,76,26,52
027022405,tx,-97.71154,31.0801,486,49,75,26,53.1
027022406,tx,-97.68711,31.06924,1300,50,76,26,52
027022407,tx,-97.6979,31.06015,1353,51,77,26,51
027022501,tx,-97.72407,31.10272,1249,49,75,26,53.1
027022503,tx,-97.72706,31.07972,1335,49,74,25,51
027022504,tx,-97.72108,31.04788,3024,51,76,25,49
027022600,tx,-97.7175,31.12161,1380,51,76,25,49
027022801,tx,-97.72934,31.13041,714,50,76,26,52
027022900,tx,-97.73763,31.11257,1098,50,76,26,52
027023001,tx,-97.75329,31.06579,1996,49,75,26,53.1
027023002,tx,-97.73836,31.09241,1401,49,74,25,51
027023103,tx,-97.75274,31.09802,1451,48,74,26,54.2
027023104,tx,-97.75551,31.10707,1070,49,74,25,51
027023109,tx,-97.76669,31.08685,1355,48,74,26,54.2
027023110,tx,-97.753,31.08461,795,48,74,26,54.2
027023111,tx,-97.80491,31.10461,1612,48,73,25,52.1
027023112,tx,-97.79035,31.10098,1271,48,74,26,54.2
027023113,tx,-97.77594,31.10759,1462,48,74,26,54.2
027023114,tx,-97.77008,31.0998,1431,48,73,25,52.1
027023115,tx,-97.78186,31.09083,1351,48,73,25,52.1
027023116,tx,-97.80583,31.08511,2211,47,73,26,55.3
027023117,tx,-97.77731,31.06911,1694,48,74,26,54.2
027023118,tx,-97.8036,31.06891,2244,48,73,25,52.1
027023201,tx,-97.7553,31.12731,3,50,76,26,52
027023202,tx,-97.77747,31.12737,14,49,75,26,53.1
027023203,tx,-97.75582,31.11776,5,50,76,26,52
027023204,tx,-97.67853,31.13692,17,50,76,26,52
027023301,tx,-97.80593,30.97212,3218,50,75,25,50
027023302,tx,-97.70915,31.0062,1989,51,76,25,49
027023402,tx,-97.29515,30.90769,3719,59,85,26,44.1
027023404,tx,-97.56042,30.89995,3182,53,79,26,49.1
027023405,tx,-97.46283,30.93474,2111,55,80,25,45.5
027023406,tx,-97.51381,30.98614,2367,55,81,26,47.3
027023500,tx,-97.73322,31.12305,1045,50,76,26,52
027980001,tx,-97.82149,31.05408,69,47,73,26,55.3
027980002,tx,-97.82712,31.06739,18,47,73,26,55.3
027980003,tx,-97.60124,31.17218,123,53,79,26,49.1
029110100,tx,-98.49054,29.42639,984,67,93,26,38.8
029110300,tx,-98.48085,29.41432,1098,67,93,26,38.8
029110500,tx,-98.5089,29.41735,447,67,93,26,38.8
029110600,tx,-98.50751,29.43018,940,67,93,26,38.8
029110700,tx,-98.50369,29.43894,531,67,93,26,38.8
029111000,tx,-98.47087,29.44035,883,67,92,25,37.3
029111100,tx,-98.48802,29.44062,1177,66,92,26,39.4
029120100,tx,-98.43712,29.46115,42,66,91,25,37.9
029120301,tx,-98.46242,29.48455,1032,64,90,26,40.6
029120302,tx,-98.47117,29.48182,1595,65,90,25,38.5
029120401,tx,-98.43946,29.47522,863,66,91,25,37.9
029120402,tx,-98.45105,29.47664,1299,66,91,25,37.9
029120502,tx,-98.40762,29.50453,1479,63,89,26,41.3
029120503,tx,-98.42507,29.49023,742,63,89,26,41.3
029120504,tx,-98.40989,29.48088,1641,64,90,26,40.6
029120601,tx,-98.43683,29.48976,647,63,90,27,42.9
029120602,tx,-98.45072,29.49018,1065,64,90,26,40.6
029120701,tx,-98.46946,29.51287,1258,63,89,26,41.3
029120702,tx,-98.47246,29.49973,947,63,89,26,41.3
029120800,tx,-98.44626,29.50517,2539,64,90,26,40.6
029120901,tx,-98.43839,29.52173,548,63,89,26,41.3
029120902,tx,-98.42299,29.50821,1414,63,89,26,41.3
029121000,tx,-98.44473,29.531,2377,63,89,26,41.3
029121110,tx,-98.41462,29.58437,1932,57,83,26,45.6
029121111,tx,-98.398,29.5678,2503,58,84,26,44.8
029121112,tx,-98.41655,29.55589,1150,60,86,26,43.3
029121115,tx,-98.45342,29.57538,2009,61,87,26,42.6
029121116,tx,-98.46504,29.58398,1613,60,87,27,45
029121117,tx,-98.46202,29.59581,1268,61,87,26,42.6
029121118,tx,-98.44642,29.59598,1626,60,87,27,45
029121119,tx,-98.4511,29.561,1954,62,88,26,41.9
029121120,tx,-98.43694,29.55706,2002,62,88,26,41.9
029121121,tx,-98.43246,29.58772,1175,59,85,26,44.1
029121122,tx,-98.42633,29.57511,2120,57,84,27,47.4
029121123,tx,-98.47287,29.56587,1283,62,88,26,41.9
029121124,tx,-98.4645,29.56753,1039,62,88,26,41.9
029121203,tx,-98.39115,29.53374,1637,60,86,26,43.3
029121204,tx,-98.42072,29.52636,849,63,89,26,41.3
029121205,tx,-98.40615,29.54117,891,61,87,26,42.6
029121206,tx,-98.3919,29.553,2632,59,86,27,45.8
029121300,tx,-98.38181,29.51975,2394,61,87,26,42.6
029121402,tx,-98.36866,29.49207,2674,62,88,26,41.9
029121403,tx,-98.38437,29.50311,1295,62,88,26,41.9
029121404,tx,-98.39339,29.48094,1218,63,89,26,41.3
029121501,tx,-98.34994,29.53984,3546,60,87,27,45
029121504,tx,-98.36252,29.5297,2875,59,85,26,44.1
029121505,tx,-98.32973,29.52342,1627,63,89,26,41.3
029121506,tx,-98.34069,29.51163,1745,64,90,26,40.6
029121507,tx,-98.35768,29.51605,1932,62,88,26,41.9
029121508,tx,-98.3583,29.50641,1713,62,88,26,41.9
029121601,tx,-98.30622,29.54715,1204,62,88,26,41.9
029121604,tx,-98.3157,29.53333,3187,62,88,26,41.9
029121605,tx,-98.32905,29.54574,817,62,88,26,41.9
029121606,tx,-98.33653,29.55647,1522,62,88,26,41.9
029121701,tx,-98.29436,29.55457,1498,62,88,26,41.9
029121702,tx,-98.31499,29.56832,2442,61,87,26,42.6
029121802,tx,-98.35321,29.57188,3505,56,83,27,48.2
029121803,tx,-98.36769,29.55571,1758,57,84,27,47.4
029121804,tx,-98.37574,29.56705,1574,56,83,27,48.2
029121808,tx,-98.38971,29.5843,1171,55,82,27,49.1
029121809,tx,-98.38214,29.5781,1961,55,82,27,49.1
029121810,tx,-98.40479,29.59196,1572,57,83,26,45.6
029121811,tx,-98.3932,29.59546,1680,56,83,27,48.2
029121812,tx,-98.36732,29.59021,2058,55,82,27,49.1
029121813,tx,-98.37335,29.59939,672,55,82,27,49.1
029121903,tx,-98.43165,29.62127,1963,55,81,26,47.3
029121904,tx,-98.44326,29.63716,1217,55,82,27,49.1
029121905,tx,-98.42809,29.65138,1866,53,79,26,49.1
029121906,tx,-98.45219,29.61535,1779,56,83,27,48.2
029121908,tx,-98.39766,29.7122,1548,47,74,27,57.4
029121909,tx,-98.33134,29.59056,2753,59,86,27,45.8
029121910,tx,-98.38988,29.6211,2950,54,81,27,50
029121911,tx,-98.43169,29.67889,3031,50,77,27,54
029121912,tx,-98.37898,29.65105,4304,52,79,27,51.9
029130200,tx,-98.46738,29.41582,812,67,92,25,37.3
029130300,tx,-98.46725,29.40725,1277,67,92,25,37.3
029130401,tx,-98.4544,29.40804,1565,67,92,25,37.3
029130402,tx,-98.44058,29.40552,1466,67,93,26,38.8
029130500,tx,-98.45217,29.41922,1783,67,92,25,37.3
029130600,tx,-98.4522,29.43032,1800,67,92,25,37.3
029130700,tx,-98.4513,29.43951,785,67,92,25,37.3
029130800,tx,-98.4307,29.43478,1767,67,92,25,37.3
029130900,tx,-98.40756,29.43717,1252,67,92,25,37.3
029131000,tx,-98.40695,29.41741,1947,67,92,25,37.3
029131100,tx,-98.42682,29.4056,1258,67,93,26,38.8
029131200,tx,-98.41417,29.39693,974,68,93,25,36.8
029131300,tx,-98.39761,29.39253,2403,68,93,25,36.8
029131401,tx,-98.37457,29.37881,3486,70,95,25,35.7
029131402,tx,-98.37595,29.40633,1017,69,95,26,37.7
029131503,tx,-98.38921,29.46432,1251,65,91,26,40
029131504,tx,-98.39116,29.44966,1356,65,91,26,40
029131505,tx,-98.36632,29.4728,1394,65,90,25,38.5
029131506,tx,-98.37267,29.43997,2202,65,91,26,40
029131507,tx,-98.37222,29.46526,2039,65,90,25,38.5
029131601,tx,-98.24618,29.5084,3766,64,90,26,40.6
029131606,tx,-98.30168,29.48628,2977,66,91,25,37.9
029131608,tx,-98.30409,29.51742,1839,65,90,25,38.5
029131609,tx,-98.32839,29.50344,2633,64,90,26,40.6
029131610,tx,-98.31801,29.4949,1689,64,90,26,40.6
029131612,tx,-98.32143,29.46478,1003,66,92,26,39.4
029131614,tx,-98.34027,29.47389,1341,66,91,25,37.9
029131615,tx,-98.35159,29.46922,4213,65,91,26,40
029131616,tx,-98.32879,29.48379,2564,64,90,26,40.6
029131700,tx,-98.27835,29.52969,16,64,89,25,39.1
029131801,tx,-98.18773,29.43335,2037,69,94,25,36.2
029131802,tx,-98.28592,29.42467,4324,68,93,25,36.8
029140100,tx,-98.47878,29.40637,757,67,93,26,38.8
029140200,tx,-98.48107,29.3962,1084,69,94,25,36.2
029140300,tx,-98.48314,29.38669,1126,69,95,26,37.7
029140400,tx,-98.46735,29.39674,1298,68,93,25,36.8
029140500,tx,-98.455,29.39641,1354,68,94,26,38.2
029140600,tx,-98.44358,29.39274,1125,68,94,26,38.2
029140700,tx,-98.46098,29.38752,1615,68,94,26,38.2
029140800,tx,-98.46962,29.37766,1758,68,94,26,38.2
029140900,tx,-98.45487,29.37981,761,68,94,26,38.2
029141000,tx,-98.45735,29.37098,901,68,94,26,38.2
029141101,tx,-98.45344,29.35756,468,71,96,25,35.2
029141102,tx,-98.44534,29.3627,800,69,94,25,36.2
029141200,tx,-98.43955,29.38026,2212,68,94,26,38.2
029141300,tx,-98.41464,29.37552,1581,68,94,26,38.2
029141402,tx,-98.41458,29.3455,1688,70,96,26,37.1
029141403,tx,-98.42728,29.35866,1117,69,94,25,36.2
029141404,tx,-98.4257,29.36678,1612,68,94,26,38.2
029141600,tx,-98.4373,29.32911,1643,71,96,25,35.2
029141700,tx,-98.39476,29.3232,2413,72,97,25,34.7
029141800,tx,-98.36168,29.25742,2513,74,99,25,33.8
029141900,tx,-98.29822,29.32928,3366,70,96,26,37.1
029150100,tx,-98.50331,29.40373,1986,68,93,25,36.8
029150300,tx,-98.50164,29.3884,1680,69,95,26,37.7
029150400,tx,-98.51736,29.38797,1425,69,94,25,36.2
029150501,tx,-98.5256,29.37908,1493,68,94,26,38.2
029150502,tx,-98.52548,29.37176,1376,68,94,26,38.2
029150600,tx,-98.5105,29.37529,1532,69,95,26,37.7
029150700,tx,-98.49637,29.37502,1928,69,95,26,37.7
029150800,tx,-98.47716,29.3663,557,70,95,25,35.7
029150900,tx,-98.49323,29.36243,1992,69,95,26,37.7
029151000,tx,-98.51024,29.36253,1056,70,95,25,35.7
029151100,tx,-98.53068,29.36208,2306,68,94,26,38.2
029151200,tx,-98.54264,29.33817,2496,71,96,25,35.2
029151301,tx,-98.52566,29.3473,1523,71,96,25,35.2
029151302,tx,-98.52423,29.32949,1107,71,96,25,35.2
029151400,tx,-98.51006,29.3496,1372,70,96,26,37.1
029151500,tx,-98.49233,29.3526,853,70,96,26,37.1
029151600,tx,-98.49378,29.3412,2246,70,96,26,37.1
029151700,tx,-98.50062,29.32947,2657,70,96,26,37.1
029151900,tx,-98.47044,29.29057,2869,73,98,25,34.2
029152000,tx,-98.53415,29.28329,674,74,99,25,33.8
029152100,tx,-98.52771,29.20717,3130,72,97,25,34.7
029152201,tx,-98.44826,29.19957,4099,74,99,25,33.8
029152202,tx,-98.38961,29.18159,2629,74,99,25,33.8
029160100,tx,-98.52124,29.40848,1802,68,94,26,38.2
029160200,tx,-98.51837,29.39994,934,68,94,26,38.2
029160300,tx,-98.5264,29.39123,1813,68,94,26,38.2
029160400,tx,-98.54124,29.39034,1643,68,94,26,38.2
029160501,tx,-98.53879,29.41128,799,68,94,26,38.2
029160502,tx,-98.53938,29.40274,1255,68,94,26,38.2
029160600,tx,-98.5537,29.41137,1538,68,94,26,38.2
029160701,tx,-98.57391,29.40633,1314,68,94,26,38.2
029160702,tx,-98.55696,29.39625,1137,69,94,25,36.2
029160901,tx,-98.54609,29.36761,1107,69,94,25,36.2
029160902,tx,-98.55772,29.36931,1418,69,95,26,37.7
029161000,tx,-98.57278,29.34401,998,72,97,25,34.7
029161100,tx,-98.57591,29.32754,3121,71,96,25,35.2
029161200,tx,-98.6033,29.29903,1400,74,99,25,33.8
029161302,tx,-98.61317,29.33278,1468,72,97,25,34.7
029161303,tx,-98.60672,29.34283,1218,72,97,25,34.7
029161304,tx,-98.59223,29.34938,1400,72,97,25,34.7
029161400,tx,-98.61787,29.38664,2,69,95,26,37.7
029161501,tx,-98.60735,29.36485,1691,69,95,26,37.7
029161503,tx,-98.62677,29.35583,1666,71,96,25,35.2
029161504,tx,-98.61706,29.3551,1411,71,96,25,35.2
029161600,tx,-98.61888,29.39277,1211,69,95,26,37.7
029161801,tx,-98.64796,29.3847,1068,69,95,26,37.7
029161802,tx,-98.66025,29.34474,2654,71,97,26,36.6
029161901,tx,-98.69364,29.31086,680,74,99,25,33.8
029161902,tx,-98.75596,29.3188,5267,71,97,26,36.6
029162001,tx,-98.63207,29.25986,1017,74,100,26,35.1
029162003,tx,-98.6342,29.2115,2719,69,95,26,37.7
029162004,tx,-98.70648,29.25649,1766,73,98,25,34.2
029170101,tx,-98.51907,29.43992,1378,68,93,25,36.8
029170102,tx,-98.51961,29.43164,1394,68,94,26,38.2
029170200,tx,-98.52089,29.42166,1836,68,94,26,38.2
029170300,tx,-98.53419,29.42178,2250,68,94,26,38.2
029170401,tx,-98.53164,29.44095,1575,67,93,26,38.8
029170402,tx,-98.53554,29.43429,1725,68,94,26,38.2
029170500,tx,-98.52752,29.44972,1558,66,92,26,39.4
029170600,tx,-98.55005,29.45195,1539,67,92,25,37.3
029170700,tx,-98.55076,29.44327,1744,67,93,26,38.8
029170800,tx,-98.54779,29.43427,846,68,94,26,38.2
029170900,tx,-98.54824,29.42363,1396,68,94,26,38.2
029171000,tx,-98.55961,29.42316,1963,68,94,26,38.2
029171100,tx,-98.56862,29.42246,1171,68,94,26,38.2
029171200,tx,-98.56564,29.4364,1446,68,94,26,38.2
029171301,tx,-98.56739,29.44541,1014,67,92,25,37.3
029171302,tx,-98.57055,29.45373,1246,66,92,26,39.4
029171401,tx,-98.59474,29.44129,1094,67,93,26,38.8
029171402,tx,-98.58195,29.44254,2034,67,93,26,38.8
029171501,tx,-98.58129,29.41566,1085,68,94,26,38.2
029171502,tx,-98.58005,29.42713,1716,68,94,26,38.2
029171601,tx,-98.61797,29.41747,1333,68,94,26,38.2
029171602,tx,-98.60231,29.42222,1183,68,94,26,38.2
029171700,tx,-98.62726,29.43558,2280,68,94,26,38.2
029171801,tx,-98.63937,29.41312,1466,67,93,26,38.8
029171802,tx,-98.63596,29.40547,1447,68,94,26,38.2
029171903,tx,-98.65645,29.40676,1774,66,93,27,40.9
029171912,tx,-98.68719,29.47987,2309,63,90,27,42.9
029171913,tx,-98.67177,29.42374,1772,66,92,26,39.4
029171914,tx,-98.67896,29.4335,1778,66,93,27,40.9
029171915,tx,-98.68366,29.42309,744,66,93,27,40.9
029171916,tx,-98.70092,29.42292,3414,67,93,26,38.8
029171917,tx,-98.69967,29.44186,2816,64,90,26,40.6
029171918,tx,-98.69608,29.45743,1396,64,90,26,40.6
029171919,tx,-98.6861,29.3911,1567,70,96,26,37.1
029171920,tx,-98.67384,29.40318,2947,67,93,26,38.8
029171921,tx,-98.69858,29.3956,1877,69,95,26,37.7
029171922,tx,-98.6884,29.41132,1623,66,93,27,40.9
029171923,tx,-98.65101,29.45503,2338,66,92,26,39.4
029171924,tx,-98.67621,29.45568,1295,66,92,26,39.4
029171926,tx,-98.64631,29.44424,113,66,92,26,39.4
029171927,tx,-98.65881,29.42949,1951,66,92,26,39.4
029171928,tx,-98.66426,29.47044,1925,66,92,26,39.4
029171929,tx,-98.65585,29.4655,886,66,92,26,39.4
029172002,tx,-98.75565,29.40031,10023,66,92,26,39.4
029172003,tx,-98.72372,29.43866,1934,64,91,27,42.2
029172004,tx,-98.7599,29.48737,4256,60,87,27,45
029172005,tx,-98.72654,29.49286,2843,57,84,27,47.4
029172006,tx,-98.78379,29.46093,5428,61,88,27,44.3
029172008,tx,-98.72307,29.47512,1620,62,89,27,43.5
029172009,tx,-98.73477,29.45077,3534,63,90,27,42.9
029180101,tx,-98.5366,29.45933,1858,67,92,25,37.3
029180102,tx,-98.53678,29.46571,714,67,92,25,37.3
029180201,tx,-98.53293,29.4778,1218,66,92,26,39.4
029180202,tx,-98.54212,29.47426,1237,67,92,25,37.3
029180300,tx,-98.55751,29.46676,1401,67,92,25,37.3
029180400,tx,-98.57087,29.46268,842,66,92,26,39.4
029180501,tx,-98.58963,29.47021,1124,66,92,26,39.4
029180503,tx,-98.59265,29.46029,1498,66,92,26,39.4
029180504,tx,-98.5919,29.4523,1317,66,92,26,39.4
029180602,tx,-98.55627,29.47776,797,66,92,26,39.4
029180603,tx,-98.58386,29.4849,472,62,88,26,41.9
029180604,tx,-98.57063,29.48127,1832,64,90,26,40.6
029180701,tx,-98.56596,29.49881,666,58,85,27,46.6
029180702,tx,-98.58445,29.49363,1250,58,84,26,44.8
029180800,tx,-98.55023,29.49041,398,63,89,26,41.3
029180901,tx,-98.54018,29.49707,1942,63,89,26,41.3
029180902,tx,-98.5303,29.49902,2381,63,89,26,41.3
029181001,tx,-98.54161,29.51402,965,63,89,26,41.3
029181003,tx,-98.5648,29.52191,273,57,83,26,45.6
029181004,tx,-98.55977,29.51277,259,59,85,26,44.1
029181005,tx,-98.55405,29.50239,50,62,88,26,41.9
029181100,tx,-98.55028,29.52693,1890,59,85,26,44.1
029181200,tx,-98.53922,29.5368,1913,57,84,27,47.4
029181301,tx,-98.55995,29.54819,792,55,82,27,49.1
