geoid (zcta),state_abbr,lon,lat,count_prop,days_above_100_today,days_above_100_30yrs,change_days_above_100,change_perc_above_100
08530,nj,-74.89665,40.37145,3742,9,17,8,88.9
08533,nj,-74.49363,40.07114,2939,10,19,9,90
08534,nj,-74.79292,40.33009,5443,9,17,8,88.9
08535,nj,-74.43933,40.23565,2150,8,16,8,100
08536,nj,-74.58231,40.33429,4695,9,18,9,100
08540,nj,-74.65564,40.36331,16531,9,17,8,88.9
08542,nj,-74.66034,40.35295,1369,9,18,9,100
08550,nj,-74.61756,40.28105,6667,9,18,9,100
08551,nj,-74.8401,40.44174,2359,8,16,8,100
08553,nj,-74.64055,40.40014,330,8,17,9,112.5
08554,nj,-74.77807,40.11652,1250,12,22,10,83.3
08555,nj,-74.47186,40.21993,364,8,16,8,100
08558,nj,-74.70392,40.41355,2937,9,17,8,88.9
08559,nj,-74.97096,40.4375,2681,9,17,8,88.9
08560,nj,-74.8593,40.31348,1757,9,17,8,88.9
08561,nj,-74.5808,40.24946,163,9,17,8,88.9
08562,nj,-74.59485,40.06654,1579,11,21,10,90.9
08608,nj,-74.7677,40.2189,541,11,21,10,90.9
08609,nj,-74.74086,40.22588,4561,11,20,9,81.8
08610,nj,-74.7158,40.19243,12133,11,20,9,81.8
08611,nj,-74.74462,40.19315,9204,11,20,9,81.8
08618,nj,-74.78766,40.24824,13947,11,20,9,81.8
08619,nj,-74.69606,40.24119,9646,10,19,9,90
08620,nj,-74.64872,40.16698,4233,11,21,10,90.9
08628,nj,-74.82335,40.26624,3376,10,19,9,90
08629,nj,-74.7312,40.22067,4431,11,20,9,81.8
08638,nj,-74.76303,40.25676,12246,10,19,9,90
08640,nj,-74.5893,40.00349,34,13,23,10,76.9
08641,nj,-74.58806,40.02698,6,12,22,10,83.3
08648,nj,-74.72186,40.2849,12780,10,19,9,90
08690,nj,-74.66033,40.22499,7538,10,19,9,90
08691,nj,-74.59376,40.20979,6847,10,18,8,80
08701,nj,-74.20321,40.07643,28237,10,18,8,80
08720,nj,-74.10105,40.13874,340,3,8,5,166.7
08721,nj,-74.1552,39.90418,33770,5,11,6,120
08722,nj,-74.20229,39.92848,4331,8,16,8,100
08723,nj,-74.11091,40.03886,24952,5,10,5,100
08724,nj,-74.11452,40.08984,27892,4,10,6,150
08730,nj,-74.06369,40.10485,2275,3,7,4,133.3
08731,nj,-74.26971,39.86218,39992,6,13,7,116.7
08732,nj,-74.14486,39.94173,932,5,11,6,120
08733,nj,-74.3254,40.02631,883,11,21,10,90.9
08734,nj,-74.17054,39.86403,8908,5,11,6,120
08735,nj,-74.07019,39.98199,7682,2,6,4,200
08736,nj,-74.06122,40.11768,6659,3,7,4,133.3
08738,nj,-74.05814,40.02371,3131,2,5,3,150
08740,nj,-74.13377,39.92822,1204,3,8,5,166.7
08741,nj,-74.1682,39.93703,3402,6,13,7,116.7
08742,nj,-74.0595,40.08057,13629,3,7,4,133.3
08750,nj,-74.04146,40.1329,2167,2,6,4,200
08751,nj,-74.08156,39.94654,6387,2,6,4,200
08752,nj,-74.09367,39.84712,3758,2,6,4,200
08753,nj,-74.15558,39.97938,33724,5,11,6,120
08755,nj,-74.22457,40.00963,11550,10,19,9,90
08757,nj,-74.25618,39.94573,35871,10,19,9,90
08758,nj,-74.23007,39.78929,8975,5,11,6,120
08759,nj,-74.35624,39.97836,24034,11,21,10,90.9
08801,nj,-74.88658,40.62392,3128,7,15,8,114.3
08802,nj,-75.02429,40.67648,1928,6,12,6,100
08804,nj,-75.0953,40.64551,1382,6,13,7,116.7
08805,nj,-74.537,40.57165,3545,10,19,9,90
08807,nj,-74.62029,40.59275,14065,9,18,9,100
08808,nj,-75.04903,40.73213,28,6,12,6,100
08809,nj,-74.92233,40.65126,2356,8,16,8,100
08810,nj,-74.49382,40.37271,3014,9,17,8,88.9
08812,nj,-74.48066,40.59977,4987,11,20,9,81.8
08816,nj,-74.41621,40.42854,18814,9,17,8,88.9
08817,nj,-74.39444,40.51551,15584,9,18,9,100
08820,nj,-74.3659,40.57725,14379,10,19,9,90
08821,nj,-74.68566,40.52004,232,9,17,8,88.9
08822,nj,-74.86362,40.52111,11842,10,19,9,90
08823,nj,-74.56502,40.44152,3391,9,18,9,100
08824,nj,-74.55167,40.42251,4503,9,17,8,88.9
08825,nj,-75.02493,40.51301,2131,7,13,6,85.7
08826,nj,-74.90501,40.71953,2403,4,10,6,150
08827,nj,-74.97391,40.6648,2054,6,12,6,100
08828,nj,-74.42379,40.37765,1015,9,18,9,100
08829,nj,-74.8942,40.66803,1607,7,14,7,100
08830,nj,-74.31703,40.56967,5499,9,18,9,100
08831,nj,-74.42966,40.32664,35667,9,17,8,88.9
08832,nj,-74.30769,40.51722,396,6,14,8,133.3
08833,nj,-74.82049,40.64499,3778,8,15,7,87.5
08835,nj,-74.58921,40.54205,11492,10,19,9,90
08836,nj,-74.55467,40.59605,1576,10,19,9,90
08837,nj,-74.3446,40.51363,6053,9,17,8,88.9
08840,nj,-74.35841,40.54363,8368,9,18,9,100
08844,nj,-74.67287,40.4985,15023,9,18,9,100
08846,nj,-74.50107,40.57445,4999,11,20,9,81.8
08848,nj,-75.09574,40.59454,3744,7,14,7,100
08850,nj,-74.44016,40.44725,3859,9,18,9,100
08852,nj,-74.54816,40.38791,5643,9,17,8,88.9
08853,nj,-74.7401,40.52931,1788,9,18,9,100
08854,nj,-74.4636,40.54674,14995,10,19,9,90
08857,nj,-74.32982,40.39163,12790,8,16,8,100
08858,nj,-74.73708,40.67939,92,9,18,9,100
08859,nj,-74.3042,40.4595,6931,7,15,8,114.3
08861,nj,-74.27239,40.5204,14888,6,14,8,133.3
08863,nj,-74.31559,40.52711,3837,8,17,9,112.5
08865,nj,-75.15077,40.7078,12858,7,15,8,114.3
08867,nj,-74.96579,40.57361,2147,6,12,6,100
08869,nj,-74.64317,40.57305,2247,10,19,9,90
08872,nj,-74.33718,40.46431,7320,8,16,8,100
08873,nj,-74.53286,40.49836,22762,9,18,9,100
08876,nj,-74.68745,40.58798,7622,10,18,8,80
08879,nj,-74.27738,40.46554,10173,6,13,7,116.7
08880,nj,-74.52773,40.55357,1505,10,19,9,90
08882,nj,-74.37835,40.44551,5416,8,16,8,100
08884,nj,-74.39144,40.39514,3121,9,17,8,88.9
08886,nj,-75.10521,40.69316,2817,7,14,7,100
08887,nj,-74.79448,40.52361,623,10,20,10,100
08889,nj,-74.75957,40.60761,4237,9,18,9,100
08890,nj,-74.57393,40.53937,2,10,19,9,90
08901,nj,-74.44272,40.48411,7848,9,18,9,100
08902,nj,-74.48629,40.44071,12295,9,18,9,100
08904,nj,-74.4283,40.50057,4997,9,18,9,100
10983,nj,-73.94826,41.0275,2059,7,16,8,121.45
15001,pa,-80.31974,40.5921,18341,3,10,7,233.3
15003,pa,-80.21389,40.60109,6052,4,11,7,175
15004,pa,-80.3813,40.3451,146,2,7,5,250
15005,pa,-80.17588,40.64461,4561,4,10,6,150
15006,pa,-79.87689,40.63359,147,4,11,7,175
15007,pa,-79.93169,40.65228,175,4,10,6,150
15009,pa,-80.36544,40.69795,7130,4,10,6,150
15010,pa,-80.35919,40.7687,14245,4,10,6,150
15012,pa,-79.81217,40.15888,8190,5,13,8,160
15014,pa,-79.74102,40.60794,1527,4,12,8,200
15015,pa,-80.0811,40.63725,561,3,9,6,200
15017,pa,-80.12807,40.34037,7980,4,11,7,175
15018,pa,-79.79376,40.27335,593,5,13,8,160
15019,pa,-80.32922,40.40672,910,3,8,5,166.7
15020,pa,-79.94555,40.23016,170,4,12,8,200
15021,pa,-80.43513,40.39427,5126,3,8,5,166.7
15022,pa,-79.93576,40.13236,6518,5,13,8,160
15024,pa,-79.84369,40.57854,4435,4,11,7,175
15025,pa,-79.92192,40.29902,10029,4,11,7,175
15026,pa,-80.35997,40.51078,1943,3,9,6,200
15027,pa,-80.23945,40.66683,1148,4,11,7,175
15028,pa,-79.79884,40.302,132,4,11,7,175
15030,pa,-79.78094,40.58748,729,5,14,9,180
15031,pa,-80.16115,40.34822,427,3,10,7,233.3
15033,pa,-79.86457,40.17925,3547,5,14,9,180
15034,pa,-79.89061,40.35085,898,4,11,7,175
15035,pa,-79.80743,40.38482,1218,3,10,7,233.3
15037,pa,-79.85083,40.25742,6238,4,11,7,175
15038,pa,-79.92631,40.25071,242,4,10,6,150
15042,pa,-80.20526,40.68788,3949,3,10,7,233.3
15043,pa,-80.48906,40.55466,1383,3,9,6,200
15044,pa,-79.94995,40.63904,13313,4,10,6,150
15045,pa,-79.8862,40.32617,2519,4,11,7,175
15046,pa,-80.22855,40.55626,1373,3,10,7,233.3
15047,pa,-79.80003,40.31572,117,4,11,7,175
15049,pa,-79.80557,40.55611,506,4,11,7,175
15050,pa,-80.43878,40.56218,1309,3,8,5,166.7
15051,pa,-79.86702,40.56246,325,5,13,8,160
15052,pa,-80.43963,40.66992,2099,3,9,6,200
15053,pa,-80.35989,40.381,91,3,8,5,166.7
15054,pa,-80.40768,40.36238,232,3,8,5,166.7
15055,pa,-80.12264,40.30642,811,3,10,7,233.3
15056,pa,-80.2138,40.56485,699,4,11,7,175
15057,pa,-80.24821,40.35595,8048,3,9,6,200
15059,pa,-80.4908,40.67928,2373,3,9,6,200
15060,pa,-80.29213,40.36685,386,3,8,5,166.7
15061,pa,-80.31809,40.65877,6305,3,10,7,233.3
15062,pa,-79.88048,40.15034,5051,6,14,8,133.3
15063,pa,-79.9243,40.19503,7219,5,13,8,160
15064,pa,-80.14993,40.35634,280,4,10,6,150
15065,pa,-79.72746,40.64206,5953,4,11,7,175
15066,pa,-80.25308,40.75198,6193,4,10,6,150
15067,pa,-79.96205,40.20862,1172,5,14,9,180
15068,pa,-79.71299,40.56171,18678,4,10,6,150
15071,pa,-80.18781,40.41211,5532,4,11,7,175
15072,pa,-79.85633,40.13924,125,6,15,9,150
15074,pa,-80.21832,40.72786,4673,4,11,7,175
15075,pa,-79.82691,40.58604,54,4,11,7,175
15076,pa,-79.83471,40.60744,427,4,11,7,175
15077,pa,-80.42193,40.62419,192,3,8,5,166.7
15078,pa,-80.38498,40.35591,495,3,8,5,166.7
15081,pa,-80.23631,40.57453,313,4,11,7,175
15082,pa,-80.21295,40.37779,217,3,10,7,233.3
15083,pa,-79.7875,40.25423,596,5,14,9,180
15084,pa,-79.80289,40.63012,5606,4,11,7,175
15085,pa,-79.72245,40.38571,3817,3,10,7,233.3
15086,pa,-80.09516,40.66549,428,3,9,6,200
15087,pa,-79.85309,40.18949,223,4,12,8,200
15088,pa,-79.89574,40.27222,335,4,10,6,150
15089,pa,-79.74045,40.22036,3309,4,11,7,175
15090,pa,-80.06884,40.62567,9256,3,9,6,200
15101,pa,-79.95439,40.58048,9938,4,11,7,175
15102,pa,-80.03661,40.32129,12167,3,9,6,200
15104,pa,-79.86265,40.40373,6146,4,11,7,175
15106,pa,-80.11421,40.41012,9886,4,11,7,175
15108,pa,-80.19954,40.49994,18116,4,10,6,150
15110,pa,-79.8502,40.37318,3513,4,11,7,175
15112,pa,-79.83771,40.40448,1807,4,10,6,150
15116,pa,-79.95048,40.53908,6425,4,12,8,200
15120,pa,-79.90682,40.39603,9796,4,10,6,150
15122,pa,-79.90521,40.36021,9535,4,11,7,175
15126,pa,-80.28436,40.46254,3964,3,9,6,200
15129,pa,-79.99605,40.29315,4965,3,10,7,233.3
15131,pa,-79.8002,40.33599,4305,4,11,7,175
15132,pa,-79.84315,40.3398,12464,4,11,7,175
15133,pa,-79.86335,40.32714,3445,4,11,7,175
15135,pa,-79.81536,40.30158,2361,4,12,8,200
15136,pa,-80.10437,40.46789,11286,5,13,8,160
15137,pa,-79.80905,40.378,6090,3,10,7,233.3
15139,pa,-79.83485,40.52192,2853,3,10,7,233.3
15140,pa,-79.77635,40.40777,1498,4,11,7,175
15142,pa,-80.12206,40.38545,597,5,13,8,160
15143,pa,-80.14657,40.57319,9900,4,11,7,175
15144,pa,-79.78283,40.54926,2129,4,11,7,175
15145,pa,-79.82408,40.41526,3645,4,11,7,175
15146,pa,-79.76043,40.42625,11575,3,10,7,233.3
15147,pa,-79.82732,40.49713,8255,3,10,7,233.3
15148,pa,-79.79514,40.39346,1804,3,10,7,233.3
15201,pa,-79.9528,40.47521,6978,4,12,8,200
15202,pa,-80.06853,40.5053,7833,5,14,9,180
15203,pa,-79.97632,40.42632,5990,4,10,6,150
15204,pa,-80.06085,40.45599,4770,5,14,9,180
15205,pa,-80.09909,40.43808,9987,4,12,8,200
15206,pa,-79.91323,40.47226,12085,4,11,7,175
15207,pa,-79.93376,40.4003,7440,4,11,7,175
15208,pa,-79.89949,40.45319,6248,4,11,7,175
15209,pa,-79.97396,40.49991,6169,5,13,8,160
15210,pa,-79.9839,40.40718,13879,3,10,7,233.3
15211,pa,-80.01562,40.43032,5995,3,10,7,233.3
15212,pa,-80.00753,40.47078,15686,5,13,8,160
15213,pa,-79.95525,40.44404,6344,4,12,8,200
15214,pa,-80.01403,40.4865,8290,5,13,8,160
15215,pa,-79.91382,40.50484,5735,5,13,8,160
15216,pa,-80.03485,40.40263,10488,3,10,7,233.3
15217,pa,-79.92054,40.43077,9231,4,11,7,175
15218,pa,-79.89005,40.42364,6342,4,11,7,175
15219,pa,-79.9832,40.44224,6607,4,11,7,175
15220,pa,-80.04899,40.4197,7943,4,11,7,175
15221,pa,-79.86548,40.43461,14938,4,11,7,175
15222,pa,-79.99328,40.44765,1617,4,12,8,200
15223,pa,-79.95284,40.50505,3393,5,13,8,160
15224,pa,-79.9448,40.46423,4932,4,11,7,175
15225,pa,-80.1115,40.50634,731,4,12,8,200
15226,pa,-80.01395,40.39505,6735,3,9,6,200
15227,pa,-79.97058,40.37571,11736,3,9,6,200
15228,pa,-80.04413,40.37067,6382,3,9,6,200
15229,pa,-80.03705,40.52035,6466,4,11,7,175
15232,pa,-79.93194,40.45252,3170,4,11,7,175
15233,pa,-80.0348,40.46085,2133,6,14,8,133.3
15234,pa,-80.01779,40.36814,6283,3,9,6,200
15235,pa,-79.82242,40.45978,17114,3,10,7,233.3
15236,pa,-79.97547,40.34743,12515,3,9,6,200
15237,pa,-80.04746,40.54884,18322,4,11,7,175
15238,pa,-79.8805,40.53464,6256,4,12,8,200
15239,pa,-79.73806,40.48369,8789,3,10,7,233.3
15241,pa,-80.08245,40.33303,8132,3,9,6,200
15243,pa,-80.07308,40.37482,5187,3,10,7,233.3
15260,pa,-79.95314,40.44323,18,4,12,8,200
15290,pa,-80.01929,40.45733,3,6,14,8,133.3
15301,pa,-80.25282,40.16204,22657,3,8,5,166.7
15310,pa,-80.48219,39.79273,289,3,10,7,233.3
15311,pa,-80.18393,40.04592,766,3,9,6,200
15312,pa,-80.43837,40.25415,2381,3,8,5,166.7
15313,pa,-80.02371,40.06796,225,4,11,7,175
15314,pa,-80.01811,40.14567,2200,4,10,6,150
15315,pa,-79.98278,39.75809,447,5,14,9,180
15316,pa,-80.25376,39.72446,141,3,9,6,200
15317,pa,-80.16679,40.27063,18642,3,9,6,200
15320,pa,-79.99371,39.8769,4376,5,14,9,180
15321,pa,-80.18786,40.3234,925,3,9,6,200
15322,pa,-80.05013,39.97654,1468,5,12,7,140
15323,pa,-80.40682,40.10715,2553,2,7,5,250
15324,pa,-80.06572,40.10078,508,3,9,6,200
15325,pa,-79.96337,39.94943,311,5,13,8,160
15327,pa,-79.96437,39.74939,1383,6,15,9,150
15329,pa,-80.27552,40.03058,1355,3,8,5,166.7
15330,pa,-80.09451,40.18026,3076,3,9,6,200
15331,pa,-80.02164,40.10742,663,3,10,7,233.3
15332,pa,-79.99293,40.24147,4400,4,11,7,175
15333,pa,-80.01505,40.027,1569,5,12,7,140
15334,pa,-79.96794,39.80831,68,6,16,10,166.7
15337,pa,-80.37594,39.95293,518,2,7,5,250
15338,pa,-79.96736,39.80989,1270,6,16,10,166.7
15340,pa,-80.31749,40.28323,899,3,8,5,166.7
15341,pa,-80.34412,39.82527,735,3,9,6,200
15342,pa,-80.22118,40.24423,2629,3,8,5,166.7
15344,pa,-80.05856,39.92034,1334,3,10,7,233.3
15345,pa,-80.10505,40.02263,1361,4,12,8,200
15346,pa,-80.07535,39.93543,417,3,9,6,200
15347,pa,-80.22686,40.2174,388,3,8,5,166.7
15348,pa,-79.99607,39.98829,236,4,12,8,200
15349,pa,-80.08406,39.75808,1518,4,12,8,200
15350,pa,-80.20081,40.29331,223,3,10,7,233.3
15351,pa,-79.92804,39.88099,560,5,14,9,180
15352,pa,-80.39527,39.75339,956,3,10,7,233.3
15353,pa,-80.31095,39.96212,29,2,8,6,300
15357,pa,-79.98576,39.94152,2267,5,13,8,160
15358,pa,-80.00301,40.05539,593,5,13,8,160
15359,pa,-80.27577,39.87649,84,2,8,6,300
15360,pa,-80.08239,40.08491,980,3,10,7,233.3
15361,pa,-80.25841,40.32901,87,3,9,6,200
15362,pa,-80.21674,39.76231,685,3,10,7,233.3
15363,pa,-80.19805,40.2518,396,3,8,5,166.7
15364,pa,-80.2906,39.9415,605,2,8,6,300
15366,pa,-79.97303,40.15955,114,4,11,7,175
15367,pa,-80.05559,40.26524,3639,3,9,6,200
15368,pa,-79.9889,40.01438,288,4,12,8,200
15370,pa,-80.17564,39.87577,7742,3,9,6,200
15376,pa,-80.48692,40.10458,1035,2,8,6,300
15377,pa,-80.4516,39.9814,1098,2,7,5,250
15378,pa,-80.27508,40.27838,68,3,9,6,200
15379,pa,-80.42518,40.24319,114,2,8,6,300
15380,pa,-80.46638,39.87174,680,3,8,5,166.7
15401,pa,-79.74735,39.90106,15512,3,8,5,166.7
15410,pa,-79.90524,39.91458,744,4,12,8,200
15411,pa,-79.34538,39.7476,1520,1,4,3,300
15412,pa,-79.85651,40.09229,408,5,13,8,160
15413,pa,-79.87109,39.98528,384,4,11,7,175
15417,pa,-79.91902,40.01356,5525,4,12,8,200
15419,pa,-79.89446,40.05561,1320,5,13,8,160
15420,pa,-79.86523,39.96014,210,4,11,7,175
15421,pa,-79.5972,39.84585,139,0,2,2,NA
15422,pa,-79.81159,39.98118,128,3,10,7,233.3
15423,pa,-79.92712,40.08767,1292,5,14,9,180
15424,pa,-79.36022,39.81913,2529,1,5,4,400
15425,pa,-79.55655,40.02649,10042,2,6,4,200
15427,pa,-79.97482,40.06995,799,5,12,7,140
15428,pa,-79.68168,40.08097,1179,4,11,7,175
15429,pa,-79.93992,40.00162,184,4,12,8,200
15430,pa,-79.65538,40.04024,177,4,11,7,175
15431,pa,-79.59684,39.9503,2658,2,5,3,150
15432,pa,-79.86162,40.11508,274,6,15,9,150
15433,pa,-79.95819,39.97032,522,5,12,7,140
15434,pa,-79.88116,40.08065,192,5,14,9,180
15435,pa,-79.84994,39.94364,322,4,11,7,175
15436,pa,-79.72478,39.81781,1416,1,3,2,200
15437,pa,-79.60847,39.79059,1716,0,2,2,NA
15438,pa,-79.84247,40.07553,1394,4,12,8,200
15440,pa,-79.61694,39.73526,276,1,3,2,200
15442,pa,-79.8407,40.01739,1497,4,11,7,175
15443,pa,-79.88075,39.91967,227,4,11,7,175
15444,pa,-79.90879,40.01198,362,5,13,8,160
15445,pa,-79.65687,39.87283,1578,1,2,1,100
15446,pa,-79.39918,40.0335,232,1,2,1,100
15447,pa,-79.93689,39.94382,149,5,13,8,160
15448,pa,-79.73395,40.13569,154,4,11,7,175
15449,pa,-79.78335,39.96433,115,3,10,7,233.3
15450,pa,-79.97423,40.00363,339,4,12,8,200
15451,pa,-79.83796,39.73866,593,4,12,8,200
15454,pa,-79.87184,39.86315,140,4,12,8,200
15455,pa,-79.64228,40.0033,179,3,9,6,200
15456,pa,-79.65428,39.92558,1628,1,3,2,200
15458,pa,-79.8512,39.89012,1485,4,11,7,175
15459,pa,-79.46618,39.76664,1174,1,3,2,200
15460,pa,-79.91219,39.81199,87,6,16,10,166.7
15461,pa,-79.90029,39.84235,2482,6,15,9,150
15462,pa,-79.39015,40.05689,163,0,2,2,NA
15463,pa,-79.89983,39.96556,63,4,11,7,175
15464,pa,-79.43694,39.9244,994,1,2,1,100
15466,pa,-79.89204,40.07538,331,6,15,9,150
15467,pa,-79.91788,39.78529,103,6,16,10,166.7
15468,pa,-79.83004,39.95611,1409,3,10,7,233.3
15469,pa,-79.42365,40.01395,1417,1,3,2,200
15470,pa,-79.53352,39.86863,876,1,2,1,100
15472,pa,-79.71685,39.91937,148,3,9,6,200
15473,pa,-79.76973,40.06983,2206,3,9,6,200
15474,pa,-79.90061,39.74958,1347,6,15,9,150
15475,pa,-79.87755,39.95165,1096,4,11,7,175
15476,pa,-79.92061,39.86973,92,5,14,9,180
15477,pa,-79.86367,40.07817,467,5,14,9,180
15478,pa,-79.80317,39.78777,3380,3,10,7,233.3
15479,pa,-79.7144,40.15303,1230,3,10,7,233.3
15480,pa,-79.77201,39.98676,1196,4,11,7,175
15482,pa,-79.76572,40.06074,331,2,7,5,250
15483,pa,-79.85065,40.08333,291,5,13,8,160
15484,pa,-79.784,39.89261,172,4,11,7,175
15486,pa,-79.70471,40.02532,1383,3,9,6,200
15489,pa,-79.69605,39.96638,215,4,11,7,175
15490,pa,-79.45449,40.07237,373,1,2,1,100
15492,pa,-79.76232,40.11942,80,4,12,8,200
15501,pa,-79.12873,40.03594,8701,0,1,1,NA
15502,pa,-79.24607,40.03578,844,0,1,1,NA
15510,pa,-79.04004,39.96697,6,0,1,1,NA
15520,pa,-79.06054,40.10637,154,0,1,1,NA
15521,pa,-78.63501,40.19917,1122,2,6,4,200
15522,pa,-78.55184,39.94935,7756,2,7,5,250
15530,pa,-78.90937,39.94798,2996,0,1,1,NA
15531,pa,-79.07962,40.18447,2912,0,2,2,NA
15532,pa,-79.0608,39.76204,81,0,1,1,NA
15533,pa,-78.24053,39.98277,1012,2,5,3,150
15534,pa,-78.69695,39.89838,767,1,4,3,300
15535,pa,-78.45197,39.82448,2022,3,8,5,166.7
15536,pa,-78.2081,39.95169,346,1,5,4,400
15537,pa,-78.36501,40.00172,5255,2,7,5,250
15538,pa,-78.83624,39.86797,944,1,2,1,100
15539,pa,-78.59138,40.12841,232,3,8,5,166.7
15540,pa,-79.23892,39.79444,459,0,1,1,NA
15541,pa,-78.97721,40.04809,2277,0,1,1,NA
15542,pa,-79.07153,39.8757,811,0,1,1,NA
15544,pa,-79.09344,40.13564,119,0,1,1,NA
15545,pa,-78.77384,39.78414,1965,3,8,5,166.7
15546,pa,-79.04799,40.13662,222,0,1,1,NA
15547,pa,-79.07171,40.16215,307,0,2,2,NA
15550,pa,-78.64393,39.9868,1385,2,5,3,150
15551,pa,-79.27781,39.88566,656,1,2,1,100
15552,pa,-78.99182,39.79392,4007,0,1,1,NA
15554,pa,-78.61844,40.12544,1652,3,7,4,133.3
15555,pa,-79.08225,40.09241,66,0,1,1,NA
15557,pa,-79.21536,39.93035,3163,0,2,2,NA
15558,pa,-79.1115,39.75009,1276,0,1,1,NA
15559,pa,-78.68144,40.05543,1492,3,8,5,166.7
15560,pa,-78.90714,40.01656,110,0,1,1,NA
15561,pa,-79.08767,40.0956,104,0,1,1,NA
15562,pa,-79.13642,39.73901,97,0,1,1,NA
15563,pa,-78.93806,40.09782,2497,0,1,1,NA
15564,pa,-78.8378,39.73001,71,3,9,6,200
15601,pa,-79.53554,40.31518,26322,3,8,5,166.7
15610,pa,-79.41487,40.14157,3442,1,2,1,100
15611,pa,-79.65264,40.30652,236,3,8,5,166.7
15612,pa,-79.59972,40.13735,274,3,9,6,200
15613,pa,-79.56424,40.55381,7005,3,9,6,200
15615,pa,-79.73416,40.36531,212,3,10,7,233.3
15616,pa,-79.55822,40.22463,24,3,8,5,166.7
15617,pa,-79.6578,40.26907,204,3,9,6,200
15618,pa,-79.44519,40.56211,1660,4,10,6,150
15620,pa,-79.33869,40.32354,467,2,6,4,200
15621,pa,-79.48346,40.21386,15,3,8,5,166.7
15622,pa,-79.32285,40.04177,2136,0,1,1,NA
15623,pa,-79.62034,40.3672,432,2,8,6,300
15624,pa,-79.4702,40.36487,219,3,9,6,200
15625,pa,-79.67975,40.26951,76,3,9,6,200
15626,pa,-79.57616,40.40699,2164,2,8,6,300
15627,pa,-79.30596,40.35128,3330,1,4,3,300
15628,pa,-79.37337,40.10055,267,1,3,2,200
15629,pa,-79.5631,40.59726,434,4,10,6,150
15631,pa,-79.58535,40.08748,583,3,10,7,233.3
15632,pa,-79.60687,40.43898,4563,3,9,6,200
15633,pa,-79.52391,40.35732,171,3,9,6,200
15634,pa,-79.60492,40.32394,307,2,7,5,250
15635,pa,-79.49901,40.34906,156,2,7,5,250
15636,pa,-79.65708,40.36547,1615,3,10,7,233.3
15637,pa,-79.71182,40.26496,1129,3,10,7,233.3
15638,pa,-79.39896,40.26432,149,1,5,4,400
15639,pa,-79.59383,40.20815,1188,3,8,5,166.7
15640,pa,-79.72926,40.22463,199,4,10,6,150
15641,pa,-79.58907,40.6317,286,4,11,7,175
15642,pa,-79.72048,40.31919,20916,3,10,7,233.3
15644,pa,-79.61125,40.34739,10196,2,8,6,300
15646,pa,-79.33555,40.08991,160,0,1,1,NA
15647,pa,-79.72363,40.34549,176,3,9,6,200
15650,pa,-79.39321,40.27575,13847,2,7,5,250
15655,pa,-79.17503,40.20149,292,1,2,1,100
15656,pa,-79.62208,40.64635,5829,4,10,6,150
15658,pa,-79.22324,40.25045,6431,1,4,3,300
15660,pa,-79.77439,40.2446,205,5,14,9,180
15661,pa,-79.36013,40.32217,287,3,9,6,200
15662,pa,-79.47833,40.33432,85,2,7,5,250
15663,pa,-79.67927,40.25185,276,3,9,6,200
15665,pa,-79.66069,40.3359,738,3,9,6,200
15666,pa,-79.51441,40.15619,8582,2,7,5,250
15668,pa,-79.67126,40.46202,6058,3,9,6,200
15670,pa,-79.43005,40.40694,2067,3,10,7,233.3
15671,pa,-79.3218,40.35629,404,2,5,3,150
15672,pa,-79.63113,40.24366,1504,3,8,5,166.7
15673,pa,-79.5563,40.59383,672,3,9,6,200
15675,pa,-79.63707,40.3353,553,3,8,5,166.7
15676,pa,-79.46571,40.24083,276,3,8,5,166.7
15677,pa,-79.23732,40.14313,351,1,2,1,100
15678,pa,-79.72623,40.28722,267,4,11,7,175
15679,pa,-79.65086,40.17519,1620,2,7,5,250
15680,pa,-79.49928,40.52078,47,4,12,8,200
15681,pa,-79.43849,40.50095,3845,4,11,7,175
15683,pa,-79.60724,40.10771,4019,3,9,6,200
15684,pa,-79.52066,40.4607,589,3,9,6,200
15686,pa,-79.43272,40.61945,555,2,8,6,300
15687,pa,-79.3209,40.13244,981,1,3,2,200
15688,pa,-79.58466,40.16873,296,2,7,5,250
15689,pa,-79.49144,40.22142,105,3,8,5,166.7
15690,pa,-79.53994,40.64175,4708,3,10,7,233.3
15691,pa,-79.68614,40.29538,43,3,10,7,233.3
15692,pa,-79.67891,40.33176,504,3,9,6,200
15693,pa,-79.4077,40.25315,84,1,5,4,400
15695,pa,-79.69324,40.19728,169,3,9,6,200
15696,pa,-79.36617,40.28011,226,2,6,4,200
15697,pa,-79.5797,40.24066,1468,3,9,6,200
15698,pa,-79.68948,40.21638,506,3,9,6,200
15701,pa,-79.14963,40.62827,11995,2,7,5,250
15710,pa,-78.87242,40.64011,178,0,2,2,NA
15711,pa,-78.96219,41.00816,293,1,3,2,200
15712,pa,-78.84788,40.79045,154,1,3,2,200
15713,pa,-79.26168,40.56976,151,2,7,5,250
15714,pa,-78.82315,40.64535,3614,1,3,2,200
15715,pa,-78.87627,40.97012,387,1,3,2,200
15716,pa,-79.18807,40.46683,335,1,3,2,200
15717,pa,-79.24301,40.45266,5711,2,6,4,200
15721,pa,-78.79243,40.8146,224,1,4,3,300
15722,pa,-78.72063,40.59489,1827,0,1,1,NA
15723,pa,-79.15919,40.70019,44,2,7,5,250
