geoid,state_abbr,population,change_perc_above_100,lon,name,count_prop,lat,days_above_100_today,days_above_100_30yrs,change_days_above_100,geometry
77043,tx,25122,42,-95.58127,ZCTA5 77043,7942,29.81186,69,98,29,"list(c(-95.604854, -95.617232, -95.563187, -95.543977, -95.544712, -95.545313, -95.604854, 29.834316, 29.790612, 29.784806, 29.784738, 29.795336, 29.830512, 29.834316))"
75432,tx,3055,44.6,-95.67441,ZCTA5 75432,3367,33.39603,56,81,25,"list(c(-95.842363, -95.828072, -95.736354, -95.710363, -95.644273, -95.610137, -95.55245, -95.556809, -95.587996, -95.61628, -95.644218, -95.686596, -95.746515, -95.786458, -95.800507, -95.842363, 33.366341, 33.345477, 33.336288, 33.301611, 33.312254, 33.349728, 33.357075, 33.415985, 33.470405, 33.483958, 33.486105, 33.47829, 33.43356, 33.415687, 33.361916, 33.366341))"
75939,tx,5440,35.2,-94.79411,ZCTA5 75939,4483,31.01823,71,96,25,"list(c(-95.061113, -95.037096, -94.96092, -94.918442, -94.794497, -94.739625, -94.704628, -94.684017, -94.639627, -94.657992, -94.561943, -94.605193, -94.689117, -94.738594, -94.842947, -94.936665, -94.939245, -95.061113, 30.941302, 30.926409, 30.915114, 30.948107, 30.947632, 30.916317, 30.899495, 30.923152, 30.932573, 31.012007, 31.058952, 31.077669, 31.097795, 31.10369, 31.146578, 31.044718, 31.041981, 30.941302))"
78839,tx,7796,24.4,-99.81653,ZCTA5 78839,5369,28.71396,90,112,22,"list(c(-99.982103, -99.9833, -99.916332, -99.853905, -99.569555, -99.517174, -99.503316, -99.581252, -99.618636, -99.650204, -99.700618, -99.698171, -99.764231, -99.775754, -99.787616, -99.886655, -99.881515, -99.982103, 28.752885, 28.718708, 28.62414, 28.642856, 28.642503, 28.641999, 28.667148, 28.760142, 28.772526, 28.73596, 28.744012, 28.793737, 28.786061, 28.886104, 28.81663, 28.783627, 28.746568, 28.752885))"
75555,tx,1424,37.5,-94.13835,ZCTA5 75555,2443,32.94694,64,88,24,"list(c(-94.0429860440402, -94.119191, -94.247552, -94.228376, -94.247894, -94.230255, -94.225274, -94.121414, -94.094285, -94.0429211484241, -94.0430878715989, -94.0429860440402, 33.0079077407455, 33.039647, 33.005384, 32.979412, 32.943216, 32.896789, 32.880612, 32.880916, 32.841416, 32.8296754403968, 32.9554838434449, 33.0079077407455))"
75861,tx,1727,40.9,-95.8924,ZCTA5 75861,1493,31.85322,66,93,27,"list(c(-95.97029, -95.994543, -95.983449, -95.922543, -95.867028, -95.854466, -95.764481, -95.747169, -95.809155, -95.859482, -95.882171, -95.871557, -95.939345, -95.97029, 31.877187, 31.843359, 31.789979, 31.766265, 31.728634, 31.765679, 31.810183, 31.839487, 31.870505, 31.869119, 31.92239, 31.970512, 31.97275, 31.877187))"
78208,tx,4175,37.3,-98.45855,ZCTA5 78208,1509,29.43982,67,92,25,"list(c(-98.473804, -98.47572, -98.442597, -98.442106, -98.473804, 29.447166, 29.436544, 29.435356, 29.440557, 29.447166))"
75755,tx,4576,41.9,-95.08594,ZCTA5 75755,3984,32.63316,62,88,26,"list(c(-95.137769, -95.197103, -95.152527, -95.15341, -95.131344, -95.08442, -95.078983, -95.080107, -95.083552, -95.083871, -94.998538, -94.981186, -95.007324, -95.016421, -95.086312, -95.081238, -95.137769, 32.769827, 32.731046, 32.728664, 32.570115, 32.548972, 32.552981, 32.553111, 32.551053, 32.546447, 32.542541, 32.521915, 32.579488, 32.591361, 32.662751, 32.667134, 32.747891, 32.769827))"
79845,tx,3824,27.8,-104.5197,ZCTA5 79845,6224,29.88856,79,101,22,"list(c(-104.545424526014, -104.515736, -104.399591, -104.338113, -104.259035, -104.246753, -104.273163, -104.339901, -104.327388, -104.37881, -104.369893, -104.410006, -104.466954, -104.498562, -104.545424526014, 29.7167067369987, 29.640548, 29.572319, 29.519967, 29.5062514145844, 29.555322, 29.655058, 29.643929, 29.696982, 29.730565, 29.767484, 29.796486, 29.762674, 29.765212, 29.7167067369987))"
79556,tx,12687,96,-100.36403,ZCTA5 79556,9276,32.45432,25,49,24,"list(c(-100.65956, -100.660421, -100.625157, -100.538947, -100.504852, -100.507347, -100.466226, -100.469946, -100.420984, -100.347835, -100.323609, -100.271619, -100.244363, -100.296796, -100.262223, -100.218635, -100.175272, -100.202949, -100.235681, -100.251254, -100.302107, -100.299565, -100.257719, -100.273764, -100.319622, -100.376059, -100.399407, -100.454912, -100.479325, -100.533866, -100.65956, 32.672655, 32.615972, 32.594369, 32.596263, 32.565509, 32.524419, 32.373581, 32.357677, 32.337512, 
32.329471, 32.198493, 32.211627, 32.272219, 32.301542, 32.351105, 32.356239, 32.378635, 32.42618, 32.432136, 32.489349, 32.494262, 32.535767, 32.56553, 32.624663, 32.656701, 32.62827, 32.581059, 32.615789, 32.696978, 32.674051, 32.672655))"
78833,tx,1346,92.9,-100.05886,ZCTA5 78833,2174,29.69363,28,54,26,"list(c(-100.098494, -100.107438, -100.152748, -100.112098, -99.890935, -99.866997, -99.828837, -99.872752, -99.913226, -100.018671, -100.03889, -100.098494, 29.713462, 29.647112, 29.623432, 29.623263, 29.624282, 29.69134, 29.753808, 29.778523, 29.811847, 29.750845, 29.72479, 29.713462))"
78028,tx,40081,121.1,-99.15819,ZCTA5 78028,22155,30.03424,19,42,23,"list(c(-99.310282, -99.326741, -99.274654, -99.259109, -99.202541, -99.179463, -99.059788, -99.067384, -99.03162, -99.031819, -99.016616, -99.078636, -99.119599, -99.190985, -99.182071, -99.252832, -99.229754, -99.219686, -99.240696, -99.310282, 30.017059, 29.921431, 29.930963, 29.902428, 29.897365, 29.906219, 29.934407, 29.989476, 30.013687, 30.091374, 30.13729, 30.136584, 30.194439, 30.199321, 30.230876, 30.207626, 30.134897, 30.065647, 30.026934, 30.017059))"
79018,tx,361,233.3,-102.38627,ZCTA5 79018,1378,35.69548,3,10,7,"list(c(-102.485804, -102.485842, -102.599204, -102.637487, -102.636685, -102.611998, -102.477491, -102.437503, -102.367951, -102.293715, -102.260637, -102.283292, -102.318021, -102.275545, -102.198426, -102.102986, -102.015621, -101.965212, -102.023681, -102.03962, -102.088832, -102.213209, -102.302309, -102.459473, -102.485804, 35.772106, 35.746326, 35.757276, 35.720988, 35.663278, 35.603983, 35.602954, 35.571763, 35.602717, 35.522792, 35.51948, 35.579538, 35.646045, 35.699223, 35.627389, 35.620197, 
35.690689, 35.69044, 35.707501, 35.764332, 35.793541, 35.822883, 35.808753, 35.808842, 35.772106))"
77378,tx,17549,34.2,-95.36869,ZCTA5 77378,9355,30.45742,73,98,25,"list(c(-95.491514, -95.486692, -95.372013, -95.273084, -95.288086, -95.272133, -95.291094, -95.426083, -95.491514, 30.508831, 30.391247, 30.435208, 30.390042, 30.457423, 30.529749, 30.54441, 30.508818, 30.508831))"
78393,tx,2194,37.3,-97.36806,ZCTA5 78393,1919,28.19993,75,103,28,"list(c(-97.540851, -97.541071, -97.482384, -97.427845, -97.379803, -97.310821, -97.262853, -97.209464, -97.213518, -97.283026, -97.278684, -97.378894, -97.423991, -97.479215, -97.540851, 28.164963, 28.164669, 28.168616, 28.127779, 28.137386, 28.108226, 28.087394, 28.162208, 28.184191, 28.230331, 28.292327, 28.209758, 28.215399, 28.248275, 28.164963))"
76864,tx,812,70.3,-98.73379,ZCTA5 76864,1787,31.55411,37,63,26,"list(c(-98.864357, -98.942888, -98.942737, -98.8725, -98.846241, -98.74027, -98.724463, -98.725736, -98.626084, -98.595768, -98.567566, -98.56763, -98.534059, -98.645876, -98.658739, -98.695093, -98.767941, -98.779447, -98.822727, -98.864357, 31.559781, 31.512057, 31.458629, 31.444299, 31.410478, 31.4076, 31.427402, 31.447356, 31.515963, 31.510971, 31.57943, 31.637051, 31.66761, 31.703617, 31.687381, 31.654875, 31.65735, 31.582457, 31.584889, 31.559781))"
77469,tx,57228,38.7,-95.6831,ZCTA5 77469,25991,29.48,75,104,29,"list(c(-95.812955, -95.787481, -95.759445, -95.667365, -95.598255, -95.55598, -95.555006, -95.637866, -95.670648, -95.707625, -95.785112, -95.769209, -95.812955, 29.476687, 29.472759, 29.39422, 29.410217, 29.455813, 29.498468, 29.503881, 29.550118, 29.540477, 29.574493, 29.605891, 29.558202, 29.476687))"
79854,tx,103,160,-104.65912,ZCTA5 79854,2449,30.57935,5,13,8,"list(c(-104.898368, -104.8644, -104.883531, -104.849676, -104.728822, -104.717643, -104.694281, -104.64261, -104.601039, -104.600358, -104.645894, -104.618678, -104.580991, -104.640438, -104.608603, -104.511089, -104.488725, -104.404967, -104.314969, -104.273549, -104.276978, -104.344921, -104.377512, -104.488496, -104.473325, -104.507637, -104.479885, -104.513709, -104.555645, -104.632279, -104.665311, -104.898368, 30.673942, 30.60637, 30.546138, 30.452109, 30.454333, 30.380767, 30.339105, 30.325441, 
30.348746, 30.384966, 30.403339, 30.478289, 30.5162, 30.56134, 30.596554, 30.59787, 30.530771, 30.513949, 30.545913, 30.611309, 30.649449, 30.65712, 30.656312, 30.73129, 30.758959, 30.794914, 30.823514, 30.860093, 30.861141, 30.788741, 30.801112, 30.673942))"
76502,tx,45515,43.1,-97.41035,ZCTA5 76502,20272,31.09624,58,83,25,"list(c(-97.514993, -97.46474, -97.423279, -97.453375, -97.429118, -97.393451, -97.337921, -97.330708, -97.38136, -97.397982, -97.446378, -97.455101, -97.461643, -97.471302, -97.514993, 31.201682, 31.162876, 31.160376, 31.09622, 31.019514, 30.993412, 30.996205, 31.054735, 31.077988, 31.14815, 31.206994, 31.212988, 31.224239, 31.222658, 31.201682))"
79502,tx,1208,52.3,-100.24902,ZCTA5 79502,2576,33.17849,44,67,23,"list(c(-100.329054, -100.339293, -100.413081, -100.469095, -100.433083, -100.433036, -100.517575, -100.518197, -100.427961, -100.406271, -100.336851, -100.329652, -100.29393, -100.16902, -100.157455, -100.079848, -100.110849, -100.162696, -100.107069, -100.069907, -100.010252, -100.018592, -99.990943, -99.990774, -100.043417, -100.166432, -100.209555, -100.20568, -100.307931, -100.329054, 33.375982, 33.322362, 33.299601, 33.254762, 33.21209, 33.167949, 33.136782, 33.037013, 33.04308, 33.067082, 33.068643, 
33.003238, 32.961241, 32.971913, 33.035756, 33.04112, 33.124195, 33.161684, 33.203263, 33.253611, 33.268115, 33.331257, 33.340837, 33.380422, 33.351315, 33.334232, 33.350963, 33.397835, 33.39716, 33.375982))"
75964,tx,19889,40,-94.74496,ZCTA5 75964,9461,31.62169,65,91,26,"list(c(-94.891503, -94.865857, -94.797429, -94.730975, -94.710925, -94.710419, -94.648196, -94.657696, -94.678413, -94.684649, -94.705197, -94.756203, -94.799836, -94.788861, -94.806138, -94.780321, -94.849258, -94.891503, 31.577384, 31.526916, 31.485399, 31.462395, 31.457128, 31.477246, 31.538092, 31.618499, 31.708894, 31.816137, 31.843877, 31.843774, 31.798219, 31.76682, 31.688063, 31.659357, 31.592366, 31.577384))"
77713,tx,14136,37.5,-94.25395,ZCTA5 77713,7933,30.06084,72,99,27,"list(c(-94.344756, -94.35144, -94.295385, -94.30261, -94.260263, -94.187803, -94.211166, -94.180363, -94.154613, -94.203709, -94.246348, -94.292629, -94.344756, 30.103124, 30.066986, 30.052956, 29.982101, 29.942154, 30.007791, 30.076477, 30.133241, 30.169949, 30.188819, 30.167954, 30.117671, 30.103124))"
75754,tx,7961,46.6,-95.6652,ZCTA5 75754,4432,32.42578,58,85,27,"list(c(-95.818662, -95.799141, -95.773947, -95.740998, -95.674923, -95.58891, -95.473561, -95.554859, -95.573423, -95.659894, -95.701275, -95.771609, -95.771793, -95.818662, 32.427742, 32.357115, 32.356244, 32.380704, 32.355935, 32.368367, 32.374066, 32.454107, 32.461914, 32.481789, 32.519816, 32.481585, 32.445779, 32.427742))"
75974,tx,3296,35.8,-94.2387,ZCTA5 75974,2268,31.95669,67,91,24,"list(c(-94.299564, -94.337677, -94.304353, -94.241825, -94.166107, -94.167057, -94.131552, -94.214906, -94.266678, -94.286228, -94.249756, -94.299564, 31.933978, 31.919541, 31.851783, 31.844084, 31.893473, 31.970839, 32.002508, 32.083993, 32.066885, 32.030126, 31.962664, 31.933978))"
78639,tx,7999,41.4,-98.44045,ZCTA5 78639,10309,30.66283,58,82,24,"list(c(-98.513009, -98.474866, -98.518661, -98.515979, -98.400608, -98.383396, -98.424254, -98.461102, -98.513009, 30.7352, 30.697085, 30.653233, 30.610982, 30.599476, 30.676057, 30.713019, 30.696682, 30.7352))"
79778,tx,1223,109.5,-101.92383,ZCTA5 79778,1059,31.17627,21,44,23,"list(c(-102.048978, -102.047326, -102.135538, -102.131864, -102.047158, -102.047118, -102.099309, -102.067941, -101.963063, -101.921529, -101.985929, -101.952998, -101.85743, -101.848431, -101.877595, -101.822876, -101.894046, -101.916124, -101.961205, -102.014642, -101.961686, -101.894836, -101.911009, -101.937789, -102.048978, 31.414346, 31.341443, 31.340031, 31.26051, 31.283029, 31.190157, 31.153543, 31.151814, 31.207879, 31.172483, 31.144494, 31.08203, 31.079772, 31.13761, 31.187352, 31.199777, 
31.244672, 31.284131, 31.274031, 31.31615, 31.347932, 31.317395, 31.408145, 31.442016, 31.414346))"
75417,tx,2479,45.6,-95.13136,ZCTA5 75417,2198,33.43888,57,83,26,"list(c(-95.154973, -95.309285, -95.308899, -95.308637, -95.30664, -95.280546, -94.978881, -94.904571, -94.935995, -95.012435, -95.154973, 33.515655, 33.495112, 33.427568, 33.380662, 33.378027, 33.376966, 33.38749, 33.38937, 33.451827, 33.488137, 33.515655))"
75554,tx,2078,39.3,-94.7795,ZCTA5 75554,1653,33.55471,61,85,24,"list(c(-94.888401, -94.807998, -94.826171, -94.826199, -94.806001, -94.746806, -94.746188, -94.717621, -94.70354, -94.746096, -94.7341131689021, -94.7850744482134, -94.828964, -94.882791, -94.859716, -94.888401, 33.623347, 33.518642, 33.470366, 33.387678, 33.42001, 33.450232, 33.508859, 33.516745, 33.580942, 33.7027682201853, 33.7254880647044, 33.7324483346383, 33.687647, 33.700058, 33.62724, 33.623347))"
75164,tx,281,41,-96.30791,ZCTA5 75164,943,33.0659,61,86,25,"list(c(-96.309278, -96.31225, -96.296449, -96.296199, -96.309278, 33.078266, 33.061098, 33.064832, 33.075403, 33.078266))"
75570,tx,11162,36.5,-94.43753,ZCTA5 75570,6224,33.46195,63,86,23,"list(c(-94.4125310210534, -94.455265, -94.513863, -94.545192, -94.535122, -94.441376, -94.426626, -94.374059, -94.345578, -94.405691, -94.398514, -94.319994, -94.355975, -94.3338706330818, -94.389515, -94.4125310210534, 33.5689369451563, 33.580369, 33.552498, 33.424784, 33.4041, 33.353197, 33.327686, 33.360061, 33.407808, 33.40719, 33.460348, 33.464412, 33.501662, 33.5573872302116, 33.546778, 33.5689369451563))"
77565,tx,6555,44.8,-95.03002,ZCTA5 77565,3661,29.53647,67,97,30,"list(c(-95.0170022544903, -95.064214, -95.01155, -95.0019458915001, -95.0170022544903, 29.5484617569936, 29.558659, 29.526057, 29.5252546537713, 29.5484617569936))"
76574,tx,19126,42.6,-97.38741,ZCTA5 76574,9907,30.58423,61,87,26,"list(c(-97.490343, -97.505655, -97.483022, -97.493854, -97.527116, -97.498843, -97.381226, -97.36492, -97.299045, -97.292344, -97.264431, -97.252409, -97.339228, -97.377205, -97.473169, -97.490343, 30.626949, 30.602749, 30.553461, 30.49374, 30.474646, 30.467119, 30.470518, 30.516877, 30.538466, 30.631847, 30.636587, 30.693473, 30.701585, 30.670156, 30.62933, 30.626949))"
76801,tx,25081,45.3,-99.03991,ZCTA5 76801,19386,31.7425,53,77,24,"list(c(-99.197623, -99.238221, -99.223712, -99.21939, -99.20261, -99.153946, -99.136864, -99.06649, -99.106633, -99.14099, -99.012727, -99.072119, -99.04287, -98.976326, -98.942737, -98.942888, -98.864357, -98.925842, -98.974374, -98.966133, -98.990107, -99.045489, -99.027365, -99.037015, -99.073527, -99.131254, -99.197623, 32.01194, 31.984521, 31.928042, 31.874486, 31.798693, 31.805666, 31.733611, 31.703629, 31.614964, 31.590164, 31.593178, 31.531229, 31.488903, 31.455524, 31.458629, 31.512057, 
31.559781, 31.686109, 31.732101, 31.80485, 31.866931, 31.924518, 31.943498, 32.005031, 32.014764, 32.022818, 32.01194))"
76665,tx,2838,47.2,-97.7163,ZCTA5 76665,2188,31.9135,53,78,25,"list(c(-97.880313, -97.863771, -97.778081, -97.728263, -97.721722, -97.639355, -97.559474, -97.592537, -97.567019, -97.581328, -97.641583, -97.689268, -97.732883, -97.805639, -97.770464, -97.880313, 31.861563, 31.813175, 31.792373, 31.802805, 31.857225, 31.883157, 31.867526, 31.920562, 31.943332, 31.980456, 31.985963, 32.017984, 32.057856, 31.994066, 31.954309, 31.861563))"
76567,tx,8790,43.5,-97.00758,ZCTA5 76567,6297,30.65002,62,89,27,"list(c(-97.173981, -97.143904, -97.113813, -97.068486, -97.071052, -96.96363, -96.913423, -96.858334, -96.877384, -96.887333, -96.951985, -96.947129, -97.048814, -97.123223, -97.173981, 30.740639, 30.718632, 30.59576, 30.555791, 30.501187, 30.557198, 30.528478, 30.558893, 30.601104, 30.66201, 30.683172, 30.753949, 30.773792, 30.770271, 30.740639))"
79601,tx,27033,80.6,-99.66351,ZCTA5 79601,11410,32.57964,31,56,25,"list(c(-99.720282, -99.710326, -99.79392, -99.847646, -99.841792, -99.807113, -99.748204, -99.741717, -99.629765, -99.543729, -99.542946, -99.523387, -99.513558, -99.464043, -99.431554, -99.507715, -99.565279, -99.58683, -99.531925, -99.553835, -99.612057, -99.647094, -99.684479, -99.713302, -99.720282, 32.678278, 32.606949, 32.586542, 32.539993, 32.520902, 32.479004, 32.490478, 32.449619, 32.43072, 32.421588, 32.4932, 32.514763, 32.575414, 32.566307, 32.583489, 32.648084, 32.616878, 32.64985, 32.671134, 
32.672813, 32.675656, 32.786704, 32.801842, 32.780003, 32.678278))"
77979,tx,16577,42.9,-96.60784,ZCTA5 77979,13213,28.6023,70,100,30,"list(c(-96.873568, -96.854754, -96.817726, -96.7916573285933, -96.7318136042515, -96.728977, -96.644963, -96.584515, -96.555875, -96.488836, -96.352288, -96.322918, -96.404445, -96.453296, -96.45668, -96.577453, -96.57462, -96.552743, -96.606391, -96.643442, -96.699293, -96.768564, -96.774363, -96.773469, -96.828433, -96.865648, -96.873568, 28.622739, 28.546819, 28.549915, 28.464362430752, 28.4087281916076, 28.438751, 28.482632, 28.459918, 28.473674, 28.509387, 28.509531, 28.641875, 28.674409, 28.756286, 
28.756234, 28.769812, 28.705503, 28.676959, 28.650245, 28.712105, 28.77777, 28.725046, 28.721369, 28.656235, 28.641831, 28.627766, 28.622739))"
76950,tx,3473,100,-100.56036,ZCTA5 76950,6202,30.43727,25,50,25,"list(c(-101.011609, -100.983736, -100.901386, -100.874001, -100.855546, -100.854578, -100.872065, -100.800754, -100.800415, -100.700393, -100.700241, -100.700261, -100.694147, -100.590058, -100.540016, -100.506037, -100.414758, -100.33523, -100.344017, -100.289235, -100.305598, -100.116461, -100.116657, -100.173956, -100.178891, -100.116558, -100.116306, -100.116234, -100.192212, -100.363855, -100.486579, -100.503654, -100.592092, -100.59683, -100.960587, -100.960301, -101.011609, 30.178796, 30.090911, 
30.073262, 30.005237, 30.020616, 30.149794, 30.183412, 30.244586, 30.288058, 30.288276, 30.105628, 30.102929, 30.150881, 30.118295, 30.130443, 30.094772, 30.173487, 30.178876, 30.209055, 30.243447, 30.289394, 30.290296, 30.429348, 30.424774, 30.470637, 30.483888, 30.571833, 30.710366, 30.70994, 30.708981, 30.708262, 30.653897, 30.671922, 30.707407, 30.706071, 30.226972, 30.178796))"
76085,tx,11143,43.4,-97.70075,ZCTA5 76085,4911,32.85031,53,76,23,"list(c(-97.744176, -97.801887, -97.742174, -97.676799, -97.649193, -97.594521, -97.71282, -97.744176, 32.871061, 32.782453, 32.756973, 32.816153, 32.862941, 32.908567, 32.916713, 32.871061))"
78384,tx,5264,26.7,-98.37029,ZCTA5 78384,4632,27.8531,90,114,24,"list(c(-98.799235, -98.798499, -98.796079, -98.745408, -98.670023, -98.67082, -98.598485, -98.575362, -98.582293, -98.604057, -98.6556, -98.656406, -98.595959, -98.593158, -98.559433, -98.525009, -98.457505, -98.408738, -98.29432, -98.233769, -98.234842, -98.204369, -98.249858, -98.339911, -98.341596, -98.37778, -98.38036, -98.404211, -98.445672, -98.500688, -98.543914, -98.523239, -98.625273, -98.706824, -98.740845, -98.660595, -98.699768, -98.693306, -98.73484, -98.72665, -98.799235, 27.504338, 
27.391144, 27.388256, 27.410028, 27.387323, 27.357285, 27.363551, 27.406621, 27.470265, 27.497444, 27.552293, 27.653285, 27.655738, 27.689541, 27.727875, 27.726216, 27.670384, 27.701651, 27.630841, 27.628455, 27.869469, 27.924363, 27.982088, 28.025292, 28.057786, 28.057695, 27.988369, 27.930252, 27.93437, 27.870397, 27.886011, 27.780366, 27.741769, 27.815112, 27.797161, 27.70004, 27.654225, 27.605734, 27.60267, 27.493976, 27.504338))"
79528,tx,584,71,-100.79076,ZCTA5 79528,1427,33.26205,31,53,22,"list(c(-100.746452, -100.640625, -100.675187, -100.818564, -100.838263, -100.769706, -100.63416, -100.519208, -100.518197, -100.517575, -100.433036, -100.433083, -100.469095, -100.413081, -100.339293, -100.329054, -100.409245, -100.431914, -100.484979, -100.547496, -100.549649, -100.626519, -100.714029, -100.746452, 33.207091, 33.205216, 33.100796, 33.117217, 33.086588, 33.052703, 32.96311, 32.962926, 33.037013, 33.136782, 33.167949, 33.21209, 33.254762, 33.299601, 33.322362, 33.375982, 33.397596, 
33.343207, 33.309317, 33.348212, 33.305298, 33.271227, 33.268858, 33.207091))"
77831,tx,3137,37.1,-95.90474,ZCTA5 77831,3499,30.72842,70,96,26,"list(c(-96.012585, -96.000973, -96.062341, -96.058788, -96.027946, -96.025064, -95.972092, -95.957995, -95.948959, -95.886598, -95.847427, -95.764177, -95.763474, -95.776341, -95.826393, -95.821646, -95.945085, -95.976134, -96.012585, 30.842784, 30.790058, 30.760439, 30.701569, 30.66139, 30.622255, 30.626461, 30.597512, 30.600509, 30.614025, 30.621014, 30.636594, 30.679953, 30.761452, 30.769226, 30.867767, 30.852302, 30.862621, 30.842784))"
