tract,state_abbr,lon,lat,count_prop,days_above_100_today,days_above_100_30yrs,change_days_above_100,change_perc_above_100
001400100,ca,-122.23188,37.86766,1910,0,0,0,NA
001400200,ca,-122.24959,37.84814,663,0,0,0,NA
001400300,ca,-122.25448,37.84058,1564,0,0,0,NA
001400400,ca,-122.25744,37.84828,1133,0,0,0,NA
001400500,ca,-122.26474,37.84855,926,0,0,0,NA
001400600,ca,-122.26489,37.84199,469,0,0,0,NA
001400700,ca,-122.27227,37.8417,1204,0,0,0,NA
001400800,ca,-122.28323,37.84542,969,0,0,0,NA
001400900,ca,-122.28026,37.83941,726,0,0,0,NA
001401000,ca,-122.27189,37.8312,1552,0,0,0,NA
001401100,ca,-122.26384,37.83048,839,0,0,0,NA
001401200,ca,-122.25792,37.8306,741,0,0,0,NA
001401300,ca,-122.26671,37.81814,468,0,0,0,NA
001401400,ca,-122.27341,37.82074,896,0,0,0,NA
001401500,ca,-122.28063,37.82293,618,0,0,0,NA
001401600,ca,-122.28148,37.81737,520,0,0,0,NA
001401700,ca,-122.31416,37.82065,1025,0,0,0,NA
001401800,ca,-122.29826,37.80951,440,0,0,0,NA
001402200,ca,-122.29622,37.80633,734,0,0,0,NA
001402400,ca,-122.28246,37.81203,438,0,0,0,NA
001402500,ca,-122.28478,37.80573,193,0,0,0,NA
001402600,ca,-122.27996,37.80427,140,0,0,0,NA
001402700,ca,-122.2771,37.81033,405,0,0,0,NA
001402801,ca,-122.27074,37.80955,145,0,0,0,NA
001402802,ca,-122.27356,37.80702,97,0,0,0,NA
001402900,ca,-122.2667,37.80719,196,0,0,0,NA
001403000,ca,-122.27073,37.80043,210,0,0,0,NA
001403100,ca,-122.2755,37.80227,140,0,0,0,NA
001403301,ca,-122.26696,37.79811,172,0,0,0,NA
001403302,ca,-122.26639,37.79359,145,0,0,0,NA
001403401,ca,-122.25838,37.80476,64,0,0,0,NA
001403402,ca,-122.26507,37.80205,36,0,0,0,NA
001403501,ca,-122.26005,37.81774,492,0,0,0,NA
001403502,ca,-122.25696,37.81594,229,0,0,0,NA
001403600,ca,-122.25348,37.81352,317,0,0,0,NA
001403701,ca,-122.25867,37.81121,143,0,0,0,NA
001403702,ca,-122.25209,37.8095,145,0,0,0,NA
001403800,ca,-122.24167,37.81482,889,0,0,0,NA
001403900,ca,-122.24877,37.81718,568,0,0,0,NA
001404000,ca,-122.25366,37.82331,425,0,0,0,NA
001404101,ca,-122.24987,37.83009,747,0,0,0,NA
001404102,ca,-122.25107,37.82602,278,0,0,0,NA
001404200,ca,-122.23448,37.83611,1275,0,0,0,NA
001404300,ca,-122.23817,37.84542,1286,0,0,0,NA
001404400,ca,-122.21498,37.84623,2284,0,0,0,NA
001404501,ca,-122.21574,37.82625,694,0,0,0,NA
001404502,ca,-122.20247,37.83463,2771,0,0,0,NA
001404600,ca,-122.19124,37.81993,2230,0,0,0,NA
001404700,ca,-122.20697,37.81333,862,0,0,0,NA
001404800,ca,-122.2132,37.80551,775,0,0,0,NA
001404900,ca,-122.22151,37.80414,1424,0,0,0,NA
001405000,ca,-122.22765,37.80828,1125,0,0,0,NA
001405100,ca,-122.23224,37.81142,1633,0,0,0,NA
001405200,ca,-122.24339,37.80528,976,0,0,0,NA
001405301,ca,-122.25136,37.80208,259,0,0,0,NA
001405302,ca,-122.25431,37.79851,209,0,0,0,NA
001405401,ca,-122.24946,37.79654,428,0,0,0,NA
001405402,ca,-122.2461,37.79333,357,0,0,0,NA
001405500,ca,-122.24328,37.79828,601,0,0,0,NA
001405600,ca,-122.23727,37.8008,601,0,0,0,NA
001405700,ca,-122.22967,37.79823,646,0,0,0,NA
001405800,ca,-122.2331,37.79395,842,0,0,0,NA
001405901,ca,-122.23577,37.78779,597,0,0,0,NA
001405902,ca,-122.24095,37.79094,582,0,0,0,NA
001406000,ca,-122.25039,37.78645,748,0,0,0,NA
001406100,ca,-122.22783,37.77375,1071,0,0,0,NA
001406201,ca,-122.23074,37.78504,600,0,0,0,NA
001406202,ca,-122.22656,37.78198,448,0,0,0,NA
