fips,count_property,pct_major,pct_severe,number_major,number_severe
01001,5250,0,0,0,0
01002,7051,0,0,0,0
01003,16,0,0,0,0
01005,2837,0,0,0,0
01007,6541,0,0,1,0
01008,1299,0,0,0,0
01009,382,0,0,0,0
01010,2330,0,0,0,0
01011,1112,0,0,0,0
01012,445,0,0,0,0
01013,6716,0,0,0,0
01020,9999,0,0,4,0
01022,86,0,0,0,0
01026,1079,0,0,0,0
01027,7174,0,0,0,0
01028,6538,0,0,1,0
01029,1778,0,0,0,0
01030,4570,0,0,0,0
01031,626,0,0,0,0
01032,457,0,0,0,0
01033,3181,0,0,0,0
01034,2024,0,0,0,0
01035,3065,0,0,0,0
01036,2320,0,0,0,0
01037,583,0,0,0,0
01038,1520,0,0,0,0
01039,840,0,0,0,0
01040,9978,0,0,0,0
01050,1859,0,0,0,0
01053,646,0,0,0,0
01054,1227,0,0,0,0
01056,8531,0,0,0,0
01057,4000,0,0,0,0
01060,5015,0,0,1,0
01062,4903,0,0,0,0
01063,60,0,0,0,0
01066,156,0,0,0,0
01068,1065,0,0,0,0
01069,4043,0,0,0,0
01070,684,0,0,0,0
01071,761,0,0,0,0
01072,1129,0,0,0,0
01073,3012,0,0,0,0
01074,235,0,0,0,0
01075,6529,0,0,0,0
01077,4189,0,0,0,0
01079,294,0,0,0,0
01080,871,0,0,0,0
01081,1109,0,0,0,0
01082,4979,0,0,0,0
01083,1336,0,0,0,0
01084,191,0,0,0,0
01085,13692,0,0,0,0
01088,416,0,0,0,0
01089,9034,0,0,0,0
01092,688,0,0,0,0
01093,197,0,0,0,0
01094,40,0,0,0,0
01095,5699,0.5,0,29,0
01096,1778,0,0,0,0
01097,75,0,0,0,0
01098,886,0,0,0,0
01103,334,0,0,0,0
01104,7053,0,0,0,0
01105,1878,0,0,0,0
01106,5875,0,0,0,0
01107,2051,0,0,0,0
01108,6227,0,0,0,0
01109,8255,0,0,0,0
01118,5467,0,0,0,0
01119,4577,0,0,0,0
01128,1191,2.3,0,27,0
01129,2786,1.7,0,46,0
01144,5,0,0,0,0
01151,2593,0,0,0,0
01201,19042,0,0,0,0
01220,3700,0,0,0,0
01222,540,0,0,0,0
01223,4765,0,0,0,0
01224,131,0,0,0,0
01225,1769,0,0,0,0
01226,2689,0,0,0,0
01229,172,0,0,0,0
01230,6448,0,0,0,0
01235,2333,0,0,0,0
01236,950,0,0,0,0
01237,1652,0,0,0,0
01238,3038,0,0,0,0
01240,2163,0,0,0,0
01242,213,0,0,0,0
01243,300,0,0,0,0
01244,314,0,0,0,0
01245,1144,0,0,0,0
01247,6607,0,0,0,0
01253,1194,0,0,0,0
01254,798,0,0,0,0
01255,1245,0,0,0,0
01256,589,0,0,0,0
01257,1970,0,0,0,0
01258,292,0,0,0,0
01259,743,0,0,0,0
01260,148,0,0,0,0
01262,1644,0,0,0,0
01264,343,0,0,0,0
01266,1095,0,0,0,0
01267,3150,0,0,0,0
01270,712,0,0,0,0
01301,6876,0,0,0,0
01330,1168,0,0,0,0
01331,7002,0,0,0,0
01337,1851,0,0,0,0
01338,95,0,0,0,0
01339,1390,0,0,0,0
01340,1899,0,0,0,0
01341,1244,0,0,0,0
01342,1193,0,0,0,0
01343,225,0,0,0,0
01344,946,0,0,0,0
01346,605,0,0,0,0
01347,257,0,0,0,0
01349,601,0,0,0,0
01350,193,0,0,0,0
01351,1446,0,0,0,0
01354,868,0,0,0,0
01355,802,0,0,0,0
01360,2281,0,0,0,0
01364,3710,0,0,0,0
01366,1076,0,0,0,0
01367,716,0,0,0,0
01368,1341,0,0,0,0
01370,2435,0,0,0,0
01373,2728,0,0,0,0
01375,1488,0,0,0,0
01376,2222,0,0,0,0
01378,788,0,0,0,0
01379,757,0,0,0,0
01380,148,0,0,0,0
01420,12472,0,0,0,0
01430,3948,0,0,0,0
01431,1750,0,0,0,0
01432,2738,0,0,0,0
01434,31,0,0,0,0
01436,2,0,0,0,0
01440,6656,0,0,0,0
01450,4707,0,0,0,0
01451,2535,0,0,0,0
01452,2504,0,0,0,0
01453,12641,0,0,0,0
01460,4372,0,0,0,0
01462,4714,0,0,0,0
01463,4319,0,0,0,0
01464,2489,0,0,0,0
01468,1,0,0,0,0
01469,2854,0,0,0,0
01473,3903,0,0,0,0
01474,948,0,0,0,0
01475,4930,0,0,0,0
01501,6541,0,0,0,0
01503,1478,0.3,0,4,0
01504,3463,0,0,0,0
01505,2109,0,0,0,0
01506,1560,0,0,0,0
01507,6365,0,0,0,0
01510,3995,0,0,0,0
01515,1384,0,0,0,0
01516,4370,2,0,87,0
01518,1454,0,0,0,0
01519,2383,0,0,0,0
01520,6273,0,0,0,0
01521,2360,0,0,0,0
01522,1603,0,0,0,0
01523,3078,0,0,0,0
01524,3009,0,0,0,0
01525,21,0,0,0,0
01527,5217,0,0,0,0
01529,1283,0,0,0,0
01531,755,0,0,0,0
01532,5472,0,0,0,0
01534,2230,0,0,1,0
01535,2330,0,0,0,0
01536,2611,0,0,0,0
01537,920,0,0,0,0
01540,4508,0,0,0,0
01541,1919,0,0,0,0
01542,948,0,0,0,0
01543,4185,0,0,0,0
01545,11438,0,0,0,0
01550,5668,0,0,0,0
01560,1192,0,0,0,0
01561,19,0,0,0,0
01562,5193,0,0,0,0
01564,3716,0,0,0,0
01566,3060,0,0,0,0
01568,3070,0,0,0,0
01569,5277,0,0,0,0
01570,6408,0.3,0,19,0
01571,5096,0,0,0,0
01581,5376,0,0,0,0
01583,2794,0,0,0,0
01585,3078,0,0,0,0
01588,3184,0,0,0,0
01590,4477,1.1,0,49,0
01602,6849,0,0,0,0
01603,4877,0,0,0,0
01604,9002,0,0,0,0
01605,5112,0,0,0,0
01606,6659,0,0,0,0
01607,2155,0,0,0,0
01608,349,0,0,0,0
01609,3846,0,0,0,0
01610,3304,0,0,0,0
01611,1125,0,0,0,0
01612,1981,0,0,0,0
01701,11287,0,0,4,0
01702,6703,0,0,0,0
01718,22,0,0,0,0
01719,1751,0,0,0,0
01720,6911,0,0,0,0
01721,4938,0,0,0,0
01730,4401,0,0,0,0
01731,15,0,0,0,0
01740,2358,0,0,0,0
01741,2142,0,0,0,0
01742,6148,0,0,0,0
01745,179,0,0,0,0
01746,5728,0,0,0,0
01747,2247,0,0,0,0
01748,5882,0,0,0,0
01749,5895,0,0,0,0
01752,10201,0,0,3,0
01754,3458,0,0,0,0
01756,2813,0,0,0,0
01757,8858,0,0,0,0
01760,11421,0,0,0,0
01770,1878,0,0,0,0
01772,3567,0,0,0,0
01773,2331,0,0,0,0
01775,2735,0.2,0,5,0
01776,6599,0.4,0,28,0
01778,5223,0,0,0,0
01801,11410,0,0,0,0
01803,7614,0,0,0,0
01810,11093,0,0,0,0
01821,10710,0,0,0,0
01824,8720,0,0,0,0
01826,10026,0,0,0,0
01827,1511,0,0,0,0
01830,7076,0,0,0,0
01832,5865,0,0,0,0
01833,3132,0,0,0,0
01834,2467,0,0,0,0
01835,4056,0,0,0,0
01840,699,0,0,0,0
01841,6703,0,0,0,0
01843,4770,0,0,0,0
01844,14655,0,0,0,0
01845,8336,0,0,0,0
01850,3509,0,0,0,0
01851,5855,0,0,0,0
01852,7811,0,0,0,0
01854,4927,0.1,0,5,0
01860,2270,0,0,0,0
01862,3582,0,0,0,0
01863,2463,0,0,0,0
01864,5379,0.5,0,25,0
01867,7844,0,0,0,0
01876,9440,0,0,0,0
01879,4129,0,0,0,0
01880,8566,0,0,0,0
01886,8092,0,0,0,0
01887,9129,0,0,0,0
01890,6862,0,0,0,0
01901,237,0,0,0,0
01902,7787,0,0,0,0
01904,6087,0,0,0,0
01905,5216,0,0,0,0
01906,9707,0.1,0,5,0
01907,4638,0,0,0,0
01908,1398,0,0,0,0
01913,5208,0,0,0,0
01915,11392,0,0,0,0
01921,3186,0.7,0,21,0
01922,1180,0,0,0,0
01923,7973,0,0,0,0
01929,2048,0,0,0,0
01930,13015,0,0,0,0
01937,1,0,0,0,0
01938,5325,0,0,0,0
01940,4435,0,0,1,0
01944,2344,0,0,0,0
01945,7926,0,0,0,0
01949,2943,0.6,0,18,0
01950,6475,0,0,0,0
01951,2258,0,0,0,0
01952,4355,0,0,0,0
01960,14302,0,0,0,0
01965,176,0,0,0,0
01966,3995,0,0,0,0
01969,2654,0,0,0,0
01970,9641,0,0,0,0
01982,2832,0,0,0,0
01983,2324,0,0,0,0
01984,1474,0,0,0,0
01985,1944,0,0,0,0
02019,6114,0,0,0,0
02021,7077,0.5,0,34,0
02025,3184,0,0,0,0
02026,8618,0,0,0,0
02030,2506,1.2,0,30,0
02032,1562,0,0,0,0
02035,5981,0.7,0,39,0
02038,9801,0,0,0,0
02043,7615,0.1,0,5,0
02045,4794,0,0,0,0
02047,608,0,0,0,0
02048,7293,0,0,0,0
02050,11987,0,0,0,0
02052,4305,0.8,0,35,0
02053,4796,0,0,0,0
02054,3155,0,0,0,0
02056,3939,0,0,0,0
02061,4421,0.1,0,5,0
02062,8100,0,0,0,0
02066,7920,0,0,0,0
02067,6476,0.5,0,34,0
02071,340,0,0,0,0
02072,9376,0.1,0,14,0
02081,6812,0,0,0,0
02090,5156,0.2,0,8,0
02093,4565,0.7,0,31,0
02108,622,0,0,0,0
02109,356,0,0,0,0
02110,180,0,0,0,0
02111,439,0,0,0,0
02113,916,0,0,0,0
02114,1071,0,0,0,0
02115,1218,0,0,0,0
02116,2144,0,0,0,0
02118,2322,0,0,0,0
02119,4777,0,0,0,0
02120,1370,0,0,0,0
02121,3744,0,0,0,0
02122,4635,0,0,0,0
02124,9071,0,0,0,0
02125,5496,0,0,0,0
02126,4533,0,0,0,0
02127,6293,0,0,0,0
02128,6518,0,0,0,0
02129,3075,0,0,0,0
02130,6445,0,0,0,0
02131,6883,0,0,0,0
02132,9580,0,0,0,0
02133,10,0,0,0,0
02134,2142,0,0,0,0
02135,5262,0,0,0,0
02136,8214,0,0,0,0
02138,4611,0,0,0,0
02139,3921,0,0,0,0
02140,2623,0,0,0,0
02141,1644,0,0,0,0
02142,119,0,0,0,0
02143,4374,0,0,0,0
02144,4606,0,0,0,0
02145,4306,0,0,0,0
02148,11595,0,0,0,0
02149,7904,0,0,0,0
02150,4869,0,0,0,0
02151,12772,0,0,0,0
02152,4588,0,0,0,0
02155,14810,0,0,0,0
02163,7,0,0,0,0
02169,12461,0,0,0,0
02170,4843,0,0,0,0
02171,3966,0,0,0,0
02176,8418,0,0,0,0
02180,6318,0,0,0,0
02184,11653,0,0,0,0
02186,8530,0.1,0,9,0
02188,4241,0,0,0,0
02189,4223,0,0,0,0
02190,5368,0,0,0,0
02191,3041,0,0,0,0
02199,13,0,0,0,0
02203,1,0,0,0,0
02205,8,0,0,0,0
02210,353,0,0,0,0
02215,886,0,0,0,0
02301,14547,0,0,0,0
02302,10579,0,0,0,0
02322,1929,0,0,0,0
02324,8056,0,0,0,0
02325,45,0,0,0,0
02330,4614,0,0,0,0
02332,6231,0,0,0,0
02333,6066,0,0,0,0
02338,3041,0,0,0,0
02339,5165,0,0,0,0
02341,3971,0,0,0,0
02343,4824,0.1,0,7,0
02346,9360,0,0,0,0
02347,5051,0,0,0,0
02350,121,0,0,0,0
02351,5202,0.6,0,33,0
02356,4510,0,0,0,0
02357,1,0,0,0,0
02359,6674,0,0,0,0
02360,26052,2.1,0,542,0
02364,5488,0.2,0,11,0
02367,1399,0,0,0,0
02368,9272,0,0,1,0
02370,5268,0.4,0,19,0
02375,3446,0,0,0,0
02379,3146,0,0,0,0
02382,4720,0,0,1,0
02420,5018,0,0,0,0
02421,6357,0,0,0,0
02445,3381,0,0,0,0
02446,2805,0,0,0,0
02451,5020,0,0,0,0
02452,2348,0,0,0,0
02453,5951,0,0,0,0
02457,4,0,0,0,0
02458,3409,0,0,0,0
02459,5706,0,0,0,0
02460,2450,0,0,0,0
02461,2383,0,0,0,0
02462,494,0,0,0,0
02464,770,0,0,0,0
02465,3873,0,0,0,0
02466,1833,0,0,0,0
02467,3686,0,0,0,0
02468,2046,0,0,0,0
02472,7732,0,0,0,0
02474,7472,0,0,0,0
02476,5134,0,0,0,0
02478,7292,0,0,0,0
02481,5033,0,0,0,0
02482,3340,0,0,0,0
02492,6767,0,0,0,0
02493,4068,0,0,0,0
02494,3010,0,0,0,0
02532,6324,0,0,0,0
02534,945,0,0,0,0
02535,3583,0,0,0,0
02536,13173,0.1,0,10,0
02537,3732,0.1,0,3,0
02538,2219,7.8,0,174,0
02539,6301,0,0,0,0
02540,6089,0,0,0,0
02542,7,14.3,0,1,0
02543,928,0,0,0,0
02553,154,0,0,0,0
02554,12102,0,0,0,0
02556,3002,0,0,0,0
02557,2986,0,0,0,0
02558,1693,0,0,0,0
02559,2837,0,0,1,0
02561,355,0,0,0,0
02562,1793,0,0,0,0
02563,5021,0,0,0,0
02564,1448,0,0,0,0
02568,5701,0,0,0,0
02571,6782,3.3,0,226,0
02575,2464,0,0,0,0
02576,2113,0,0,0,0
02584,36,0,0,0,0
02601,6549,0,0,0,0
02630,1418,0,0,0,0
02631,7469,0,0,0,0
02632,6452,0,0,0,0
02633,5345,0,0,0,0
02635,2569,0,0,0,0
02637,224,0,0,0,0
02638,3189,0,0,0,0
02639,3709,0,0,0,0
02641,600,0,0,0,0
