fips,count_property,pct_major,pct_severe,number_major,number_severe
02642,6469,0,0,0,0
02643,53,0,0,0,0
02644,1725,0,0,0,0
02645,7608,0,0,0,0
02646,2467,0,0,0,0
02647,237,0,0,0,0
02648,3574,0.4,0,13,0
02649,9527,0,0,0,0
02650,843,0,0,0,0
02652,1620,0,0,0,0
02653,5409,0,0,0,0
02655,3041,0,0,0,0
02657,2370,0,0,0,0
02659,1383,0,0,0,0
02660,5080,0,0,0,0
02663,688,0,0,0,0
02664,6485,0,0,0,0
02666,1742,0,0,0,0
02667,4325,0,0,0,0
02668,2133,0,0,0,0
02670,2305,0,0,0,0
02671,1334,0,0,0,0
02672,344,0,0,0,0
02673,5851,0,0,0,0
02675,3681,0,0,0,0
02702,1873,0,0,0,0
02703,14424,0,0,0,0
02713,202,0,0,0,0
02715,1875,0,0,0,0
02717,2335,0.3,0,6,0
02718,2481,0,0,0,0
02719,7752,0,0,0,0
02720,6986,0,0,0,0
02721,6016,0,0,0,0
02723,3092,0,0,0,0
02724,3670,0,0,0,0
02725,1129,0,0,0,0
02726,6163,0,0,0,0
02738,3504,0,0,0,0
02739,4774,0,0,0,0
02740,11460,0,0,0,0
02743,4602,0,0,0,0
02744,2715,0,0,0,0
02745,8711,0,0,0,0
02746,2850,0,0,0,0
02747,8363,0.1,0,5,0
02748,6098,0.2,0,10,0
02760,9051,0,0,0,0
02762,2881,0,0,0,0
02763,698,0,0,0,0
02764,1824,0,0,0,0
02766,6508,0,0,0,0
02767,5515,0,0,0,0
02769,5869,0,0,0,0
02770,2745,0,0,0,0
02771,6469,0,0,0,0
02777,8002,0,0,0,0
02779,2863,0,0,0,0
02780,15604,0,0,0,0
02790,9086,0,0,0,0
02791,391,0,0,0,0
02802,146,0,0,0,0
02804,1264,0,0,0,0
02806,6562,0,0,0,0
02807,2189,0,0,0,0
02808,989,0,0,0,0
02809,9397,0,0,0,0
02812,498,0,0,0,0
02813,6033,0,0,0,0
02814,3924,0.1,0,2,0
02815,112,0,0,0,0
02816,10756,0.7,0,80,0
02817,1,100,0,1,0
02818,6902,0,0,0,0
02822,2759,2.2,0,62,0
02823,65,0,0,0,0
02824,148,0,0,0,0
02825,2452,0.2,0,4,0
02826,414,0,0,0,0
02827,1004,2.3,0,23,0
02828,2488,0,0,0,0
02829,54,0,0,0,0
02830,2471,2,0,50,0
02831,601,0,0,0,0
02832,2168,0,0,0,0
02833,244,0,0,0,0
02835,3640,0,0,0,0
02836,58,0,0,0,0
02837,3273,0,0,0,0
02838,843,0,0,0,0
02839,559,0,0,0,0
02840,7441,0,0,0,0
02841,17,0,0,0,0
02842,5894,0,0,0,0
02852,9749,0,0,0,0
02857,3750,0,0,0,0
02858,210,0,0,0,0
02859,2657,0,0,1,0
02860,10422,0,0,0,0
02861,8785,0,0,0,0
02863,2858,0,0,0,0
02864,14093,0,0,0,0
02865,6373,0,0,0,0
02871,7253,0,0,0,0
02872,882,0,0,0,0
02873,151,0,0,0,0
02874,3011,0,0,0,0
02875,153,0,0,0,0
02876,84,0,0,0,0
02878,7376,0,0,0,0
02879,10467,0,0,0,0
02881,844,0,0,0,0
02882,13458,0,0,0,0
02885,5519,0,0,0,0
02886,12184,0,0,0,0
02888,9352,0,0,0,0
02889,14418,0,0,0,0
02891,11247,0,0,0,0
02892,2224,0,0,0,0
02893,10001,0,0,0,0
02894,313,0,0,0,0
02895,10668,0,0,0,0
02896,4389,0,0,0,0
02898,893,0,0,0,0
02903,2072,0,0,0,0
02904,8738,0,0,0,0
02905,7552,0,0,0,0
02906,6978,0,0,0,0
02907,5554,0,0,0,0
02908,9680,0,0,0,0
02909,8860,0,0,0,0
02910,9268,0,0,0,0
02911,5122,0,0,0,0
02912,103,0,0,0,0
02914,6744,0,0,0,0
02915,5622,0,0,0,0
02916,2996,0,0,0,0
02917,4851,0,0,0,0
02918,29,0,0,0,0
02919,11832,0,0,0,0
02920,14114,0,0,0,0
02921,4564,0,0,0,0
03031,4686,0,0,0,0
03032,2483,0,0,0,0
03033,2231,1,0,23,0
03034,1928,0,0,0,0
03036,2050,0,0,0,0
03037,2329,0,0,0,0
03038,11588,0,0,0,0
03042,2739,0,0,0,0
03043,1052,0,0,0,0
03044,2006,0,0,0,0
03045,4745,0,0,0,0
03046,1469,0,0,0,0
03047,1014,0,0,0,0
03048,1910,0,0,0,0
03049,3490,0.3,0,11,0
03051,7337,0,0,0,0
03052,2823,0,0,1,0
03053,10026,0,0,0,0
03054,8001,0,0,0,0
03055,4861,0,0,0,0
03057,1196,0,0,0,0
03060,6814,0,0,0,0
03062,6311,0,0,0,0
03063,3188,0,0,0,0
03064,4264,0,0,0,0
03070,2354,0,0,0,0
03071,2091,0,0,0,0
03076,5347,0,0,2,0
03077,4350,0,0,0,0
03079,10298,0,0,0,0
03082,946,0,0,0,0
03084,741,0,0,0,0
03086,1976,0,0,0,0
03087,5707,0,0,0,0
03101,602,0,0,0,0
03102,7342,0,0,0,0
03103,9888,0,0,0,0
03104,9275,0,0,0,0
03106,4567,1,0,47,0
03109,3743,0,0,0,0
03110,7380,0,0,0,0
03215,459,0,0,0,0
03216,1433,0,0,0,0
03217,1120,0,0,0,0
03218,702,0,0,0,0
03220,4161,0,0,0,0
03221,1848,0,0,0,0
03222,5282,0,0,0,0
03223,2856,0,0,0,0
03224,1555,0,0,0,0
03225,2710,0,0,0,0
03226,1038,0,0,0,0
03227,18,0,0,0,0
03229,2978,0,0,0,0
03230,1239,0,0,0,0
03231,95,0,0,0,0
03233,85,0,0,0,0
03234,2318,0,0,0,0
03235,3554,0,0,0,0
03237,2063,0,0,0,0
03238,44,0,0,0,0
03240,1488,0,0,0,0
03241,1328,0,0,0,0
03242,2170,0,0,0,0
03243,852,0,0,0,0
03244,5213,0,0,0,0
03245,1715,0,0,0,0
03246,6234,0,0,0,0
03249,4219,0,0,0,0
03251,2040,0,0,0,0
03253,5484,0,0,0,0
03254,6453,0,0,0,0
03255,2425,0,0,0,0
03256,1602,0,0,0,0
03257,2840,0,0,0,0
03258,1294,0,0,0,0
03259,9,11.1,0,1,0
03260,688,0,0,0,0
03261,2831,0,0,0,0
03262,1093,0,0,0,0
03263,1835,0,0,0,0
03264,2405,0,0,0,0
03266,2156,0,0,0,0
03268,785,0,0,0,0
03269,2174,0,0,0,0
03273,288,0,0,0,0
03275,3861,0,0,1,0
03276,3622,0,0,0,0
03278,2012,0,0,0,0
03279,947,0,0,0,0
03280,2072,0,0,0,0
03281,4279,0,0,0,0
03282,927,0,0,0,0
03284,855,0,0,0,0
03285,2357,0,0,0,0
03287,23,0,0,0,0
03290,2567,0,0,0,0
03291,26,0,0,0,0
03293,91,0,0,0,0
03301,9911,0,0,0,0
03303,5868,0,0,0,0
03304,3144,0,0,0,0
03307,2493,0,0,0,0
03431,7838,0,0,0,0
03440,1862,0,0,0,0
03441,208,0,0,0,0
03442,849,0,0,0,0
03443,417,0,0,0,0
03444,1078,0,0,0,0
03445,497,0,0,0,0
03446,3038,0,0,0,0
03447,1869,0,0,0,0
03448,604,0,0,0,0
03449,1316,0,0,0,0
03450,961,0,0,0,0
03451,1759,0,0,0,0
03452,2477,0,0,0,0
03455,1165,0,0,0,0
03456,695,0,0,0,0
03457,509,0,0,0,0
03458,2737,0,0,0,0
03461,2771,0,0,0,0
03462,1314,0,0,0,0
03464,1608,0,0,0,0
03465,1087,0,0,0,0
03466,805,0,0,0,0
03467,1085,0,0,0,0
03470,3060,0,0,0,0
03561,3408,0,0,0,0
03570,4585,0,0,0,0
03574,2267,0,0,0,0
03575,303,0,0,0,0
03576,3562,0,0,0,0
03579,655,0,0,0,0
03580,1613,0,0,0,0
03581,1974,0,0,0,0
03582,1820,0,0,0,0
03583,1155,0,0,0,0
03584,329,0,0,0,0
03585,2535,0,0,0,0
03586,758,0,0,0,0
03588,1642,0,0,0,0
03590,1244,0,0,0,0
03592,2365,0,0,0,0
03593,501,0.4,0,2,0
03595,955,0,0,0,0
03597,294,0,0,0,0
03598,1654,0,0,0,0
03601,424,0,0,0,0
03602,1977,0,0,0,0
03603,2421,0,0,0,0
03604,5,0,0,0,0
03605,1076,0,0,0,0
03607,398,0,0,0,0
03608,1631,0,0,0,0
03609,346,0,0,0,0
03740,1091,0,0,0,0
03741,2732,0,0,0,0
03743,5269,0,0,0,0
03745,1129,0,0,0,0
03748,2984,0,0,0,0
03750,479,0,0,0,0
03751,304,0,0,0,0
03752,641,0,0,0,0
03753,2259,0,0,0,0
03755,2267,0,0,0,0
03765,319,0,0,0,0
03766,3003,0,0,0,0
03768,1115,0,0,0,0
03770,230,0,0,0,0
03771,624,0,0,0,0
03773,4355,0,0,0,0
03774,1181,0,0,0,0
03777,1033,0,0,0,0
03779,800,0,0,0,0
03780,401,0,0,0,0
03781,1090,0,0,0,0
03782,2958,0,0,0,0
03784,1342,0,0,0,0
03785,2124,0,0,0,0
03801,6766,0,0,0,0
03809,2216,0,0,0,0
03810,2859,0,0,0,0
03811,2907,0,0,0,0
03812,1107,0,0,0,0
03813,2606,0,0,0,0
03814,2674,0,0,0,0
03816,1139,0,0,0,0
03817,520,0,0,0,0
03818,2726,0,0,0,0
03819,1523,0,0,0,0
03820,8694,0,0,0,0
03823,851,0,0,0,0
03824,2473,0,0,0,0
03825,4953,0,0,0,0
03826,827,0,0,0,0
03827,1352,0,0,0,0
03830,2448,0,0,0,0
03832,642,0,0,0,0
03833,6751,0,0,0,0
03835,3090,0,0,0,0
03836,2724,0,0,0,0
03837,1082,0,0,0,0
03838,1647,0,0,0,0
03839,1458,0,0,0,0
03840,1655,0,0,0,0
03841,2717,0,0,0,0
03842,6354,0,0,0,0
03844,1149,0,0,0,0
03845,1367,0,0,0,0
03846,1526,0,0,0,0
03847,205,0,0,0,0
03848,2992,0,0,0,0
03849,2015,0,0,0,0
03850,417,0,0,0,0
03851,2188,0,0,0,0
03852,340,0,0,0,0
03853,1367,0,0,0,0
03854,588,0,0,0,0
03855,2647,0,0,0,0
03856,781,0,0,0,0
03857,2623,0,0,0,0
03858,1828,0,0,0,0
03860,2647,0,0,0,0
03861,1650,0,0,0,0
03862,2023,0,0,0,0
03864,1783,0,0,0,0
03865,2594,0,0,0,0
03867,7138,0,0,0,0
03868,1867,0,0,0,0
03869,1015,0,0,0,0
03870,2770,0,0,0,0
03871,133,0,0,0,0
03872,3700,0,0,0,0
03873,2571,0,0,0,0
03874,3298,0,0,0,0
03875,928,0,0,0,0
03878,3517,0,0,0,0
03882,1476,0,0,0,0
03883,254,0,0,0,0
03884,2459,0,0,0,0
03885,2383,0,0,0,0
03886,1724,0,0,0,0
03887,1522,0,0,0,0
03890,188,0,0,0,0
03894,5118,0,0,0,0
03897,80,0,0,0,0
03901,2204,0,0,0,0
03902,1822,0,0,0,0
03903,3228,0,0,0,0
03904,3065,0,0,0,0
03905,1284,0,0,0,0
03906,2283,0,0,0,0
03907,1678,0,0,0,0
03908,2990,0,0,1,0
03909,6880,0,0,0,0
03910,92,0,0,0,0
03911,190,0,0,0,0
04001,3027,0,0,0,0
04002,4222,0,0,0,0
04003,656,0,0,0,0
04005,8483,0,0,1,0
04006,100,0,0,0,0
04008,1565,0,0,0,0
04009,5333,0,0,0,0
04010,8,0,0,0,0
04011,7347,0,0,0,0
04015,3262,0,0,0,0
04019,243,0,0,0,0
04020,1,0,0,0,0
04021,2570,0,0,0,0
04022,1703,0,0,0,0
04024,488,0,0,0,0
04027,3000,0,0,0,0
04029,2105,0,0,0,0
04030,1,0,0,0,0
04032,3834,0,0,0,0
04037,3170,0,0,0,0
04038,6560,0,0,0,0
04039,4070,0,0,0,0
04040,3218,0,0,0,0
04041,1447,0,0,0,0
04042,2266,0,0,0,0
04043,6850,0,0,0,0
04046,5552,0,0,0,0
04048,3405,0,0,0,0
04049,2156,0,0,0,0
04050,721,0,0,0,0
04051,1920,0,0,0,0
04055,3801,0,0,0,0
04057,61,0,0,0,0
04062,7815,0,0,0,0
04063,604,0,0,0,0
04064,3776,0,0,0,0
04066,601,0,0,0,0
04068,2,0,0,0,0
04069,830,0,0,0,0
04071,4042,0,0,0,0
04072,7010,0,0,0,0
04073,7266,0,0,0,0
04074,8455,0,0,0,0
04076,2866,0,0,0,0
04079,3823,0,0,0,0
04083,1965,0,0,0,0
04084,4312,0,0,0,0
04085,996,0,0,0,0
04086,3892,0,0,0,0
04087,7,0,0,0,0
04088,1705,0,0,0,0
04090,6595,0,0,2,0
04091,675,0,0,0,0
04092,6378,0,0,0,0
04093,3761,0,0,0,0
04095,4,0,0,0,0
04096,3521,0,0,0,0
04097,1734,0,0,0,0
04101,3702,0,0,0,0
04102,7837,0,0,0,0
04103,16636,0,0,0,0
04105,5375,0,0,0,0
04106,8790,0,0,0,0
04107,4450,0,0,0,0
04108,2186,0,0,0,0
04109,723,0,0,0,0
04110,732,0,0,0,0
04210,8748,0,0,0,0
04216,88,0,0,0,0
04217,4184,0,0,0,0
04219,1891,0,0,0,0
04220,2488,0,0,0,0
04221,896,0,0,0,0
04222,2018,0,0,0,0
04224,1900,0,0,0,0
04227,21,0,0,0,0
04231,544,0,0,0,0
04234,12,0,0,0,0
04236,2202,0,0,0,0
04237,372,0,0,0,0
04238,746,0,0,0,0
04240,11317,0,0,0,0
04250,1476,0,0,0,0
04252,1949,0,0,0,0
04254,1625,0,0,0,0
04255,1314,0,0,0,0
04256,1496,0,0,0,0
04257,1,0,0,0,0
04258,1489,0,0,0,0
04259,2197,0,0,0,0
04260,2813,0,0,0,0
04261,1464,0,0,0,0
04265,578,0,0,0,0
04267,25,0,0,0,0
04268,3099,0,0,0,0
04270,2419,0,0,0,0
04271,28,0,0,0,0
04274,3126,0,0,0,0
04276,3279,0,0,0,0
04280,825,0,0,0,0
04281,2725,0,0,0,0
04282,3010,0,0,0,0
04284,1129,0,0,0,0
04285,831,0,0,0,0
04286,8,0,0,0,0
04287,1622,0,0,0,0
04289,1121,0,0,0,0
04290,1426,0,0,0,0
04292,938,0,0,0,0
04294,2772,0,0,0,0
04330,12485,0,0,0,0
04341,11,0,0,0,0
04342,1088,0,0,0,0
04344,2,0,0,0,0
04345,2406,0,0,0,0
04346,784,0,0,0,0
04347,1189,0,0,0,0
04348,2875,0,0,0,0
04349,1825,0,0,0,0
04350,2259,0,0,0,0
04351,1397,0,0,0,0
04352,1,0,0,0,0
04353,1574,0,0,0,0
04354,1309,0,0,0,0
04355,1714,0,0,0,0
04357,1851,0,0,0,0
04358,3202,0,0,0,0
04359,221,0,0,0,0
04363,2,0,0,0,0
04364,3550,0,0,0,0
