fips,name,count_property,count_heatfactor1,count_heatfactor2,count_heatfactor3,count_heatfactor4,count_heatfactor5,count_heatfactor6,count_heatfactor7,count_heatfactor8,count_heatfactor9,count_heatfactor10
01109,"Pike County, AL",22096,0,0,0,0,0,758,19022,2316,0,0
01111,"Randolph County, AL",24676,0,0,0,1322,19147,4143,64,0,0,0
01113,"Russell County, AL",34061,0,0,0,0,0,7461,24310,2290,0,0
01115,"St. Clair County, AL",54871,0,0,0,825,15705,33604,4736,1,0,0
01117,"Shelby County, AL",96476,0,0,0,23,2327,66940,27174,12,0,0
01119,"Sumter County, AL",14752,0,0,0,0,0,6072,8564,116,0,0
01121,"Talladega County, AL",60662,0,0,0,4,748,41008,18776,126,0,0
01123,"Tallapoosa County, AL",37039,0,0,0,0,3871,29592,3572,4,0,0
01125,"Tuscaloosa County, AL",103992,0,0,0,0,1364,43864,49138,9626,0,0
01127,"Walker County, AL",53157,0,0,0,13,30590,22317,235,2,0,0
01129,"Washington County, AL",22211,0,0,0,0,0,6,12072,10133,0,0
01131,"Wilcox County, AL",14865,0,0,0,0,0,3040,11667,158,0,0
01133,"Winston County, AL",25680,0,0,0,546,23912,1222,0,0,0,0
05001,"Arkansas County, AR",15767,0,0,0,0,5632,10105,30,0,0,0
05003,"Ashley County, AR",18669,0,0,0,0,0,11995,6667,7,0,0
05005,"Baxter County, AR",37282,0,0,22,19701,17523,36,0,0,0,0
05007,"Benton County, AR",156983,0,0,749,66399,88900,935,0,0,0,0
05009,"Boone County, AR",25275,0,1,796,17031,7447,0,0,0,0,0
05011,"Bradley County, AR",12368,0,0,0,0,0,11053,1315,0,0,0
05013,"Calhoun County, AR",10070,0,0,0,0,0,8850,1218,2,0,0
05015,"Carroll County, AR",24422,0,0,1219,20313,2890,0,0,0,0,0
05017,"Chicot County, AR",11103,0,0,0,0,0,4016,7078,9,0,0
05019,"Clark County, AR",19385,0,0,0,0,839,16169,2376,1,0,0
05021,"Clay County, AR",15980,0,0,0,149,11799,4032,0,0,0,0
05023,"Cleburne County, AR",29024,0,0,26,4670,15714,8411,203,0,0,0
05025,"Cleveland County, AR",6987,0,0,0,0,425,6514,48,0,0,0
05027,"Columbia County, AR",11760,0,0,0,0,9,10908,843,0,0,0
05029,"Conway County, AR",18673,0,0,0,38,2189,11844,4551,51,0,0
05031,"Craighead County, AR",49854,0,0,0,326,31016,18492,20,0,0,0
05033,"Crawford County, AR",35949,0,0,344,2023,6165,14974,12424,19,0,0
05035,"Crittenden County, AR",22268,0,0,0,0,19,9710,12531,8,0,0
05037,"Cross County, AR",12193,0,0,0,0,5936,6253,4,0,0,0
05039,"Dallas County, AR",10818,0,0,0,0,23,9760,1035,0,0,0
05041,"Desha County, AR",9337,0,0,0,0,231,8278,823,5,0,0
05043,"Drew County, AR",10519,0,0,0,0,932,9455,132,0,0,0
05045,"Faulkner County, AR",58022,0,0,0,1,2387,38645,16987,2,0,0
05047,"Franklin County, AR",14936,0,1,124,607,1913,8158,4124,9,0,0
05049,"Fulton County, AR",5377,0,0,0,2704,2672,1,0,0,0,0
05051,"Garland County, AR",73865,0,0,0,176,24748,48747,194,0,0,0
05053,"Grant County, AR",5723,0,0,0,0,44,5330,349,0,0,0
05055,"Greene County, AR",27280,0,0,0,1083,16953,9240,4,0,0,0
05057,"Hempstead County, AR",15686,0,0,0,0,722,13841,1122,1,0,0
05059,"Hot Spring County, AR",20435,0,0,0,16,1946,17644,829,0,0,0
05061,"Howard County, AR",10130,0,0,0,46,2052,7474,558,0,0,0
05063,"Independence County, AR",18076,0,0,56,6765,10954,301,0,0,0,0
05065,"Izard County, AR",28601,0,0,3,23276,5299,23,0,0,0,0
05067,"Jackson County, AR",14028,0,0,0,354,9502,4172,0,0,0,0
05069,"Jefferson County, AR",51867,0,0,0,0,1711,47351,2804,1,0,0
05071,"Johnson County, AR",15977,0,1,786,793,2863,9101,2433,0,0,0
05073,"Lafayette County, AR",8891,0,0,0,0,27,7970,893,1,0,0
05075,"Lawrence County, AR",5800,0,0,0,647,4949,204,0,0,0,0
05077,"Lee County, AR",7107,0,0,0,0,2647,4446,14,0,0,0
05079,"Lincoln County, AR",7238,0,0,0,0,2533,4680,25,0,0,0
05081,"Little River County, AR",13934,0,0,0,0,0,7571,6339,24,0,0
05083,"Logan County, AR",19237,0,3,66,482,2041,12039,4604,2,0,0
05085,"Lonoke County, AR",36917,0,0,0,0,462,26577,9876,2,0,0
05087,"Madison County, AR",17135,0,9,3682,12598,846,0,0,0,0,0
05089,"Marion County, AR",10271,0,0,40,8201,2030,0,0,0,0,0
05091,"Miller County, AR",26269,0,0,0,0,0,12586,13617,66,0,0
05093,"Mississippi County, AR",30248,0,0,0,0,530,28712,1006,0,0,0
05095,"Monroe County, AR",9313,0,0,0,0,3892,5421,0,0,0,0
05097,"Montgomery County, AR",11008,0,0,5,232,4203,6538,30,0,0,0
05099,"Nevada County, AR",12157,0,0,0,0,473,11452,232,0,0,0
05101,"Newton County, AR",5838,0,12,2612,2161,899,154,0,0,0,0
05103,"Ouachita County, AR",16521,0,0,0,0,39,14221,2261,0,0,0
05105,"Perry County, AR",9398,0,0,0,16,1153,5892,2337,0,0,0
05107,"Phillips County, AR",16177,0,0,0,0,2673,13039,464,1,0,0
05109,"Pike County, AR",10640,0,0,1,52,2993,7073,520,1,0,0
05111,"Poinsett County, AR",18992,0,0,0,1,7302,11636,53,0,0,0
05113,"Polk County, AR",18307,0,8,85,1599,14909,1706,0,0,0,0
05115,"Pope County, AR",30032,0,0,345,752,6164,12072,10616,83,0,0
05117,"Prairie County, AR",9885,0,0,0,0,3122,6741,22,0,0,0
05119,"Pulaski County, AR",175268,0,0,0,0,1185,82375,90490,1218,0,0
05121,"Randolph County, AR",16499,0,0,0,832,14783,884,0,0,0,0
05123,"St. Francis County, AR",11375,0,0,0,0,3571,7689,115,0,0,0
05125,"Saline County, AR",73817,0,0,0,24,7094,56751,9943,5,0,0
05127,"Scott County, AR",10033,0,0,22,137,2503,7133,238,0,0,0
05129,"Searcy County, AR",7856,0,0,399,4789,2551,117,0,0,0,0
05131,"Sebastian County, AR",57927,0,2,21,38,696,20531,36510,129,0,0
05133,"Sevier County, AR",11794,0,0,0,0,531,8176,3073,14,0,0
05135,"Sharp County, AR",45326,0,0,0,26359,18827,140,0,0,0,0
05137,"Stone County, AR",14993,0,0,802,7826,6360,5,0,0,0,0
05139,"Union County, AR",29613,0,0,0,0,0,14089,15506,18,0,0
05141,"Van Buren County, AR",30433,0,0,238,10685,16072,3370,68,0,0,0
05143,"Washington County, AR",99697,0,0,1484,22834,72903,2476,0,0,0,0
05145,"White County, AR",45616,0,0,0,106,15667,28837,1006,0,0,0
05147,"Woodruff County, AR",10518,0,0,0,0,4248,6269,1,0,0,0
05149,"Yell County, AR",6787,0,0,3,52,742,4797,1191,2,0,0
04001,"Apache County, AZ",56147,4340,10689,21284,18214,1620,0,0,0,0,0
04003,"Cochise County, AZ",124181,47,161,1740,4492,31563,80230,5945,3,0,0
04005,"Coconino County, AZ",76657,5346,42226,14841,5005,5146,3840,252,1,0,0
04007,"Gila County, AZ",32536,0,452,5736,13167,869,8952,1006,2354,0,0
04009,"Graham County, AZ",17693,0,0,3,126,382,846,15108,1228,0,0
04011,"Greenlee County, AZ",4516,46,54,81,205,1484,2646,0,0,0,0
04012,"La Paz County, AZ",15943,0,0,0,1,1,2,13,3392,10301,2233
04013,"Maricopa County, AZ",1579949,0,0,2,2,30,552,4932,277290,1295111,2030
04015,"Mohave County, AZ",259974,7,256,1091,4476,7125,52996,60103,46032,87887,1
04017,"Navajo County, AZ",86423,5448,30713,14437,13147,22677,1,0,0,0,0
04019,"Pima County, AZ",426780,949,112,54,267,900,3667,95969,319931,4914,17
04021,"Pinal County, AZ",240333,0,0,12,492,2359,5472,5901,28570,197525,2
04023,"Santa Cruz County, AZ",43160,1,4,114,290,2522,22430,17738,61,0,0
04025,"Yavapai County, AZ",172031,808,3054,23042,55741,42462,28059,13761,5103,1,0
04027,"Yuma County, AZ",89440,0,0,0,0,0,0,5,58,74365,15012
06001,"Alameda County, CA",403686,3099,19134,135181,209769,36163,324,16,0,0,0
06003,"Alpine County, CA",2253,1371,538,334,10,0,0,0,0,0,0
06005,"Amador County, CA",23926,633,84,416,4195,4816,4413,4966,4403,0,0
06007,"Butte County, CA",94889,127,315,1787,6782,12403,8670,17304,47501,0,0
06009,"Calaveras County, CA",43053,604,2855,6674,2626,4569,7353,15736,2636,0,0
06011,"Colusa County, CA",14767,9,21,36,64,168,844,9036,4589,0,0
06013,"Contra Costa County, CA",361354,186,9957,75748,168662,39653,65786,1362,0,0,0
06015,"Del Norte County, CA",16129,1868,10422,3529,310,0,0,0,0,0,0
06017,"El Dorado County, CA",113093,31550,2377,3747,7807,9010,38820,17930,1852,0,0
06019,"Fresno County, CA",304920,815,3595,1282,1255,1240,3196,19498,274039,0,0
06021,"Glenn County, CA",14919,61,154,146,88,87,622,3615,10146,0,0
06023,"Humboldt County, CA",72340,36703,18786,7446,4329,3425,1285,302,64,0,0
06025,"Imperial County, CA",86929,0,0,0,0,6,19,20,374,23029,63481
06027,"Inyo County, CA",15746,605,141,174,326,1786,7921,2915,1368,448,62
06029,"Kern County, CA",405898,1074,5940,6184,12792,11032,13672,43934,310616,654,0
06031,"Kings County, CA",49954,0,0,0,6,36,90,6206,43616,0,0
06033,"Lake County, CA",63975,29,300,3654,1735,14977,41602,1674,4,0,0
06035,"Lassen County, CA",33208,1030,5685,10945,10270,5276,2,0,0,0,0
06037,"Los Angeles County, CA",2091775,9910,18148,73471,244542,521690,822367,371374,30273,0,0
06039,"Madera County, CA",61089,342,217,379,2404,3848,5659,10389,37851,0,0
06041,"Marin County, CA",96109,2702,24612,64543,4252,0,0,0,0,0,0
06043,"Mariposa County, CA",14277,74,493,451,2772,2868,3895,3263,461,0,0
06045,"Mendocino County, CA",61050,3137,9475,12334,13827,7544,13278,1445,10,0,0
06047,"Merced County, CA",87597,3,48,104,200,167,11642,71673,3760,0,0
06049,"Modoc County, CA",33092,5473,8013,8367,11226,13,0,0,0,0,0
06051,"Mono County, CA",20241,13592,3234,1771,494,514,571,65,0,0,0
06053,"Monterey County, CA",120565,29565,29965,40642,1707,3646,7393,7483,164,0,0
06055,"Napa County, CA",49716,6,267,2041,7352,38972,1030,48,0,0,0
06057,"Nevada County, CA",63148,9750,9108,2441,9499,20928,10957,455,10,0,0
06059,"Orange County, CA",683873,11,402,11775,115460,378632,177486,107,0,0,0
06061,"Placer County, CA",177811,20508,5547,1262,2625,9172,17529,102270,18898,0,0
06063,"Plumas County, CA",25498,108,2855,14837,3926,3697,74,1,0,0,0
06065,"Riverside County, CA",886184,91,4074,3083,4209,41032,151441,295276,159065,161157,66756
06067,"Sacramento County, CA",460997,0,0,0,2,60,5743,436706,18486,0,0
06069,"San Benito County, CA",21756,131,847,5134,14524,688,389,43,0,0,0
06071,"San Bernardino County, CA",821833,11946,41346,24365,3252,14267,105125,296529,303994,15095,5914
06073,"San Diego County, CA",743584,782,6578,96616,323027,222444,74224,10458,2606,5799,1050
06075,"San Francisco County, CA",156686,51284,98377,7025,0,0,0,0,0,0,0
06077,"San Joaquin County, CA",231831,0,18,72,33,141,49111,180450,2006,0,0
06079,"San Luis Obispo County, CA",127867,117,868,8804,52628,23983,32115,8115,1237,0,0
06081,"San Mateo County, CA",196059,50253,89241,51102,5463,0,0,0,0,0,0
06083,"Santa Barbara County, CA",130349,3453,17703,29632,19265,10265,38662,11369,0,0,0
06085,"Santa Clara County, CA",471522,1445,3753,33493,226246,206573,12,0,0,0,0
06087,"Santa Cruz County, CA",95263,3780,24369,65510,1604,0,0,0,0,0,0
06089,"Shasta County, CA",95352,367,762,3368,4684,5892,3437,3268,73570,4,0
06091,"Sierra County, CA",5066,752,973,2431,666,244,0,0,0,0,0
06093,"Siskiyou County, CA",53544,1267,2043,6247,12260,11989,17774,1942,22,0,0
06095,"Solano County, CA",142066,0,39,850,47513,22686,65084,5894,0,0,0
06097,"Sonoma County, CA",185333,3807,15859,25780,131485,8208,194,0,0,0,0
06099,"Stanislaus County, CA",162853,0,30,102,175,870,41840,119203,633,0,0
06101,"Sutter County, CA",35516,0,0,0,0,10,1497,33159,850,0,0
06103,"Tehama County, CA",40002,238,1152,821,689,503,774,2408,33416,1,0
06105,"Trinity County, CA",16162,233,747,1312,2601,2587,3450,3840,1392,0,0
06107,"Tulare County, CA",157165,1586,1008,1523,997,477,567,12657,138350,0,0
06109,"Tuolumne County, CA",43061,1613,3576,6623,5661,13180,8508,3774,126,0,0
06111,"Ventura County, CA",257577,452,4796,43432,85755,109597,10415,3121,9,0,0
06113,"Yolo County, CA",64476,0,0,4,89,174,8576,55424,209,0,0
06115,"Yuba County, CA",32374,0,12,490,1373,2092,1613,22510,4284,0,0
08001,"Adams County, CO",166939,0,8,128492,38439,0,0,0,0,0,0
08003,"Alamosa County, CO",14255,5389,8866,0,0,0,0,0,0,0,0
08005,"Arapahoe County, CO",218411,0,2738,214872,801,0,0,0,0,0,0
08007,"Archuleta County, CO",18091,4821,12103,1086,81,0,0,0,0,0,0
08009,"Baca County, CO",621,0,0,78,501,42,0,0,0,0,0
08013,"Boulder County, CO",110032,9581,2522,95577,2352,0,0,0,0,0,0
08014,"Broomfield County, CO",25958,0,3,25553,402,0,0,0,0,0,0
08015,"Chaffee County, CO",16447,10062,6385,0,0,0,0,0,0,0,0
08017,"Cheyenne County, CO",4612,0,1,2752,1859,0,0,0,0,0,0
08019,"Clear Creek County, CO",14824,14824,0,0,0,0,0,0,0,0,0
08021,"Conejos County, CO",8121,7749,372,0,0,0,0,0,0,0,0
08023,"Costilla County, CO",46292,23244,23048,0,0,0,0,0,0,0,0
08027,"Custer County, CO",8888,8223,610,55,0,0,0,0,0,0,0
08029,"Delta County, CO",18603,832,986,5044,7720,4021,0,0,0,0,0
08031,"Denver County, CO",188333,0,12,182664,5656,1,0,0,0,0,0
08033,"Dolores County, CO",3712,1523,1041,1147,1,0,0,0,0,0,0
08035,"Douglas County, CO",145387,1977,53088,90321,1,0,0,0,0,0,0
08037,"Eagle County, CO",23832,12570,8371,2889,2,0,0,0,0,0,0
08039,"Elbert County, CO",13102,35,7999,5068,0,0,0,0,0,0,0
08041,"El Paso County, CO",249835,21864,180461,46962,548,0,0,0,0,0,0
08043,"Fremont County, CO",28434,5792,2991,4488,15163,0,0,0,0,0,0
08045,"Garfield County, CO",27510,1160,2182,15422,8691,55,0,0,0,0,0
08047,"Gilpin County, CO",8713,8713,0,0,0,0,0,0,0,0,0
08049,"Grand County, CO",21309,21097,212,0,0,0,0,0,0,0,0
08051,"Gunnison County, CO",17738,16769,864,105,0,0,0,0,0,0,0
08055,"Huerfano County, CO",13457,2953,4242,6124,138,0,0,0,0,0,0
08059,"Jefferson County, CO",236634,32286,21632,182694,22,0,0,0,0,0,0
08063,"Kit Carson County, CO",9518,0,1,8498,1019,0,0,0,0,0,0
08065,"Lake County, CO",8512,8512,0,0,0,0,0,0,0,0,0
08067,"La Plata County, CO",34571,7992,14738,11638,203,0,0,0,0,0,0
08069,"Larimer County, CO",157617,20989,4520,131915,193,0,0,0,0,0,0
08071,"Las Animas County, CO",14101,2126,3450,7193,1314,18,0,0,0,0,0
08073,"Lincoln County, CO",3585,0,25,3186,374,0,0,0,0,0,0
08075,"Logan County, CO",12096,0,0,5372,6724,0,0,0,0,0,0
08077,"Mesa County, CO",75550,1678,1189,1917,3284,67101,381,0,0,0,0
08079,"Mineral County, CO",2429,2429,0,0,0,0,0,0,0,0,0
08081,"Moffat County, CO",10155,1242,2755,5703,455,0,0,0,0,0,0
08083,"Montezuma County, CO",14707,798,3807,7587,2460,54,1,0,0,0,0
08085,"Montrose County, CO",25948,876,1113,5568,17993,398,0,0,0,0,0
08087,"Morgan County, CO",15032,0,0,7845,7187,0,0,0,0,0,0
08089,"Otero County, CO",11567,0,0,14,9036,2517,0,0,0,0,0
08091,"Ouray County, CO",5848,3400,2216,232,0,0,0,0,0,0,0
08093,"Park County, CO",39780,39780,0,0,0,0,0,0,0,0,0
08095,"Phillips County, CO",4169,0,0,4071,98,0,0,0,0,0,0
08097,"Pitkin County, CO",16338,13635,2583,120,0,0,0,0,0,0,0
08099,"Prowers County, CO",9366,0,0,4,3863,5499,0,0,0,0,0
08101,"Pueblo County, CO",101148,1177,5144,15693,77475,1659,0,0,0,0,0
08103,"Rio Blanco County, CO",4562,492,1573,933,1533,31,0,0,0,0,0
08105,"Rio Grande County, CO",12450,12047,403,0,0,0,0,0,0,0,0
08107,"Routt County, CO",20223,11616,8446,161,0,0,0,0,0,0,0
08109,"Saguache County, CO",14473,7170,7303,0,0,0,0,0,0,0,0
08111,"San Juan County, CO",2134,2134,0,0,0,0,0,0,0,0,0
08113,"San Miguel County, CO",7324,6092,1123,79,30,0,0,0,0,0,0
08115,"Sedgwick County, CO",2996,0,13,2877,106,0,0,0,0,0,0
08117,"Summit County, CO",20563,20563,0,0,0,0,0,0,0,0,0
08119,"Teller County, CO",27477,27463,14,0,0,0,0,0,0,0,0
08123,"Weld County, CO",144756,0,1527,91441,51788,0,0,0,0,0,0
08125,"Yuma County, CO",12241,0,0,4670,7571,0,0,0,0,0,0
09001,"Fairfield County, CT",272303,0,0,2234,57873,104780,103030,4384,2,0,0
09003,"Hartford County, CT",256675,0,7,4679,82659,166590,2735,5,0,0,0
09005,"Litchfield County, CT",85484,25,3599,35579,39186,6989,105,1,0,0,0
09007,"Middlesex County, CT",71455,0,0,108,12153,37372,21695,127,0,0,0
09009,"New Haven County, CT",259913,0,0,1314,35292,92619,102363,28189,136,0,0
09011,"New London County, CT",104809,0,0,141,27090,38741,36429,2406,2,0,0
09013,"Tolland County, CT",52621,0,465,23959,27260,935,2,0,0,0,0
09015,"Windham County, CT",48898,0,37,15795,30447,2619,0,0,0,0,0
11001,"District of Columbia, DC",136539,0,0,0,0,0,19816,93732,22991,0,0
10001,"Kent County, DE",81193,0,0,0,0,0,0,2163,79026,4,0
10003,"New Castle County, DE",197004,0,0,0,0,6,30119,114400,52479,0,0
10005,"Sussex County, DE",144823,0,0,0,0,0,0,441,136816,7566,0
12001,"Alachua County, FL",98600,0,0,0,0,0,0,432,94701,3467,0
12003,"Baker County, FL",12564,0,0,0,0,0,0,1,12505,58,0
12005,"Bay County, FL",117718,0,0,0,0,0,0,0,5013,10063,102642
12007,"Bradford County, FL",15175,0,0,0,0,0,0,26,15115,34,0
12009,"Brevard County, FL",297352,0,0,0,0,0,0,0,886,78148,218318
12011,"Broward County, FL",524082,0,0,0,0,0,0,0,2516,205127,316439
12013,"Calhoun County, FL",11431,0,0,0,0,0,0,0,10195,1236,0
12015,"Charlotte County, FL",205060,0,0,0,0,0,0,0,5,10100,194955
12017,"Citrus County, FL",146728,0,0,0,0,0,0,0,13870,115286,17572
12019,"Clay County, FL",93134,0,0,0,0,0,0,30,52047,41057,0
12021,"Collier County, FL",187119,0,0,0,0,0,0,0,82,47646,139391
12023,"Columbia County, FL",36589,0,0,0,0,0,0,1,36186,402,0
12027,"DeSoto County, FL",19660,0,0,0,0,0,0,0,821,16476,2363
12029,"Dixie County, FL",16247,0,0,0,0,0,0,1,11282,2970,1994
12031,"Duval County, FL",374993,0,0,0,0,0,0,0,63014,249191,62788
12033,"Escambia County, FL",144266,0,0,0,0,0,0,0,6586,11023,126657
12035,"Flagler County, FL",77465,0,0,0,0,0,0,0,1941,72671,2853
12037,"Franklin County, FL",17737,0,0,0,0,0,0,0,7,2240,15490
12039,"Gadsden County, FL",27371,0,0,0,0,0,0,55,27248,68,0
12041,"Gilchrist County, FL",14280,0,0,0,0,0,0,0,13145,1135,0
12043,"Glades County, FL",11273,0,0,0,0,0,0,0,1962,9299,12
12045,"Gulf County, FL",17444,0,0,0,0,0,0,0,260,6209,10975
12047,"Hamilton County, FL",12947,0,0,0,0,0,0,65,12870,12,0
12049,"Hardee County, FL",14413,0,0,0,0,0,0,0,6105,8308,0
12051,"Hendry County, FL",35263,0,0,0,0,0,0,0,515,34661,87
12053,"Hernando County, FL",114419,0,0,0,0,0,0,0,7244,25579,81596
12055,"Highlands County, FL",112245,0,0,0,0,0,0,6,86715,25524,0
12057,"Hillsborough County, FL",470304,0,0,0,0,0,0,0,914,42488,426902
12059,"Holmes County, FL",14052,0,0,0,0,0,0,0,12635,1417,0
12061,"Indian River County, FL",79431,0,0,0,0,0,0,0,24,4323,75084
12063,"Jackson County, FL",39113,0,0,0,0,0,0,14,38980,119,0
12065,"Jefferson County, FL",11922,0,0,0,0,0,0,343,11404,175,0
12067,"Lafayette County, FL",7025,0,0,0,0,0,0,0,6986,39,0
12069,"Lake County, FL",184287,0,0,0,0,0,0,66,127024,57188,9
12071,"Lee County, FL",467401,0,0,0,0,0,0,0,5,97739,369657
12073,"Leon County, FL",107788,0,0,0,0,0,0,73,97551,10164,0
12075,"Levy County, FL",47160,0,0,0,0,0,0,215,31893,12022,3030
12077,"Liberty County, FL",5672,0,0,0,0,0,0,0,5141,528,3
12079,"Madison County, FL",16036,0,0,0,0,0,0,273,15728,35,0
12081,"Manatee County, FL",160182,0,0,0,0,0,0,0,19,3690,156473
12083,"Marion County, FL",270333,0,0,0,0,0,0,182,228256,41895,0
12085,"Martin County, FL",78958,0,0,0,0,0,0,0,93,20510,58355
12086,"Miami-Dade County, FL",561882,0,0,0,0,0,0,0,12,43667,518203
12087,"Monroe County, FL",25651,0,0,0,0,0,0,0,0,673,24978
12089,"Nassau County, FL",48203,0,0,0,0,0,0,2,12506,20164,15531
12091,"Okaloosa County, FL",93725,0,0,0,0,0,0,0,15098,20793,57834
12093,"Okeechobee County, FL",31803,0,0,0,0,0,0,0,3177,28425,201
12095,"Orange County, FL",419023,0,0,0,0,0,0,58,150218,268743,4
12097,"Osceola County, FL",160651,0,0,0,0,0,0,7,68220,92423,1
12099,"Palm Beach County, FL",445154,0,0,0,0,0,0,0,1873,279131,164150
12101,"Pasco County, FL",265436,0,0,0,0,0,0,0,2833,61717,200886
12103,"Pinellas County, FL",312694,0,0,0,0,0,0,0,0,0,312694
12105,"Polk County, FL",381673,0,0,0,0,0,0,620,305580,75472,1
12107,"Putnam County, FL",98320,0,0,0,0,0,0,61,70870,27389,0
12109,"St. Johns County, FL",126614,0,0,0,0,0,0,0,967,95732,29915
12111,"St. Lucie County, FL",156805,0,0,0,0,0,0,0,16,8346,148443
12113,"Santa Rosa County, FL",98086,0,0,0,0,0,0,4,8433,25161,64488
12115,"Sarasota County, FL",232180,0,0,0,0,0,0,0,0,8228,223952
12117,"Seminole County, FL",177121,0,0,0,0,0,0,18,104177,72926,0
12119,"Sumter County, FL",82272,0,0,0,0,0,0,0,38677,43595,0
12121,"Suwannee County, FL",31085,0,0,0,0,0,0,8,30984,93,0
12123,"Taylor County, FL",18549,0,0,0,0,0,0,0,8764,9628,157
12125,"Union County, FL",6523,0,0,0,0,0,0,3,6516,4,0
12127,"Volusia County, FL",266223,0,0,0,0,0,0,146,54875,148149,63053
12129,"Wakulla County, FL",24933,0,0,0,0,0,0,0,1173,21964,1796
12131,"Walton County, FL",83769,0,0,0,0,0,0,0,11060,16420,56289
12133,"Washington County, FL",43206,0,0,0,0,0,0,0,29225,13965,16
13001,"Appling County, GA",12338,0,0,0,0,0,0,0,12335,3,0
13003,"Atkinson County, GA",4416,0,0,0,0,0,0,1078,3338,0,0
