fips,namelsad,count_property,count_firefactor1,count_firefactor2,count_firefactor3,count_firefactor4,count_firefactor5,count_firefactor6,count_firefactor7,count_firefactor8,count_firefactor9,count_firefactor10
30031,Gallatin County,51329,11907,7064,12773,8809,3324,1418,2654,2582,628,170
30033,Garfield County,9238,121,28,223,327,558,681,2492,2993,623,1192
30035,Glacier County,13154,2173,687,1883,1698,2490,1582,752,475,102,700
30037,Golden Valley County,2571,354,168,1061,809,99,43,7,30,0,0
30039,Granite County,7603,55,63,415,710,918,1597,1852,818,369,806
30041,Hill County,14224,3328,2366,7100,638,189,225,210,46,23,99
30043,Jefferson County,13113,255,326,2104,1438,2359,1768,1645,1474,959,785
30045,Judith Basin County,7215,1990,1190,1762,1214,528,301,173,55,2,0
30047,Lake County,23255,4969,3492,8702,2602,1422,820,561,435,140,112
30049,Lewis and Clark County,39262,948,1087,3908,4700,6264,4680,3716,4788,7255,1916
30051,Liberty County,4753,1676,1079,1741,232,25,0,0,0,0,0
30053,Lincoln County,22764,270,784,4331,5454,1696,1196,1136,1773,751,5373
30055,McCone County,6717,1213,322,1802,957,1240,969,163,51,0,0
30057,Madison County,18917,662,962,5379,5373,2997,1108,1724,618,87,7
30059,Meagher County,6104,272,785,3018,1133,544,183,125,43,1,0
30061,Mineral County,5576,26,69,782,1226,1103,926,840,441,104,59
30063,Missoula County,55956,3529,3308,6983,8242,7839,5177,8121,5117,2446,5194
30065,Musselshell County,7977,46,36,476,479,347,840,2435,3030,288,0
30067,Park County,15650,531,822,2469,4774,916,576,1105,3000,1248,209
30069,Petroleum County,4501,27,12,229,154,643,714,1083,651,435,553
30071,Phillips County,14636,1443,729,3507,5219,1671,737,650,477,168,35
30073,Pondera County,8286,3104,2104,2333,537,154,36,13,1,4,0
30075,Powder River County,7176,83,39,246,341,620,1549,1108,1048,682,1460
30077,Powell County,8159,97,42,264,604,2098,1743,1243,1064,402,602
30079,Prairie County,3762,267,586,665,354,555,831,466,38,0,0
30081,Ravalli County,32211,6239,9056,8634,2020,977,834,1010,1528,543,1370
30083,Richland County,11034,4116,1969,3174,738,672,170,96,60,39,0
30085,Roosevelt County,12203,2716,659,2498,1992,1013,656,387,184,56,2042
30087,Rosebud County,11078,299,142,414,1326,1844,1783,2806,1089,420,955
30089,Sanders County,15089,714,927,4059,4420,2167,1300,675,640,151,36
30091,Sheridan County,8262,3647,698,1962,670,1260,25,0,0,0,0
30093,Silver Bow County,21611,791,484,1538,6889,3904,3582,2990,998,303,132
30095,Stillwater County,10505,1279,896,3014,1968,1917,402,424,301,89,215
30097,Sweet Grass County,5424,298,309,1881,1728,316,77,108,154,133,420
30099,Teton County,10506,3327,2281,2674,1008,937,111,150,18,0,0
30101,Toole County,9295,2522,1592,2639,1150,1390,2,0,0,0,0
30103,Treasure County,2152,311,281,118,71,179,422,611,159,0,0
30105,Valley County,17958,4548,1104,4713,4788,1325,479,352,389,103,157
30107,Wheatland County,4174,510,352,1327,1797,144,39,5,0,0,0
30109,Wibaux County,2215,409,115,265,679,399,258,58,32,0,0
30111,Yellowstone County,80516,7078,8075,17066,12914,9570,13291,6644,4733,1057,88
31001,Adams County,17667,16176,983,399,81,28,0,0,0,0,0
31003,Antelope County,8319,4792,1364,1651,411,100,1,0,0,0,0
31005,Arthur County,1131,2,0,19,7,164,533,373,33,0,0
31007,Banner County,1897,167,84,235,348,509,497,56,1,0,0
31009,Blaine County,1548,24,19,198,973,318,16,0,0,0,0
31011,Boone County,6342,3942,911,1181,242,66,0,0,0,0,0
31013,Box Butte County,8432,2321,1017,1390,664,1384,1464,124,68,0,0
31015,Boyd County,4597,938,743,1325,1252,323,16,0,0,0,0
31017,Brown County,5271,563,245,1028,2693,708,34,0,0,0,0
31019,Buffalo County,24535,12110,1938,4023,3145,1690,732,488,395,14,0
31021,Burt County,7725,5420,662,1180,408,31,8,12,0,4,0
31023,Butler County,8513,6503,891,751,231,93,43,1,0,0,0
31025,Cass County,20723,12392,1738,3993,1551,815,210,19,5,0,0
31027,Cedar County,9548,5717,1078,1820,697,158,77,1,0,0,0
31029,Chase County,5018,1379,180,526,745,668,812,691,17,0,0
31031,Cherry County,17192,214,70,2021,4544,7161,1920,1127,135,0,0
31033,Cheyenne County,9809,1604,329,1289,940,1036,429,660,1722,1800,0
31035,Clay County,7906,5429,780,1064,578,47,6,2,0,0,0
31037,Colfax County,8571,7070,988,321,89,63,20,20,0,0,0
31039,Cuming County,8771,6151,1546,910,134,30,0,0,0,0,0
31041,Custer County,16224,1997,1188,3684,3088,3493,2405,342,27,0,0
31043,Dakota County,10251,7313,1402,1158,221,95,40,22,0,0,0
31045,Dawes County,7872,212,99,970,1203,2859,1741,683,93,11,1
31047,Dawson County,16185,8476,1257,2708,963,2223,428,130,0,0,0
31049,Deuel County,2587,709,150,592,679,93,35,103,226,0,0
31051,Dixon County,6238,3726,486,1068,605,214,104,35,0,0,0
31053,Dodge County,21736,16990,1455,2274,758,189,59,10,1,0,0
31055,Douglas County,201718,184469,5899,9234,1544,392,171,9,0,0,0
31057,Dundy County,3853,651,182,533,934,377,816,360,0,0,0
31059,Fillmore County,7119,4913,579,744,395,437,45,6,0,0,0
31061,Franklin County,5408,1998,392,937,873,609,534,65,0,0,0
31063,Frontier County,4310,843,374,1587,972,530,4,0,0,0,0
31065,Furnas County,7378,2121,576,2175,2198,304,4,0,0,0,0
31067,Gage County,18231,7351,1943,4616,3370,649,219,65,18,0,0
31069,Garden County,5070,586,235,941,656,1556,698,397,1,0,0
31071,Garfield County,2675,194,103,404,1101,644,201,28,0,0,0
31073,Gosper County,3235,1360,450,938,388,96,3,0,0,0,0
31075,Grant County,1728,20,0,4,83,562,860,199,0,0,0
31077,Greeley County,3446,1097,419,868,804,254,4,0,0,0,0
31079,Hall County,29515,25730,2928,749,93,15,0,0,0,0,0
31081,Hamilton County,8741,6926,869,717,167,45,14,3,0,0,0
31083,Harlan County,5358,2115,711,1744,547,237,4,0,0,0,0
31085,Hayes County,2566,674,158,916,697,112,5,4,0,0,0
31087,Hitchcock County,4498,811,247,846,1225,835,530,4,0,0,0
31089,Holt County,13682,2816,1202,4080,4199,1133,243,9,0,0,0
31091,Hooker County,1867,2,0,19,182,762,521,381,0,0,0
31093,Howard County,6529,3371,1410,1162,486,88,12,0,0,0,0
31095,Jefferson County,8971,2631,551,1473,951,1123,1902,189,115,34,2
31097,Johnson County,5071,1795,474,1814,580,211,156,41,0,0,0
31099,Kearney County,5759,4823,390,374,113,47,10,2,0,0,0
31101,Keith County,9390,1254,280,813,1371,1836,2342,1183,311,0,0
31103,Keya Paha County,2609,283,448,763,949,165,1,0,0,0,0
31105,Kimball County,4773,491,213,2291,697,680,330,71,0,0,0
31107,Knox County,12734,5373,2012,3482,1309,483,75,0,0,0,0
31109,Lancaster County,116405,81963,9321,17497,5092,1290,700,382,121,28,11
31111,Lincoln County,24136,4229,1685,5156,9546,2293,916,248,63,0,0
31113,Logan County,1530,102,48,234,416,558,153,19,0,0,0
31115,Loup County,1940,74,65,365,712,674,50,0,0,0,0
31117,McPherson County,1658,9,6,32,290,989,302,30,0,0,0
31119,Madison County,20900,11456,2402,4200,1942,589,195,98,18,0,0
31121,Merrick County,7006,4764,1132,870,146,43,34,17,0,0,0
31123,Morrill County,7682,1033,338,1170,1275,2158,1009,627,72,0,0
31125,Nance County,4901,2319,1057,1214,257,34,20,0,0,0,0
31127,Nemaha County,7103,4857,845,1179,190,31,1,0,0,0,0
31129,Nuckolls County,6650,2219,553,1702,1090,787,77,222,0,0,0
31131,Otoe County,12914,6847,1748,2767,1233,258,58,3,0,0,0
31133,Pawnee County,4746,1135,489,1278,1284,354,141,65,0,0,0
31135,Perkins County,4829,2325,278,868,350,854,85,64,5,0,0
31137,Phelps County,7749,6422,647,511,129,33,5,2,0,0,0
31139,Pierce County,6835,3147,790,1521,1012,258,75,32,0,0,0
31141,Platte County,19942,13976,2246,3177,398,76,54,15,0,0,0
31143,Polk County,5742,4334,615,485,177,84,19,21,7,0,0
31145,Red Willow County,9010,1489,478,2067,4230,557,170,13,6,0,0
31147,Richardson County,10161,7207,660,1069,738,426,41,20,0,0,0
31149,Rock County,3363,288,167,586,1427,766,129,0,0,0,0
31151,Saline County,10967,6718,1308,1921,812,177,26,5,0,0,0
31153,Sarpy County,71712,55053,5268,9451,1480,391,64,5,0,0,0
31155,Saunders County,17794,11618,1739,2988,1084,231,77,48,9,0,0
31157,Scotts Bluff County,21272,3565,1330,3579,3410,1522,2790,4814,207,55,0
31159,Seward County,11121,6309,1504,2265,331,465,176,69,2,0,0
31161,Sheridan County,8742,442,207,1088,2779,2976,726,346,98,44,36
31163,Sherman County,4123,849,381,1264,968,491,161,9,0,0,0
31165,Sioux County,5139,261,74,192,291,890,1267,1720,313,78,53
31167,Stanton County,6159,3388,1014,878,446,234,111,88,0,0,0
31169,Thayer County,6929,3170,459,1017,557,1016,200,341,164,5,0
31171,Thomas County,2212,31,0,327,868,821,143,22,0,0,0
31173,Thurston County,5544,2956,390,1253,465,176,111,101,71,7,14
31175,Valley County,5088,1102,615,1363,1211,538,238,21,0,0,0
31177,Washington County,13596,8187,1301,2628,806,475,195,4,0,0,0
31179,Wayne County,6333,5050,568,525,171,19,0,0,0,0,0
31181,Webster County,4840,1674,440,1114,927,641,44,0,0,0,0
31183,Wheeler County,2064,412,152,747,710,43,0,0,0,0,0
31185,York County,10420,8605,775,665,359,16,0,0,0,0,0
32001,Churchill County,13918,6468,4459,2034,391,221,168,83,26,19,49
32003,Clark County,763609,417119,23784,69670,97833,79343,29625,23807,21031,594,803
32005,Douglas County,28334,885,1081,7921,4865,4127,3370,3696,1275,437,677
32007,Elko County,44661,1368,2427,2995,1215,1966,2160,3027,5149,2718,20973
32009,Esmeralda County,2857,609,722,1068,311,75,37,20,2,6,7
32011,Eureka County,4538,123,103,729,896,1119,511,550,255,158,94
32013,Humboldt County,17592,236,69,609,1005,2061,1509,1428,1645,1514,7504
32015,Lander County,7658,112,83,785,1618,1458,1777,742,363,309,411
32017,Lincoln County,5076,815,952,1190,413,306,174,296,551,90,289
32019,Lyon County,33103,2674,5495,4822,5577,8675,1904,3863,59,17,17
32021,Mineral County,3962,221,1884,1496,33,28,51,67,128,34,20
32023,Nye County,59723,25020,11467,13399,5965,2841,943,65,20,3,0
32027,Pershing County,12370,998,698,504,1410,1207,742,884,1746,1554,2627
32029,Storey County,4876,39,37,302,691,1277,1370,1120,40,0,0
32031,Washoe County,182237,21225,2551,21835,28054,16563,16665,29032,26740,16024,3548
32033,White Pine County,7697,375,1008,1650,1066,2883,356,202,116,40,1
32510,Carson City,20645,1,10,490,493,656,8720,6295,3933,39,8
33001,Belknap County,38152,16468,21563,121,0,0,0,0,0,0,0
33003,Carroll County,49711,18155,31068,483,4,1,0,0,0,0,0
33005,Cheshire County,38304,18398,19563,342,1,0,0,0,0,0,0
33007,Coos County,22818,12373,10294,126,23,2,0,0,0,0,0
33009,Grafton County,58208,25807,32350,44,7,0,0,0,0,0,0
33011,Hillsborough County,131794,67908,41070,21397,1382,37,0,0,0,0,0
33013,Merrimack County,63580,26692,33036,3562,242,48,0,0,0,0,0
33015,Rockingham County,117530,40848,44670,31464,548,0,0,0,0,0,0
33017,Strafford County,45648,14125,23415,8031,77,0,0,0,0,0,0
33019,Sullivan County,26229,14580,11641,8,0,0,0,0,0,0,0
34001,Atlantic County,165624,34764,15164,39653,32355,24768,12988,4920,971,41,0
34003,Bergen County,299052,223940,41455,29076,3941,602,35,3,0,0,0
34005,Burlington County,217386,108666,31588,33491,9962,5470,9211,12949,4517,196,1336
34007,Camden County,195762,135976,17531,28911,10535,2111,492,203,2,1,0
34009,Cape May County,148355,65833,16315,38105,18386,7498,2196,22,0,0,0
34011,Cumberland County,73431,17314,7632,25082,12241,6508,2258,1655,738,3,0
34013,Essex County,185483,139175,33456,12787,65,0,0,0,0,0,0
34015,Gloucester County,124057,72377,23456,21877,4570,1312,444,21,0,0,0
34017,Hudson County,136232,135550,487,169,16,6,4,0,0,0,0
34019,Hunterdon County,54684,9101,10044,20882,11339,2978,332,8,0,0,0
34021,Mercer County,140895,101920,30054,8141,718,60,2,0,0,0,0
34023,Middlesex County,281865,156062,40671,64963,16245,3210,694,20,0,0,0
34025,Monmouth County,250063,157582,38742,44271,8668,750,50,0,0,0,0
34027,Morris County,172392,42973,54365,63574,10458,967,55,0,0,0,0
34029,Ocean County,421766,95265,33540,118508,75062,40777,17902,10818,8210,8215,13469
34031,Passaic County,132302,90616,14080,23388,3802,402,11,3,0,0,0
34033,Salem County,32674,18078,6930,5232,1711,683,39,1,0,0,0
34035,Somerset County,131792,37680,26654,53188,12502,1661,106,1,0,0,0
34037,Sussex County,76169,6360,13688,39913,12033,3612,542,21,0,0,0
34039,Union County,149006,110988,19750,17241,989,34,4,0,0,0,0
34041,Warren County,48526,13414,12900,14456,5615,1804,279,56,2,0,0
35001,Bernalillo County,251252,82814,17843,47365,60138,10662,13112,10760,5192,2207,1159
35003,Catron County,,0,0,0,0,0,0,0,0,0,0
35005,Chaves County,35639,668,1076,3945,4045,7952,12296,4300,1352,5,0
35006,Cibola County,21282,2294,8044,7608,1317,331,458,624,575,31,0
35007,Colfax County,24625,291,637,5927,5165,4391,2398,4466,1347,3,0
35009,Curry County,25366,3729,1050,3531,3211,3871,4503,3559,794,811,307
35011,De Baca County,3072,323,144,1138,523,866,44,13,9,11,1
35013,Doña Ana County,87167,12999,10697,44471,14011,4902,80,7,0,0,0
35015,Eddy County,51964,2435,2237,6018,12685,6312,7910,11555,2776,36,0
35017,Grant County,33343,1120,1239,3540,4130,3895,2165,2924,3323,3508,7499
35019,Guadalupe County,692,11,67,426,134,49,5,0,0,0,0
35021,Harding County,5342,53,468,3070,1376,354,21,0,0,0,0
35023,Hidalgo County,6805,277,241,2302,2795,1091,46,37,14,2,0
35025,Lea County,40070,28,16,352,2229,2311,2413,4633,7073,3464,17551
35027,Lincoln County,39105,163,674,5238,4076,3574,2528,3906,5599,3994,9353
35028,Los Alamos County,8398,31,1307,5913,1147,0,0,0,0,0,0
35029,Luna County,115525,26359,16452,39471,24461,3460,1580,3742,0,0,0
35031,McKinley County,12686,2504,8436,547,462,168,188,376,2,2,1
35033,Mora County,,0,0,0,0,0,0,0,0,0,0
35035,Otero County,47882,1039,2996,11381,16182,6562,1656,3005,3158,1646,257
35037,Quay County,,0,0,0,0,0,0,0,0,0,0
35039,Rio Arriba County,30868,2063,5741,10542,4342,3636,1709,1195,937,229,474
35041,Roosevelt County,14211,291,226,1619,1291,1078,2361,4165,1030,751,1399
35043,Sandoval County,145721,35951,58076,32799,9955,2245,784,834,1833,1208,2036
35045,San Juan County,43813,5221,13750,14991,9828,23,0,0,0,0,0
35047,San Miguel County,28749,48,504,6934,4358,4003,4970,5422,1329,823,358
35049,Santa Fe County,77086,872,7109,26534,28456,8469,2746,1365,1028,422,85
35051,Sierra County,15748,497,747,4977,4661,4093,676,86,7,3,1
35053,Socorro County,27279,7593,11912,1823,1321,3128,1408,17,23,53,1
35055,Taos County,59877,1402,27100,12649,6731,4005,3018,3003,1559,318,92
35057,Torrance County,28227,1339,3367,12624,4628,2451,2679,507,478,125,29
35059,Union County,17471,449,1124,7695,2535,2490,1076,1727,375,0,0
35061,Valencia County,197154,15936,126948,30945,11023,5387,3624,1225,2063,3,0
36001,Albany County,111472,33768,23074,48739,5724,149,18,0,0,0,0
36003,Allegany County,34254,6620,17134,10184,316,0,0,0,0,0,0
36005,Bronx County,89477,84491,2047,2789,131,18,0,1,0,0,0
36007,Broome County,85257,22320,31387,27971,3244,308,27,0,0,0,0
36009,Cattaraugus County,49021,12337,27002,9168,504,10,0,0,0,0,0
36011,Cayuga County,38805,15662,17278,5785,80,0,0,0,0,0,0
36013,Chautauqua County,88260,21321,31310,33273,2141,193,22,0,0,0,0
36015,Chemung County,39386,12431,11808,12673,2157,299,18,0,0,0,0
36017,Chenango County,31335,6110,13242,11146,812,25,0,0,0,0,0
36019,Clinton County,38094,8481,15022,13827,679,85,0,0,0,0,0
36021,Columbia County,35793,9259,14470,9700,2316,48,0,0,0,0,0
36023,Cortland County,22149,5009,11353,5540,246,1,0,0,0,0,0
36025,Delaware County,42854,7347,19576,14480,1433,18,0,0,0,0,0
36027,Dutchess County,109702,31617,37810,38291,1904,80,0,0,0,0,0
36029,Erie County,356917,200817,56246,79094,16789,3685,286,0,0,0,0
36031,Essex County,35791,3821,16213,15249,500,8,0,0,0,0,0
36033,Franklin County,31281,3797,17105,10199,180,0,0,0,0,0,0
36035,Fulton County,33061,2974,11363,17256,1232,232,4,0,0,0,0
36037,Genesee County,28120,8203,12673,6834,372,38,0,0,0,0,0
36039,Greene County,38049,3766,6195,14973,9859,2928,310,16,2,0,0
36041,Hamilton County,13026,1509,9303,2209,5,0,0,0,0,0,0
36043,Herkimer County,41252,7745,24681,8747,79,0,0,0,0,0,0
36045,Jefferson County,58113,14447,24527,17079,1804,246,10,0,0,0,0
36047,Kings County,276935,263298,2955,4599,709,823,3811,740,0,0,0
36049,Lewis County,24191,3662,16525,4000,4,0,0,0,0,0,0
36051,Livingston County,28300,8065,11914,7887,420,14,0,0,0,0,0
36053,Madison County,37046,8946,16582,11397,121,0,0,0,0,0,0
36055,Monroe County,263550,101060,69750,78957,12274,1397,112,0,0,0,0
36057,Montgomery County,25175,4677,9725,9769,996,8,0,0,0,0,0
36059,Nassau County,407128,324234,22663,37011,17595,5370,249,6,0,0,0
36061,New York County,42441,38490,1658,2265,24,3,1,0,0,0,0
36063,Niagara County,92729,32776,24023,30226,4607,1037,60,0,0,0,0
36065,Oneida County,104343,17203,37945,48262,913,20,0,0,0,0,0
36067,Onondaga County,179238,83318,50036,42632,3021,231,0,0,0,0,0
36069,Ontario County,50045,14789,18008,16860,387,1,0,0,0,0,0
36071,Orange County,131675,13741,14660,61688,27988,10834,2377,358,29,0,0
36073,Orleans County,19989,6556,7802,5528,103,0,0,0,0,0,0
36075,Oswego County,58951,7796,24339,25353,1424,39,0,0,0,0,0
36077,Otsego County,39359,10360,18264,10446,289,0,0,0,0,0,0
36079,Putnam County,40886,6216,10471,20717,3068,335,67,12,0,0,0
36081,Queens County,324249,307616,4458,8588,2108,340,105,246,788,0,0
36083,Rensselaer County,63430,18278,22530,21465,1155,2,0,0,0,0,0
36085,Richmond County,124714,28728,4983,28113,12593,12943,13344,18363,5260,223,164
36087,Rockland County,90620,11991,8407,44635,17755,6467,1160,189,16,0,0
36089,St. Lawrence County,66441,11345,36988,17993,115,0,0,0,0,0,0
36091,Saratoga County,99391,10660,29442,52866,5486,878,59,0,0,0,0
36093,Schenectady County,58430,16791,9830,26898,4813,98,0,0,0,0,0
36095,Schoharie County,22911,4043,9347,8896,574,51,0,0,0,0,0
36097,Schuyler County,12962,2121,4524,5518,756,43,0,0,0,0,0
36099,Seneca County,17450,7783,6546,2805,296,20,0,0,0,0,0
36101,Steuben County,54980,14456,19429,16787,3613,648,47,0,0,0,0
36103,Suffolk County,580428,315649,94859,116257,28462,11683,6220,5412,1537,323,26
36105,Sullivan County,66238,7045,13440,32100,9746,3043,745,119,0,0,0
36107,Tioga County,25865,6076,10028,8303,1397,60,1,0,0,0,0
36109,Tompkins County,34759,6178,15660,12301,620,0,0,0,0,0,0
36111,Ulster County,86460,11564,13306,35464,19051,5575,1219,256,25,0,0
36113,Warren County,45809,2328,10100,28020,4851,472,38,0,0,0,0
36115,Washington County,35060,9000,17240,8529,271,20,0,0,0,0,0
36117,Wayne County,39754,6138,11199,20901,1495,21,0,0,0,0,0
36119,Westchester County,230803,110212,52127,61657,6051,756,0,0,0,0,0
36121,Wyoming County,22890,9105,11723,2061,1,0,0,0,0,0,0
36123,Yates County,15619,4521,5617,5204,274,3,0,0,0,0,0
37001,Alamance County,74467,26782,22641,22239,2715,90,0,0,0,0,0
37003,Alexander County,24822,313,532,6607,8912,6346,1919,185,8,0,0
37005,Alleghany County,14487,19,39,1760,3340,4056,3266,1769,238,0,0
37007,Anson County,18730,250,295,4238,7524,4977,1238,207,1,0,0
37009,Ashe County,38582,267,642,7696,12119,10062,5911,1750,135,0,0
37011,Avery County,23373,200,1075,6088,7126,5641,2399,710,134,0,0
37013,Beaufort County,44592,7093,5035,19384,9015,3027,777,250,11,0,0
37015,Bertie County,18544,2159,1959,8478,4401,1365,172,10,0,0,0
37017,Bladen County,31656,1094,2053,10983,10259,4935,1663,607,62,0,0
37019,Brunswick County,146219,17875,21435,72644,27509,5039,1022,683,11,1,0
37021,Buncombe County,125546,8896,9693,33029,24432,19530,14928,10872,3849,300,17
37023,Burke County,57795,1862,2414,15765,18136,12655,5055,1660,245,3,0
37025,Cabarrus County,94354,12516,36005,37665,7640,528,0,0,0,0,0
37027,Caldwell County,52199,707,853,10539,15874,12558,7771,2864,901,130,2
37029,Camden County,7092,3123,889,2316,656,96,11,0,1,0,0
37031,Carteret County,62005,24640,8485,20259,6547,1410,457,162,43,1,1
37033,Caswell County,16555,418,1473,10617,3873,174,0,0,0,0,0
37035,Catawba County,86501,10269,6550,30322,25357,11847,2115,41,0,0,0
37037,Chatham County,46773,617,2751,19483,18117,5475,322,8,0,0,0
37039,Cherokee County,33691,94,347,2976,3628,5489,7257,8771,4810,309,10
37041,Chowan County,12652,3019,2058,5440,1672,366,92,5,0,0,0
37043,Clay County,15728,107,222,1556,2417,2928,3418,3587,1421,72,0
37045,Cleveland County,56465,4196,12133,25613,12656,1763,78,25,1,0,0
37047,Columbus County,48575,4049,5168,23647,10593,3470,1050,475,122,1,0
37049,Craven County,58340,13246,7929,25202,8804,2094,800,226,31,6,2
37051,Cumberland County,136773,6691,5478,34109,40998,30737,15140,3389,177,44,10
37053,Currituck County,25917,6361,2394,9233,4855,1950,1013,63,18,18,12
37055,Dare County,40039,12518,2419,8125,6072,4591,3181,2901,191,23,17
37057,Davidson County,92515,18319,28474,39173,6201,348,0,0,0,0,0
37059,Davie County,25069,2381,4573,14333,3703,78,1,0,0,0,0
37061,Duplin County,40700,9152,7340,17120,5342,1482,255,8,0,0,1
37063,Durham County,118486,26000,31989,45399,13669,1412,17,0,0,0,0
37065,Edgecombe County,30890,4954,5785,15002,4423,634,84,8,0,0,0
37067,Forsyth County,158938,46913,43885,52117,13980,2018,25,0,0,0,0
37069,Franklin County,43825,802,2517,19387,16209,4550,358,2,0,0,0
37071,Gaston County,109469,15480,15511,57070,20032,1351,25,0,0,0,0
37073,Gates County,7857,762,667,3086,2296,925,108,13,0,0,0
37075,Graham County,9338,37,26,915,1961,2233,1953,1671,488,53,1
37077,Granville County,33383,1181,2832,15876,11261,2158,72,3,0,0,0
37079,Greene County,12381,1613,1322,5095,3068,966,273,44,0,0,0
37081,Guilford County,215813,100941,61214,49149,4475,34,0,0,0,0,0
37083,Halifax County,39115,9466,8620,13093,4934,2349,629,24,0,0,0
37085,Harnett County,69425,2981,3669,21685,19245,11222,7438,2819,343,23,0
37087,Haywood County,49889,1392,4170,17022,12866,7838,4375,1871,330,25,0
37089,Henderson County,65882,3041,2513,15676,16714,13836,8251,4430,1285,136,0
37091,Hertford County,15631,1277,1604,7547,3629,1227,301,46,0,0,0
37093,Hoke County,26993,114,109,1587,5833,8717,6019,3877,736,1,0
37095,Hyde County,7503,2214,544,2579,1162,688,191,96,25,3,1
37097,Iredell County,101339,14061,19031,51447,16196,595,9,0,0,0,0
37099,Jackson County,40594,197,450,8441,11842,9804,5177,3098,1362,140,83
37101,Johnston County,112019,11018,16679,62036,18974,3026,278,8,0,0,0
37103,Jones County,9139,1999,1346,4219,1407,157,8,3,0,0,0
37105,Lee County,32023,200,1231,9982,12072,6284,1887,355,12,0,0
37107,Lenoir County,34974,4255,4009,17661,7370,1517,149,13,0,0,0
37109,Lincoln County,51158,3513,6355,23002,16822,1450,16,0,0,0,0
37111,McDowell County,31394,441,572,6391,8449,7261,4154,3154,938,33,1
37113,Macon County,43763,241,769,8522,11803,10268,6234,4297,1574,55,0
37115,Madison County,19996,10,16,1273,3070,3437,3056,3385,3090,1284,1375
37117,Martin County,16981,2212,1689,7407,4534,969,145,24,1,0,0
37119,Mecklenburg County,367878,124481,121379,111610,10262,146,0,0,0,0,0
37121,Mitchell County,16774,49,158,2038,4059,4262,3182,2564,449,12,1
37123,Montgomery County,29706,644,2492,12026,10363,3642,509,30,0,0,0
37125,Moore County,71044,828,2639,25034,27989,11574,2472,503,5,0,0
37127,Nash County,52120,9910,11410,22176,6752,1637,235,0,0,0,0
37129,New Hanover County,99478,24894,10836,30106,21399,7460,2482,1723,578,0,0
37131,Northampton County,20307,3460,3720,10083,2549,437,53,4,1,0,0
37133,Onslow County,90125,10013,7746,42450,21945,6316,1504,114,37,0,0
37135,Orange County,53359,5750,12936,22305,11114,1239,15,0,0,0,0
37137,Pamlico County,17851,3470,1985,6872,3474,1336,466,169,71,7,1
37139,Pasquotank County,22079,12551,2736,5346,1345,74,14,13,0,0,0
37141,Pender County,51184,7759,5227,24537,11109,2123,392,23,7,2,5
37143,Perquimans County,14600,7643,2477,4056,384,26,14,0,0,0,0
37145,Person County,27161,1945,3865,14617,5995,722,17,0,0,0,0
37147,Pitt County,76427,18175,12047,34095,9999,1693,373,45,0,0,0
37149,Polk County,16754,819,1873,7339,3851,1240,965,546,121,0,0
37151,Randolph County,79044,8295,18622,38906,12452,764,5,0,0,0,0
37153,Richmond County,31394,49,24,2996,11362,10327,4501,1817,318,0,0
37155,Robeson County,76968,1152,1060,16794,26711,19446,8219,2977,545,57,7
37157,Rockingham County,53480,3306,11689,25914,11607,959,5,0,0,0,0
37159,Rowan County,79729,7802,18420,43291,10041,175,0,0,0,0,0
37161,Rutherford County,57082,3327,7548,28741,12320,2746,1821,535,44,0,0
37163,Sampson County,47439,7382,6318,22511,8874,2052,283,19,0,0,0
37165,Scotland County,21775,180,332,2453,6022,7499,3631,1495,162,1,0
37167,Stanly County,39967,1812,5194,21349,10247,1303,61,1,0,0,0
37169,Stokes County,30750,466,1345,13543,13334,2038,24,0,0,0,0
37171,Surry County,43345,4296,6241,19740,11212,1563,265,26,2,0,0
37173,Swain County,12247,38,120,1243,2300,2794,2163,2151,1253,134,51
37175,Transylvania County,28966,579,627,5936,8920,6996,3877,1599,353,79,0
37177,Tyrrell County,4241,1457,447,1528,404,358,38,3,4,0,2
37179,Union County,105370,7206,13708,55386,24730,3894,443,3,0,0,0
37181,Vance County,26100,3541,4840,10050,6520,1143,6,0,0,0,0
37183,Wake County,396166,100758,138794,132311,23367,889,37,10,0,0,0
37185,Warren County,22523,546,1587,9155,7306,3274,629,26,0,0,0
37187,Washington County,12332,1988,913,6723,1948,651,99,8,1,1,0
37189,Watauga County,46182,797,2749,13723,14560,9682,3222,1179,269,1,0
37191,Wayne County,66185,10028,7792,27186,13671,5393,1764,342,9,0,0
37193,Wilkes County,50018,718,1333,13821,16208,10407,4276,2570,576,109,0
37195,Wilson County,39719,7988,10453,17347,3291,554,85,1,0,0,0
37197,Yadkin County,27794,4446,4741,14181,4227,199,0,0,0,0,0
37199,Yancey County,16855,67,165,1574,4091,4503,3580,2435,425,4,11
38001,Adams County,3804,1663,388,1083,577,83,10,0,0,0,0
38003,Barnes County,10662,7631,723,1394,595,252,64,3,0,0,0
38005,Benson County,9028,5119,548,1200,562,371,196,259,270,117,383
38007,Billings County,3153,298,132,450,687,502,513,539,32,0,0
38009,Bottineau County,16648,9978,1672,2405,2225,348,20,0,0,0,0
38011,Bowman County,6598,1855,513,1745,1373,1060,52,0,0,0,0
38013,Burke County,7668,3879,1079,1823,786,65,36,0,0,0,0
38015,Burleigh County,45266,10987,4032,20281,9357,541,39,29,0,0,0
38017,Cass County,67871,60245,2433,4814,337,29,8,5,0,0,0
