fips,namelsad,count_property,count_firefactor1,count_firefactor2,count_firefactor3,count_firefactor4,count_firefactor5,count_firefactor6,count_firefactor7,count_firefactor8,count_firefactor9,count_firefactor10
18051,Gibson County,21276,16810,3057,1386,21,1,1,0,0,0,0
18053,Grant County,37829,35501,1659,669,0,0,0,0,0,0,0
18055,Greene County,25707,8494,5641,8952,2339,274,7,0,0,0,0
18057,Hamilton County,140794,134474,5263,1050,7,0,0,0,0,0,0
18059,Hancock County,39798,38663,1040,95,0,0,0,0,0,0,0
18061,Harrison County,27237,15026,9604,2588,19,0,0,0,0,0,0
18063,Hendricks County,76922,67774,6206,2800,140,2,0,0,0,0,0
18065,Henry County,28177,26868,1271,38,0,0,0,0,0,0,0
18067,Howard County,43683,43044,536,103,0,0,0,0,0,0,0
18069,Huntington County,22605,21450,1045,110,0,0,0,0,0,0,0
18071,Jackson County,26214,20591,3238,1702,585,97,1,0,0,0,0
18073,Jasper County,21338,18769,2063,506,0,0,0,0,0,0,0
18075,Jay County,15843,15436,400,7,0,0,0,0,0,0,0
18077,Jefferson County,19954,9004,5134,5632,184,0,0,0,0,0,0
18079,Jennings County,20602,14674,5702,224,2,0,0,0,0,0,0
18081,Johnson County,67399,63465,3657,277,0,0,0,0,0,0,0
18083,Knox County,29949,22526,6470,934,19,0,0,0,0,0,0
18085,Kosciusko County,52114,47797,3870,430,17,0,0,0,0,0,0
18087,LaGrange County,27294,23207,3827,260,0,0,0,0,0,0,0
18089,Lake County,235308,183929,14756,22332,5445,3239,2203,2564,735,71,34
18091,LaPorte County,64752,46771,6526,9365,1918,142,30,0,0,0,0
18093,Lawrence County,31285,18464,7287,4991,508,24,11,0,0,0,0
18095,Madison County,83913,80112,2321,1396,84,0,0,0,0,0,0
18097,Marion County,343145,338448,4230,467,0,0,0,0,0,0,0
18099,Marshall County,30584,26870,2259,1416,39,0,0,0,0,0,0
18101,Martin County,10028,6280,2567,1125,56,0,0,0,0,0,0
18103,Miami County,23246,16132,2315,4799,0,0,0,0,0,0,0
18105,Monroe County,57724,14124,10101,26407,6487,561,35,9,0,0,0
18107,Montgomery County,23147,21026,1329,424,284,84,0,0,0,0,0
18109,Morgan County,42593,28764,9746,4044,39,0,0,0,0,0,0
18111,Newton County,11542,10199,883,442,17,1,0,0,0,0,0
18113,Noble County,26943,24158,2746,39,0,0,0,0,0,0,0
18115,Ohio County,3359,2235,998,126,0,0,0,0,0,0,0
18117,Orange County,21103,7370,4646,8023,1059,5,0,0,0,0,0
18119,Owen County,17491,6801,5191,4905,552,42,0,0,0,0,0
18121,Parke County,19641,15157,3904,560,20,0,0,0,0,0,0
18123,Perry County,17275,3379,3599,8071,1959,242,25,0,0,0,0
18125,Pike County,17338,12300,3300,1582,129,16,10,1,0,0,0
18127,Porter County,80132,32056,7438,22416,11315,4685,1486,577,111,39,9
18129,Posey County,19357,17030,2125,189,13,0,0,0,0,0,0
18131,Pulaski County,17745,16961,630,154,0,0,0,0,0,0,0
18133,Putnam County,25808,21954,2790,1064,0,0,0,0,0,0,0
18135,Randolph County,18386,18031,353,2,0,0,0,0,0,0,0
18137,Ripley County,18123,14574,3385,163,1,0,0,0,0,0,0
18139,Rush County,11972,11768,203,1,0,0,0,0,0,0,0
18141,St. Joseph County,118772,113909,4431,432,0,0,0,0,0,0,0
18143,Scott County,14895,11092,3564,239,0,0,0,0,0,0,0
18145,Shelby County,29674,28668,968,38,0,0,0,0,0,0,0
18147,Spencer County,22948,15347,5461,2047,93,0,0,0,0,0,0
18149,Starke County,19684,15185,2940,1559,0,0,0,0,0,0,0
18151,Steuben County,39036,33468,5385,183,0,0,0,0,0,0,0
18153,Sullivan County,18055,9235,3784,4441,550,19,17,9,0,0,0
18155,Switzerland County,8149,4939,2838,372,0,0,0,0,0,0,0
18157,Tippecanoe County,67082,47819,9250,7968,1910,135,0,0,0,0,0
18159,Tipton County,12927,12889,38,0,0,0,0,0,0,0,0
18161,Union County,6446,6089,356,1,0,0,0,0,0,0,0
18163,Vanderburgh County,78834,64785,13170,876,3,0,0,0,0,0,0
18165,Vermillion County,12414,8927,3038,449,0,0,0,0,0,0,0
18167,Vigo County,59835,29115,9122,19943,1515,119,21,0,0,0,0
18169,Wabash County,19294,18166,1024,104,0,0,0,0,0,0,0
18171,Warren County,10557,9358,928,271,0,0,0,0,0,0,0
18173,Warrick County,40104,30921,7467,1684,24,8,0,0,0,0,0
18175,Washington County,19054,13175,5154,723,2,0,0,0,0,0,0
18177,Wayne County,35204,33017,2173,14,0,0,0,0,0,0,0
18179,Wells County,16357,14218,1176,951,12,0,0,0,0,0,0
18181,White County,22501,21646,739,113,3,0,0,0,0,0,0
18183,Whitley County,20059,17099,2307,638,15,0,0,0,0,0,0
19001,Adair County,15051,11099,1017,2289,499,100,43,4,0,0,0
19003,Adams County,10066,6156,1184,2111,545,70,0,0,0,0,0
19005,Allamakee County,13838,5085,6152,2546,55,0,0,0,0,0,0
19007,Appanoose County,22125,11590,2419,6210,1545,347,14,0,0,0,0
19009,Audubon County,11298,10041,84,982,175,13,3,0,0,0,0
19011,Benton County,17332,9991,732,4696,1808,104,1,0,0,0,0
19013,Black Hawk County,66822,53811,6831,6043,137,0,0,0,0,0,0
19015,Boone County,24149,18025,426,4874,804,20,0,0,0,0,0
19017,Bremer County,19675,13664,2179,3670,159,3,0,0,0,0,0
19019,Buchanan County,20988,16531,1700,2690,62,5,0,0,0,0,0
19021,Buena Vista County,19023,17331,494,1024,152,22,0,0,0,0,0
19023,Butler County,13769,9125,1271,3162,178,23,9,1,0,0,0
19025,Calhoun County,17375,15274,168,1595,329,9,0,0,0,0,0
19027,Carroll County,21818,16096,393,4019,1240,60,10,0,0,0,0
19029,Cass County,16670,13010,1087,1873,436,201,63,0,0,0,0
19031,Cedar County,19541,14664,590,3447,677,140,23,0,0,0,0
19033,Cerro Gordo County,32747,27660,3217,1799,59,12,0,0,0,0,0
19035,Cherokee County,16961,11035,944,2215,2372,395,0,0,0,0,0
19037,Chickasaw County,9826,5737,1362,2361,363,3,0,0,0,0,0
19039,Clarke County,12043,6114,1710,3359,736,111,13,0,0,0,0
19041,Clay County,18311,12120,1880,3762,432,58,23,36,0,0,0
19043,Clayton County,29942,17140,8560,4100,142,0,0,0,0,0,0
19045,Clinton County,34573,20929,3287,8372,502,1395,88,0,0,0,0
19047,Crawford County,21679,17296,1723,2159,399,97,5,0,0,0,0
19049,Dallas County,46971,32115,764,12239,1811,42,0,0,0,0,0
19051,Davis County,11777,3508,795,4824,2082,491,71,6,0,0,0
19053,Decatur County,15127,8132,1959,4467,529,40,0,0,0,0,0
19055,Delaware County,15499,9934,3289,2219,57,0,0,0,0,0,0
19057,Des Moines County,28782,23405,293,4890,165,21,8,0,0,0,0
19059,Dickinson County,23386,9873,2123,6571,3562,1194,57,6,0,0,0
19061,Dubuque County,51461,34475,12294,4454,233,5,0,0,0,0,0
19063,Emmet County,13498,9506,1228,2244,333,151,30,6,0,0,0
19065,Fayette County,16559,10197,3706,2595,61,0,0,0,0,0,0
19067,Floyd County,11669,5958,1509,4083,112,7,0,0,0,0,0
19069,Franklin County,17328,15732,177,1404,15,0,0,0,0,0,0
19071,Fremont County,14788,11328,1173,1692,418,175,2,0,0,0,0
19073,Greene County,15415,11749,334,3027,252,40,10,3,0,0,0
19075,Grundy County,10110,8718,127,1248,17,0,0,0,0,0,0
19077,Guthrie County,19575,11606,537,5651,1276,375,90,40,0,0,0
19079,Hamilton County,19108,13036,378,3297,2329,67,1,0,0,0,0
19081,Hancock County,15829,15016,192,527,57,34,3,0,0,0,0
19083,Hardin County,20919,13918,397,4366,2043,164,23,8,0,0,0
19085,Harrison County,24759,15989,1867,4065,1820,893,90,26,9,0,0
19087,Henry County,16196,10327,345,4704,809,11,0,0,0,0,0
19089,Howard County,13423,9220,2171,2021,11,0,0,0,0,0,0
19091,Humboldt County,16828,15892,94,823,17,2,0,0,0,0,0
19093,Ida County,11467,10147,667,458,139,33,9,14,0,0,0
19095,Iowa County,19221,8143,748,5715,2971,1057,444,105,26,12,0
19097,Jackson County,22111,10529,3953,7002,589,37,1,0,0,0,0
19099,Jasper County,29910,16922,790,10062,1916,150,48,22,0,0,0
19101,Jefferson County,18302,10623,388,5932,1033,286,40,0,0,0,0
19103,Johnson County,53399,30211,1818,16857,3217,1141,123,32,0,0,0
19105,Jones County,22641,13879,3034,5118,588,22,0,0,0,0,0
19107,Keokuk County,17491,11012,734,4092,1340,273,40,0,0,0,0
19109,Kossuth County,26001,22558,420,2725,188,66,36,8,0,0,0
19111,Lee County,29526,21436,3346,4280,444,20,0,0,0,0,0
19113,Linn County,93522,64952,6754,21317,494,5,0,0,0,0,0
19115,Louisa County,13644,7219,432,3783,1152,547,152,133,178,16,32
19117,Lucas County,12478,2471,523,4168,4088,1118,110,0,0,0,0
19119,Lyon County,11242,9864,537,492,160,91,60,38,0,0,0
19121,Madison County,17761,8880,560,7488,782,51,0,0,0,0,0
19123,Mahaska County,22262,15128,715,4427,1659,264,61,8,0,0,0
19125,Marion County,25846,11592,993,11292,1672,266,31,0,0,0,0
19127,Marshall County,26316,14134,528,5282,6301,71,0,0,0,0,0
19129,Mills County,17586,11842,1258,3417,929,121,19,0,0,0,0
19131,Mitchell County,11407,8105,2083,1177,42,0,0,0,0,0,0
19133,Monona County,20099,15151,1432,2632,619,151,55,43,16,0,0
19135,Monroe County,14799,6913,406,6608,796,76,0,0,0,0,0
19137,Montgomery County,14361,11729,1218,1202,207,5,0,0,0,0,0
19139,Muscatine County,24780,16832,583,6430,810,109,4,5,7,0,0
19141,O'Brien County,18510,17368,683,380,76,3,0,0,0,0,0
19143,Osceola County,11540,10321,425,557,217,20,0,0,0,0,0
19145,Page County,17714,14369,1816,1411,103,15,0,0,0,0,0
19147,Palo Alto County,16145,13412,205,2096,385,30,7,10,0,0,0
19149,Plymouth County,28033,22566,1350,2213,647,399,331,235,198,94,0
19151,Pocahontas County,18881,17544,195,966,149,22,3,2,0,0,0
19153,Polk County,200065,145096,4349,48030,2361,176,41,10,2,0,0
19155,Pottawattamie County,75848,62444,5618,7204,511,65,6,0,0,0,0
19157,Poweshiek County,20306,10466,632,5226,1752,1421,797,12,0,0,0
19159,Ringgold County,13626,7959,1697,3684,266,20,0,0,0,0,0
19161,Sac County,18940,16465,266,2096,86,23,4,0,0,0,0
19163,Scott County,74552,68597,1199,4046,608,102,0,0,0,0,0
19165,Shelby County,17310,16175,430,569,89,43,4,0,0,0,0
19167,Sioux County,30687,26169,1506,2709,200,91,12,0,0,0,0
19169,Story County,37633,14284,1185,10808,6303,2876,2127,50,0,0,0
19171,Tama County,22286,13047,417,3520,1999,1479,1599,136,60,23,6
19173,Taylor County,16422,11468,1749,2854,330,20,1,0,0,0,0
19175,Union County,14696,6775,1445,4239,1551,572,105,9,0,0,0
19177,Van Buren County,14292,9051,672,4006,532,31,0,0,0,0,0
19179,Wapello County,30704,10545,1499,14682,3797,175,6,0,0,0,0
19181,Warren County,33624,16786,1000,13770,1602,401,65,0,0,0,0
19183,Washington County,21239,14828,516,4521,1023,288,44,19,0,0,0
19185,Wayne County,13890,6553,1240,3691,1774,546,79,7,0,0,0
19187,Webster County,32637,24117,673,6886,918,39,4,0,0,0,0
19189,Winnebago County,12544,9650,1299,1535,56,4,0,0,0,0,0
19191,Winneshiek County,21293,12603,6130,2513,47,0,0,0,0,0,0
19193,Woodbury County,55618,31219,6982,14450,2227,573,139,27,1,0,0
19195,Worth County,11673,9094,1208,1203,161,7,0,0,0,0,0
19197,Wright County,18555,16412,176,1865,101,1,0,0,0,0,0
20001,Allen County,10812,1900,1375,2953,3073,857,456,170,28,0,0
20003,Anderson County,7292,1094,373,1502,1313,1358,1011,369,241,31,0
20005,Atchison County,9683,3084,1716,3314,1565,4,0,0,0,0,0
20007,Barber County,6843,942,214,840,1139,871,525,815,1289,171,37
20009,Barton County,18003,5075,1149,3946,2499,3093,1653,543,31,8,6
20011,Bourbon County,12273,692,646,3599,3247,1640,1387,770,287,5,0
20013,Brown County,8554,5233,1333,1591,323,60,10,4,0,0,0
20015,Butler County,33207,1419,651,4345,4324,4622,5108,4092,4093,2241,2312
20017,Chase County,4417,263,134,553,370,481,1009,1215,342,48,2
20019,Chautauqua County,5435,67,27,369,471,1011,669,1201,1197,271,152
20021,Cherokee County,15780,2091,971,4014,3624,2194,2417,428,41,0,0
20023,Cheyenne County,4818,1135,443,725,965,360,1076,114,0,0,0
20025,Clark County,3833,132,37,209,237,183,251,798,783,844,359
20027,Clay County,7595,2463,549,1805,1056,1434,263,25,0,0,0
20029,Cloud County,9322,3723,351,1204,1281,2725,34,4,0,0,0
20031,Coffey County,8171,1288,599,2310,1147,618,729,720,391,179,190
20033,Comanche County,3542,88,40,206,154,225,248,630,403,321,1227
20035,Cowley County,20735,551,175,1367,2121,2466,3608,2732,5195,1944,576
20037,Crawford County,23970,5307,3101,7957,4912,1892,725,76,0,0,0
20039,Decatur County,5013,1634,1030,2125,224,0,0,0,0,0,0
20041,Dickinson County,13911,4665,814,2343,2146,2387,1271,261,24,0,0
20043,Doniphan County,7731,5287,1533,867,44,0,0,0,0,0,0
20045,Douglas County,40856,10972,3634,10715,7622,4961,1664,933,354,1,0
20047,Edwards County,4587,1943,147,493,296,263,903,406,88,47,1
20049,Elk County,4337,25,67,301,363,951,1032,607,452,212,327
20051,Ellis County,15777,2202,822,2957,1904,1176,2888,3734,94,0,0
20053,Ellsworth County,6364,970,179,1057,1413,2215,387,139,4,0,0
20055,Finney County,15545,3171,619,2237,1694,1642,740,607,3033,1401,401
20057,Ford County,15585,1390,332,975,792,626,457,904,297,122,122
20059,Franklin County,14445,3576,1542,3433,2143,1535,1381,562,269,4,0
20061,Geary County,13828,341,246,2630,1722,3394,2998,2251,244,2,0
20063,Gove County,4532,1198,210,1636,695,739,54,0,0,0,0
20065,Graham County,5059,1017,233,1162,913,1666,68,0,0,0,0
20067,Grant County,5765,1383,99,469,466,408,252,1120,1568,0,0
20069,Gray County,6404,2536,202,747,873,1433,555,43,15,0,0
20071,Greeley County,3399,1448,114,560,1038,230,8,1,0,0,0
20073,Greenwood County,9388,446,300,1793,1839,2867,1203,642,270,26,2
20075,Hamilton County,4239,962,144,581,743,667,424,718,0,0,0
20077,Harper County,7118,2235,315,866,443,1443,289,1361,135,31,0
20079,Harvey County,18734,9713,1885,4219,1494,1003,300,101,17,2,0
20081,Haskell County,4222,2711,144,914,315,106,12,18,2,0,0
20083,Hodgeman County,3559,513,117,485,607,958,774,103,2,0,0
20085,Jackson County,9169,690,520,2652,2654,1536,664,303,107,25,18
20087,Jefferson County,15223,2267,1116,3133,2511,1834,2090,1679,545,48,0
20089,Jewell County,6896,3216,546,1494,922,700,18,0,0,0,0
20091,Johnson County,223438,138172,28557,36659,12198,5988,1532,288,44,0,0
20093,Kearny County,4212,1263,143,988,1482,250,80,6,0,0,0
20095,Kingman County,8013,1309,440,1117,995,808,757,708,631,649,599
20097,Kiowa County,3889,414,130,704,711,605,209,577,393,120,26
20099,Labette County,15459,890,567,3492,4400,4501,1225,308,65,11,0
20101,Lane County,3545,747,131,427,514,536,180,416,594,0,0
20103,Leavenworth County,32013,3892,3277,11498,6199,3962,2248,750,187,0,0
20105,Lincoln County,4996,1579,269,1878,858,373,38,1,0,0,0
20107,Linn County,18502,3501,3045,7268,2877,1352,368,82,4,5,0
20109,Logan County,4297,953,152,768,983,406,1033,2,0,0,0
20111,Lyon County,17059,3922,1079,3907,2298,3594,1136,659,380,47,37
20113,McPherson County,17861,12125,1205,2020,1005,933,360,137,56,8,12
20115,Marion County,12376,3203,774,2311,2790,1794,1348,151,5,0,0
20117,Marshall County,9788,3594,843,2992,2041,233,73,12,0,0,0
20119,Meade County,5267,852,86,391,256,463,908,560,1415,330,6
20121,Miami County,18335,1843,1381,5583,4096,2877,1685,806,64,0,0
20123,Mitchell County,7460,3020,305,1037,2426,661,11,0,0,0,0
20125,Montgomery County,22809,410,201,957,903,1585,2214,8124,7185,900,330
20127,Morris County,6261,338,217,1449,1539,1548,636,418,116,0,0
20129,Morton County,5003,879,128,953,680,448,1269,423,146,69,8
20131,Nemaha County,8697,4503,985,2325,608,240,24,12,0,0,0
20133,Neosho County,12072,3461,805,2536,1547,1557,1286,853,27,0,0
20135,Ness County,6042,841,260,890,1748,1840,463,0,0,0,0
20137,Norton County,6137,1521,327,1244,2187,857,1,0,0,0,0
20139,Osage County,12304,882,776,3025,1995,1712,1433,1283,967,189,42
20141,Osborne County,6578,1998,470,1981,1457,654,18,0,0,0,0
20143,Ottawa County,6701,2151,432,976,1950,564,414,188,26,0,0
20145,Pawnee County,6350,2864,832,1581,594,216,188,30,38,6,1
20147,Phillips County,7091,1960,667,3745,543,97,53,24,2,0,0
20149,Pottawatomie County,16089,1801,988,4429,4044,3117,1090,446,171,3,0
20151,Pratt County,7953,1728,319,872,729,496,346,982,2407,40,34
20153,Rawlins County,5125,1607,519,1480,1254,151,114,0,0,0,0
20155,Reno County,35384,8882,2154,6459,3952,2874,4081,4331,1364,548,739
20157,Republic County,7210,4609,732,1500,338,28,3,0,0,0,0
20159,Rice County,9306,5147,933,1747,555,419,140,102,122,63,78
20161,Riley County,24556,4239,2111,7817,5359,3266,1034,419,262,45,4
20163,Rooks County,6720,1074,266,1663,1635,659,1378,45,0,0,0
20165,Rush County,5319,1158,229,1055,1142,534,757,434,10,0,0
20167,Russell County,7821,716,284,1500,1691,992,1991,647,0,0,0
20169,Saline County,26176,11814,1498,3433,1976,2679,3613,927,236,0,0
20171,Scott County,4794,2261,335,738,1332,111,11,6,0,0,0
20173,Sedgwick County,225396,93396,9894,30998,23152,15745,12318,16274,19970,2987,662
20175,Seward County,10108,633,107,344,311,456,454,544,711,986,5562
20177,Shawnee County,75212,25392,4863,17388,9748,6297,3863,3531,2499,1126,505
20179,Sheridan County,4090,1423,222,817,630,684,314,0,0,0,0
20181,Sherman County,6370,1969,406,980,1582,1402,28,3,0,0,0
20183,Smith County,6691,2830,674,1444,1117,316,310,0,0,0,0
20185,Stafford County,6021,2396,401,1178,914,364,191,157,142,68,210
20187,Stanton County,4032,1667,125,1275,746,188,30,1,0,0,0
20189,Stevens County,5743,1726,203,633,507,418,504,1177,575,0,0
20191,Sumner County,18308,4760,781,2666,2067,1298,1676,926,3518,543,73
20193,Thomas County,7374,2635,399,1393,401,388,855,1303,0,0,0
20195,Trego County,4722,808,169,812,995,966,941,31,0,0,0
20197,Wabaunsee County,7129,595,262,1237,1305,1686,1338,548,147,11,0
20199,Wallace County,2876,765,121,417,756,665,151,1,0,0,0
20201,Washington County,7830,3308,1286,2101,641,365,106,14,9,0,0
20203,Wichita County,3274,1330,177,1333,322,88,20,4,0,0,0
20205,Wilson County,9866,1116,551,2550,2391,1638,972,398,190,56,4
20207,Woodson County,4783,1034,582,1029,717,585,567,233,28,8,0
20209,Wyandotte County,68052,37516,7330,16786,5664,738,17,1,0,0,0
21001,Adair County,14369,1698,1729,7347,3495,100,0,0,0,0,0
21003,Allen County,14145,6365,4211,3475,94,0,0,0,0,0,0
21005,Anderson County,12324,6325,3036,2798,165,0,0,0,0,0,0
21007,Ballard County,6359,3424,1636,1235,64,0,0,0,0,0,0
21009,Barren County,23480,13278,6247,3633,320,2,0,0,0,0,0
21011,Bath County,6760,1641,1158,2424,1040,344,122,31,0,0,0
21013,Bell County,,0,0,0,0,0,0,0,0,0,0
21015,Boone County,53422,37448,15085,887,2,0,0,0,0,0,0
21017,Bourbon County,9140,6535,1023,1524,58,0,0,0,0,0,0
21019,Boyd County,26153,8428,6133,6235,2700,1865,652,117,23,0,0
21021,Boyle County,12765,9066,2532,1147,20,0,0,0,0,0,0
21023,Bracken County,5806,2627,2242,937,0,0,0,0,0,0,0
21025,Breathitt County,8636,2,10,1359,2676,1837,1196,862,466,142,86
21027,Breckinridge County,22670,5326,5046,9082,2693,467,56,0,0,0,0
21029,Bullitt County,33177,13110,6598,10287,2983,194,5,0,0,0,0
21031,Butler County,8457,1260,1744,4797,651,5,0,0,0,0,0
21033,Caldwell County,9351,1860,2354,4709,415,13,0,0,0,0,0
21035,Calloway County,39267,9148,9769,16081,4233,36,0,0,0,0,0
21037,Campbell County,34368,20627,13342,399,0,0,0,0,0,0,0
21039,Carlisle County,3858,2043,1240,553,22,0,0,0,0,0,0
21041,Carroll County,5220,2971,1605,611,33,0,0,0,0,0,0
21043,Carter County,14657,239,425,3536,3710,2958,2232,1125,401,31,0
21045,Casey County,10656,1082,1185,4782,3183,385,39,0,0,0,0
21047,Christian County,27043,15425,6961,4073,575,9,0,0,0,0,0
21049,Clark County,17082,12548,2010,2459,65,0,0,0,0,0,0
21051,Clay County,,0,0,0,0,0,0,0,0,0,0
21053,Clinton County,,0,0,0,0,0,0,0,0,0,0
21055,Crittenden County,8071,1764,1824,3704,742,37,0,0,0,0,0
21057,Cumberland County,4728,572,527,1957,1406,263,3,0,0,0,0
21059,Daviess County,45019,35266,5366,3535,753,86,13,0,0,0,0
21061,Edmonson County,11654,2117,2714,5923,869,28,3,0,0,0,0
21063,Elliott County,3958,3,26,660,1094,1088,724,332,29,2,0
21065,Estill County,,0,0,0,0,0,0,0,0,0,0
21067,Fayette County,112320,104402,6879,985,54,0,0,0,0,0,0
21069,Fleming County,9070,3799,1329,2165,1070,532,160,14,1,0,0
21071,Floyd County,20425,2,23,3763,7617,4249,2420,1447,625,163,116
21073,Franklin County,21988,14860,5356,1658,114,0,0,0,0,0,0
21075,Fulton County,4949,2650,1397,817,84,1,0,0,0,0,0
21077,Gallatin County,4665,2444,1374,839,8,0,0,0,0,0,0
21079,Garrard County,10248,4870,1949,2130,1012,280,7,0,0,0,0
21081,Grant County,10914,6059,2457,2254,143,1,0,0,0,0,0
21083,Graves County,29215,13863,7633,6458,1207,54,0,0,0,0,0
21085,Grayson County,29719,6056,6202,14227,3068,164,2,0,0,0,0
21087,Green County,8386,1832,1543,3916,1025,70,0,0,0,0,0
21089,Greenup County,21965,4246,4048,6570,3027,2170,1208,580,108,7,1
21091,Hancock County,5535,2176,1138,1943,278,0,0,0,0,0,0
21093,Hardin County,45001,21858,11258,9421,2301,162,1,0,0,0,0
21095,Harlan County,17042,53,428,6591,4438,2501,1486,970,458,78,39
21097,Harrison County,8910,5001,1930,1965,14,0,0,0,0,0,0
21099,Hart County,12140,2994,2407,5409,1310,20,0,0,0,0,0
21101,Henderson County,20283,14980,3602,1620,78,1,2,0,0,0,0
21103,Henry County,,0,0,0,0,0,0,0,0,0,0
21105,Hickman County,4354,2863,953,507,31,0,0,0,0,0,0
21107,Hopkins County,28369,3689,4124,15840,4585,123,4,4,0,0,0
21109,Jackson County,,0,0,0,0,0,0,0,0,0,0
21111,Jefferson County,285890,257190,26442,2189,69,0,0,0,0,0,0
21113,Jessamine County,20753,15702,3531,1517,3,0,0,0,0,0,0
21115,Johnson County,11122,2,9,1038,3275,2532,1907,1372,762,167,58
21117,Kenton County,62056,43250,16975,1819,12,0,0,0,0,0,0
21119,Knott County,,0,0,0,0,0,0,0,0,0,0
21121,Knox County,15238,831,841,2277,2272,2295,1785,1862,1933,708,434
21123,Larue County,9147,4454,1696,2330,630,37,0,0,0,0,0
21125,Laurel County,27128,6421,3637,7562,4114,2399,1546,1167,266,16,0
21127,Lawrence County,9728,68,234,2253,2612,2017,1342,827,330,34,11
21129,Lee County,,0,0,0,0,0,0,0,0,0,0
21131,Leslie County,8913,2,18,1218,1992,1559,1277,1196,990,361,300
21133,Letcher County,12547,9,44,3860,3912,2130,1233,713,361,105,179
21135,Lewis County,8136,1702,1293,3050,1331,606,137,16,1,0,0
21137,Lincoln County,14801,6406,2809,3669,1579,327,11,0,0,0,0
21139,Livingston County,7958,1232,1227,3969,1384,146,0,0,0,0,0
21141,Logan County,18486,7209,5213,5470,585,9,0,0,0,0,0
21143,Lyon County,10378,600,1683,6358,1673,64,0,0,0,0,0
21145,McCracken County,34978,9609,14672,10149,548,0,0,0,0,0,0
21147,McCreary County,10287,67,356,2954,2914,2336,1096,439,111,7,7
21149,McLean County,6624,3505,1436,1499,184,0,0,0,0,0,0
21151,Madison County,36519,24441,5858,4454,1245,356,140,23,2,0,0
21153,Magoffin County,8125,1,0,150,747,1197,1218,1413,1680,883,836
21155,Marion County,10463,5153,1903,2757,642,8,0,0,0,0,0
21157,Marshall County,25831,3889,7541,13429,963,9,0,0,0,0,0
21159,Martin County,6621,2,0,217,1546,1788,1118,1011,582,201,156
21161,Mason County,11106,7737,2742,597,30,0,0,0,0,0,0
21163,Meade County,14623,3947,2819,6660,1137,60,0,0,0,0,0
21165,Menifee County,,0,0,0,0,0,0,0,0,0,0
21167,Mercer County,12032,7314,2280,2364,74,0,0,0,0,0,0
21169,Metcalfe County,6586,1071,1072,3118,1266,59,0,0,0,0,0
21171,Monroe County,8403,878,844,3473,2749,444,15,0,0,0,0
21173,Montgomery County,12604,6972,1793,2463,1157,214,4,1,0,0,0
21175,Morgan County,8081,116,64,1195,1766,2181,1495,951,209,48,56
21177,Muhlenberg County,19846,1571,2159,12164,3734,195,23,0,0,0,0
21179,Nelson County,24529,11813,6100,5521,1092,3,0,0,0,0,0
21181,Nicholas County,4939,2386,1258,1243,52,0,0,0,0,0,0
21183,Ohio County,15471,3291,3030,7090,1834,220,6,0,0,0,0
21185,Oldham County,26130,17527,7777,824,2,0,0,0,0,0,0
21187,Owen County,11661,4600,4641,2377,43,0,0,0,0,0,0
21189,Owsley County,3443,8,8,340,830,722,518,621,328,48,20
21191,Pendleton County,7967,3620,2988,1314,45,0,0,0,0,0,0
21193,Perry County,14815,45,221,2109,2883,2784,1889,1663,1384,629,1196
21195,Pike County,37440,186,641,8757,12207,7243,4180,2543,1148,294,241
21197,Powell County,7087,1092,1081,2735,1356,507,207,105,4,0,0
21199,Pulaski County,46982,15781,10186,14514,4222,1757,434,77,11,0,0
21201,Robertson County,1580,547,724,309,0,0,0,0,0,0,0
21203,Rockcastle County,,0,0,0,0,0,0,0,0,0,0
21205,Rowan County,12134,397,797,4534,3399,1718,759,479,51,0,0
21207,Russell County,20846,5711,5781,8051,1299,4,0,0,0,0,0
21209,Scott County,22571,16109,3801,2563,98,0,0,0,0,0,0
21211,Shelby County,20641,13178,3384,3766,313,0,0,0,0,0,0
21213,Simpson County,9757,7438,1495,755,69,0,0,0,0,0,0
21215,Spencer County,9114,5561,2150,1346,57,0,0,0,0,0,0
21217,Taylor County,13419,6465,3254,2952,709,39,0,0,0,0,0
21219,Todd County,8460,5696,1847,901,16,0,0,0,0,0,0
21221,Trigg County,18661,2207,4768,10741,884,61,0,0,0,0,0
21223,Trimble County,5556,2958,1787,779,32,0,0,0,0,0,0
21225,Union County,8324,5787,1877,615,45,0,0,0,0,0,0
21227,Warren County,50986,29031,11667,8883,1355,50,0,0,0,0,0
21229,Washington County,6950,3209,1865,1855,21,0,0,0,0,0,0
21231,Wayne County,15234,2667,2403,5042,3164,1439,440,74,3,2,0
21233,Webster County,10788,2993,1386,3550,2712,147,0,0,0,0,0
21235,Whitley County,18437,1616,1891,4200,3097,2449,1636,1247,1041,519,741
21237,Wolfe County,,0,0,0,0,0,0,0,0,0,0
21239,Woodford County,11732,7735,2619,1378,0,0,0,0,0,0,0
22001,Acadia Parish,33719,27136,6286,297,0,0,0,0,0,0,0
22003,Allen Parish,13282,2152,1829,3897,1464,1142,1173,901,564,120,40
22005,Ascension Parish,51801,47808,3992,1,0,0,0,0,0,0,0
22007,Assumption Parish,12004,11829,175,0,0,0,0,0,0,0,0
22009,Avoyelles Parish,27151,17572,6599,2539,401,40,0,0,0,0,0
22011,Beauregard Parish,21221,912,1178,4410,3011,2616,2581,3082,2334,674,423
