fips,name,count_property,count_windfactor1,count_windfactor2,count_windfactor3,count_windfactor4,count_windfactor5,count_windfactor6,count_windfactor7,count_windfactor8,count_windfactor9,count_windfactor10
01113,"Russell County, AL",34061,0,0,0,0,0,33005,560,496,0,0
01115,"St. Clair County, AL",54873,0,0,0,37843,7094,9936,0,0,0,0
01117,"Shelby County, AL",96477,0,0,0,2131,2177,92003,15,151,0,0
01119,"Sumter County, AL",14752,0,0,0,0,0,13340,129,1283,0,0
01121,"Talladega County, AL",60664,0,0,0,20648,5828,34183,0,5,0,0
01123,"Tallapoosa County, AL",37039,0,0,0,0,0,36329,38,672,0,0
01125,"Tuscaloosa County, AL",103992,0,0,0,184,1406,102326,25,51,0,0
01127,"Walker County, AL",53157,0,0,0,28215,12400,12542,0,0,0,0
01129,"Washington County, AL",22211,0,0,0,0,0,0,0,22159,52,0
01131,"Wilcox County, AL",14865,0,0,0,0,0,370,493,14002,0,0
01133,"Winston County, AL",25680,0,0,0,20218,2749,2713,0,0,0,0
05001,"Arkansas County, AR",15767,0,0,3,13800,559,1405,0,0,0,0
05003,"Ashley County, AR",18669,0,0,0,0,0,18660,2,7,0,0
05005,"Baxter County, AR",37282,0,37274,8,0,0,0,0,0,0,0
05007,"Benton County, AR",156983,0,156943,40,0,0,0,0,0,0,0
05009,"Boone County, AR",25275,0,25275,0,0,0,0,0,0,0,0
05011,"Bradley County, AR",12368,0,0,0,2274,281,9813,0,0,0,0
05013,"Calhoun County, AR",10070,0,0,0,4277,1748,4045,0,0,0,0
05015,"Carroll County, AR",24422,0,24421,1,0,0,0,0,0,0,0
05017,"Chicot County, AR",11103,0,0,0,19,40,10931,24,89,0,0
05019,"Clark County, AR",19385,0,6,3614,15478,181,106,0,0,0,0
05021,"Clay County, AR",15980,0,3349,8254,4377,0,0,0,0,0,0
05023,"Cleburne County, AR",29024,0,26015,2980,29,0,0,0,0,0,0
05025,"Cleveland County, AR",6987,0,0,0,6456,107,424,0,0,0,0
05027,"Columbia County, AR",11760,0,0,0,2259,1727,7774,0,0,0,0
05029,"Conway County, AR",18673,0,15830,2697,146,0,0,0,0,0,0
05031,"Craighead County, AR",49854,0,8782,31077,9995,0,0,0,0,0,0
05033,"Crawford County, AR",35949,0,35917,28,4,0,0,0,0,0,0
05035,"Crittenden County, AR",22268,0,0,81,21879,186,122,0,0,0,0
05037,"Cross County, AR",12193,0,1,4698,7494,0,0,0,0,0,0
05039,"Dallas County, AR",10818,0,0,0,9226,1104,488,0,0,0,0
05041,"Desha County, AR",9337,0,0,0,2153,1054,6130,0,0,0,0
05043,"Drew County, AR",10519,0,0,0,3116,1523,5880,0,0,0,0
05045,"Faulkner County, AR",58022,0,14644,41866,1512,0,0,0,0,0,0
05047,"Franklin County, AR",14936,0,14922,14,0,0,0,0,0,0,0
05049,"Fulton County, AR",5377,0,5339,38,0,0,0,0,0,0,0
05051,"Garland County, AR",73865,0,5190,64236,4400,4,35,0,0,0,0
05053,"Grant County, AR",5723,0,0,72,5635,11,5,0,0,0,0
05055,"Greene County, AR",27280,0,8097,14920,4263,0,0,0,0,0,0
05057,"Hempstead County, AR",15686,0,0,1204,13763,194,525,0,0,0,0
05059,"Hot Spring County, AR",20435,0,12,7463,12914,34,12,0,0,0,0
05061,"Howard County, AR",10130,0,410,4175,5520,2,23,0,0,0,0
05063,"Independence County, AR",18076,0,16216,1333,527,0,0,0,0,0,0
05065,"Izard County, AR",28601,0,28235,366,0,0,0,0,0,0,0
05067,"Jackson County, AR",14028,0,2131,7911,3986,0,0,0,0,0,0
05069,"Jefferson County, AR",51867,0,0,148,49654,263,1802,0,0,0,0
05071,"Johnson County, AR",15977,0,15971,6,0,0,0,0,0,0,0
05073,"Lafayette County, AR",8891,0,0,0,4359,434,4046,24,28,0,0
05075,"Lawrence County, AR",5800,0,2326,1282,2192,0,0,0,0,0,0
05077,"Lee County, AR",7107,0,0,286,5792,1019,10,0,0,0,0
05079,"Lincoln County, AR",7238,0,0,0,5276,335,1627,0,0,0,0
05081,"Little River County, AR",13934,0,0,1108,12311,168,347,0,0,0,0
05083,"Logan County, AR",19237,0,19204,33,0,0,0,0,0,0,0
05085,"Lonoke County, AR",36917,0,5289,23117,8442,60,9,0,0,0,0
05087,"Madison County, AR",17135,0,17135,0,0,0,0,0,0,0,0
05089,"Marion County, AR",10271,0,10254,17,0,0,0,0,0,0,0
05091,"Miller County, AR",26269,0,0,0,20267,434,5568,0,0,0,0
05093,"Mississippi County, AR",30248,0,7,3453,26784,2,2,0,0,0,0
05095,"Monroe County, AR",9313,0,0,665,8289,239,120,0,0,0,0
05097,"Montgomery County, AR",11008,0,8432,2374,202,0,0,0,0,0,0
05099,"Nevada County, AR",12157,0,0,129,10915,440,673,0,0,0,0
05101,"Newton County, AR",5838,0,5838,0,0,0,0,0,0,0,0
05103,"Ouachita County, AR",16521,0,0,0,7990,4045,4486,0,0,0,0
05105,"Perry County, AR",9398,0,6678,2530,190,0,0,0,0,0,0
05107,"Phillips County, AR",16177,0,0,5,11504,1463,3205,0,0,0,0
05109,"Pike County, AR",10640,0,262,8222,2155,0,1,0,0,0,0
05111,"Poinsett County, AR",18992,0,167,7979,10846,0,0,0,0,0,0
05113,"Polk County, AR",18307,0,15086,2673,548,0,0,0,0,0,0
05115,"Pope County, AR",30032,0,29798,233,1,0,0,0,0,0,0
05117,"Prairie County, AR",9885,0,122,3881,5854,24,4,0,0,0,0
05119,"Pulaski County, AR",175268,0,4803,153636,16827,1,1,0,0,0,0
05121,"Randolph County, AR",16499,0,14293,1523,683,0,0,0,0,0,0
05123,"St. Francis County, AR",11375,0,0,1980,9384,10,1,0,0,0,0
05125,"Saline County, AR",73817,0,2024,57932,13859,0,2,0,0,0,0
05127,"Scott County, AR",10033,0,9855,174,4,0,0,0,0,0,0
05129,"Searcy County, AR",7856,0,7855,1,0,0,0,0,0,0,0
05131,"Sebastian County, AR",57927,0,57821,106,0,0,0,0,0,0,0
05133,"Sevier County, AR",11794,0,92,7190,4483,8,21,0,0,0,0
05135,"Sharp County, AR",45326,0,45061,265,0,0,0,0,0,0,0
05137,"Stone County, AR",14993,0,14889,104,0,0,0,0,0,0,0
05139,"Union County, AR",29613,0,0,0,23,480,29105,5,0,0,0
05141,"Van Buren County, AR",30433,0,29342,1075,16,0,0,0,0,0,0
05143,"Washington County, AR",99697,0,99686,11,0,0,0,0,0,0,0
05145,"White County, AR",45616,0,25730,18690,1196,0,0,0,0,0,0
05147,"Woodruff County, AR",10518,0,342,4374,5802,0,0,0,0,0,0
05149,"Yell County, AR",6787,0,6566,217,4,0,0,0,0,0,0
04001,"Apache County, AZ",56147,56147,0,0,0,0,0,0,0,0,0
04003,"Cochise County, AZ",124181,124181,0,0,0,0,0,0,0,0,0
04005,"Coconino County, AZ",76657,76657,0,0,0,0,0,0,0,0,0
04007,"Gila County, AZ",32536,32536,0,0,0,0,0,0,0,0,0
04009,"Graham County, AZ",17693,17693,0,0,0,0,0,0,0,0,0
04011,"Greenlee County, AZ",4516,4516,0,0,0,0,0,0,0,0,0
04012,"La Paz County, AZ",15943,15943,0,0,0,0,0,0,0,0,0
04013,"Maricopa County, AZ",1579949,1579949,0,0,0,0,0,0,0,0,0
04015,"Mohave County, AZ",259974,259974,0,0,0,0,0,0,0,0,0
04017,"Navajo County, AZ",86423,86423,0,0,0,0,0,0,0,0,0
04019,"Pima County, AZ",426780,426780,0,0,0,0,0,0,0,0,0
04021,"Pinal County, AZ",240333,240333,0,0,0,0,0,0,0,0,0
04023,"Santa Cruz County, AZ",43160,43160,0,0,0,0,0,0,0,0,0
04025,"Yavapai County, AZ",172031,172031,0,0,0,0,0,0,0,0,0
04027,"Yuma County, AZ",89440,89440,0,0,0,0,0,0,0,0,0
06001,"Alameda County, CA",403686,403686,0,0,0,0,0,0,0,0,0
06003,"Alpine County, CA",2253,2253,0,0,0,0,0,0,0,0,0
06005,"Amador County, CA",23926,23926,0,0,0,0,0,0,0,0,0
06007,"Butte County, CA",94889,94889,0,0,0,0,0,0,0,0,0
06009,"Calaveras County, CA",43053,43053,0,0,0,0,0,0,0,0,0
06011,"Colusa County, CA",14767,14767,0,0,0,0,0,0,0,0,0
06013,"Contra Costa County, CA",361354,361354,0,0,0,0,0,0,0,0,0
06015,"Del Norte County, CA",16129,16129,0,0,0,0,0,0,0,0,0
06017,"El Dorado County, CA",113093,113093,0,0,0,0,0,0,0,0,0
06019,"Fresno County, CA",304920,304920,0,0,0,0,0,0,0,0,0
06021,"Glenn County, CA",14919,14919,0,0,0,0,0,0,0,0,0
06023,"Humboldt County, CA",72340,72340,0,0,0,0,0,0,0,0,0
06025,"Imperial County, CA",86929,86929,0,0,0,0,0,0,0,0,0
06027,"Inyo County, CA",15746,15746,0,0,0,0,0,0,0,0,0
06029,"Kern County, CA",405898,405898,0,0,0,0,0,0,0,0,0
06031,"Kings County, CA",49954,49954,0,0,0,0,0,0,0,0,0
06033,"Lake County, CA",63975,63975,0,0,0,0,0,0,0,0,0
06035,"Lassen County, CA",33208,33208,0,0,0,0,0,0,0,0,0
06037,"Los Angeles County, CA",2091799,2091799,0,0,0,0,0,0,0,0,0
06039,"Madera County, CA",61089,61089,0,0,0,0,0,0,0,0,0
06041,"Marin County, CA",96109,96109,0,0,0,0,0,0,0,0,0
06043,"Mariposa County, CA",14277,14277,0,0,0,0,0,0,0,0,0
06045,"Mendocino County, CA",61050,61050,0,0,0,0,0,0,0,0,0
06047,"Merced County, CA",87597,87597,0,0,0,0,0,0,0,0,0
06049,"Modoc County, CA",33092,33092,0,0,0,0,0,0,0,0,0
06051,"Mono County, CA",20241,20241,0,0,0,0,0,0,0,0,0
06053,"Monterey County, CA",120565,120565,0,0,0,0,0,0,0,0,0
06055,"Napa County, CA",49716,49716,0,0,0,0,0,0,0,0,0
06057,"Nevada County, CA",63148,63148,0,0,0,0,0,0,0,0,0
06059,"Orange County, CA",683873,683873,0,0,0,0,0,0,0,0,0
06061,"Placer County, CA",177811,177811,0,0,0,0,0,0,0,0,0
06063,"Plumas County, CA",25498,25498,0,0,0,0,0,0,0,0,0
06065,"Riverside County, CA",886184,886184,0,0,0,0,0,0,0,0,0
06067,"Sacramento County, CA",460997,460997,0,0,0,0,0,0,0,0,0
06069,"San Benito County, CA",21756,21756,0,0,0,0,0,0,0,0,0
06071,"San Bernardino County, CA",821833,821833,0,0,0,0,0,0,0,0,0
06073,"San Diego County, CA",743584,743584,0,0,0,0,0,0,0,0,0
06075,"San Francisco County, CA",156686,156686,0,0,0,0,0,0,0,0,0
06077,"San Joaquin County, CA",231831,231831,0,0,0,0,0,0,0,0,0
06079,"San Luis Obispo County, CA",127867,127867,0,0,0,0,0,0,0,0,0
06081,"San Mateo County, CA",196059,196059,0,0,0,0,0,0,0,0,0
06083,"Santa Barbara County, CA",130349,130349,0,0,0,0,0,0,0,0,0
06085,"Santa Clara County, CA",471522,471522,0,0,0,0,0,0,0,0,0
06087,"Santa Cruz County, CA",95263,95263,0,0,0,0,0,0,0,0,0
06089,"Shasta County, CA",95352,95352,0,0,0,0,0,0,0,0,0
06091,"Sierra County, CA",5066,5066,0,0,0,0,0,0,0,0,0
06093,"Siskiyou County, CA",53544,53544,0,0,0,0,0,0,0,0,0
06095,"Solano County, CA",142066,142066,0,0,0,0,0,0,0,0,0
06097,"Sonoma County, CA",185333,185333,0,0,0,0,0,0,0,0,0
06099,"Stanislaus County, CA",162853,162853,0,0,0,0,0,0,0,0,0
06101,"Sutter County, CA",35516,35516,0,0,0,0,0,0,0,0,0
06103,"Tehama County, CA",40002,40002,0,0,0,0,0,0,0,0,0
06105,"Trinity County, CA",16162,16162,0,0,0,0,0,0,0,0,0
06107,"Tulare County, CA",157165,157165,0,0,0,0,0,0,0,0,0
06109,"Tuolumne County, CA",43061,43061,0,0,0,0,0,0,0,0,0
06111,"Ventura County, CA",257578,257578,0,0,0,0,0,0,0,0,0
06113,"Yolo County, CA",64476,64476,0,0,0,0,0,0,0,0,0
06115,"Yuba County, CA",32374,32374,0,0,0,0,0,0,0,0,0
08001,"Adams County, CO",166939,0,166939,0,0,0,0,0,0,0,0
08003,"Alamosa County, CO",14255,14255,0,0,0,0,0,0,0,0,0
08005,"Arapahoe County, CO",218411,0,218411,0,0,0,0,0,0,0,0
08007,"Archuleta County, CO",18091,18091,0,0,0,0,0,0,0,0,0
08009,"Baca County, CO",621,0,621,0,0,0,0,0,0,0,0
08013,"Boulder County, CO",110032,110032,0,0,0,0,0,0,0,0,0
08014,"Broomfield County, CO",25958,25958,0,0,0,0,0,0,0,0,0
08015,"Chaffee County, CO",16447,16447,0,0,0,0,0,0,0,0,0
08017,"Cheyenne County, CO",4612,0,4612,0,0,0,0,0,0,0,0
08019,"Clear Creek County, CO",14824,14824,0,0,0,0,0,0,0,0,0
08021,"Conejos County, CO",8121,8121,0,0,0,0,0,0,0,0,0
08023,"Costilla County, CO",46292,46292,0,0,0,0,0,0,0,0,0
08027,"Custer County, CO",8888,8888,0,0,0,0,0,0,0,0,0
08029,"Delta County, CO",18603,18603,0,0,0,0,0,0,0,0,0
08031,"Denver County, CO",188333,0,188333,0,0,0,0,0,0,0,0
08033,"Dolores County, CO",3712,3712,0,0,0,0,0,0,0,0,0
08035,"Douglas County, CO",145387,0,145387,0,0,0,0,0,0,0,0
08037,"Eagle County, CO",23832,23832,0,0,0,0,0,0,0,0,0
08039,"Elbert County, CO",13102,0,13102,0,0,0,0,0,0,0,0
08041,"El Paso County, CO",249835,0,249835,0,0,0,0,0,0,0,0
08043,"Fremont County, CO",28434,28434,0,0,0,0,0,0,0,0,0
08045,"Garfield County, CO",27510,27510,0,0,0,0,0,0,0,0,0
08047,"Gilpin County, CO",8713,8713,0,0,0,0,0,0,0,0,0
08049,"Grand County, CO",21309,21309,0,0,0,0,0,0,0,0,0
08051,"Gunnison County, CO",17738,17738,0,0,0,0,0,0,0,0,0
08055,"Huerfano County, CO",13457,13457,0,0,0,0,0,0,0,0,0
08059,"Jefferson County, CO",236634,0,236634,0,0,0,0,0,0,0,0
08063,"Kit Carson County, CO",9518,0,9518,0,0,0,0,0,0,0,0
08065,"Lake County, CO",8512,8512,0,0,0,0,0,0,0,0,0
08067,"La Plata County, CO",34571,34571,0,0,0,0,0,0,0,0,0
08069,"Larimer County, CO",157831,157831,0,0,0,0,0,0,0,0,0
08071,"Las Animas County, CO",14101,0,14101,0,0,0,0,0,0,0,0
08073,"Lincoln County, CO",3585,0,3585,0,0,0,0,0,0,0,0
08075,"Logan County, CO",12096,0,12096,0,0,0,0,0,0,0,0
08077,"Mesa County, CO",75550,75550,0,0,0,0,0,0,0,0,0
08079,"Mineral County, CO",2429,2429,0,0,0,0,0,0,0,0,0
08081,"Moffat County, CO",10155,10155,0,0,0,0,0,0,0,0,0
08083,"Montezuma County, CO",14707,14707,0,0,0,0,0,0,0,0,0
08085,"Montrose County, CO",25948,25948,0,0,0,0,0,0,0,0,0
08087,"Morgan County, CO",15032,0,15032,0,0,0,0,0,0,0,0
08089,"Otero County, CO",11567,0,11567,0,0,0,0,0,0,0,0
08091,"Ouray County, CO",5848,5848,0,0,0,0,0,0,0,0,0
08093,"Park County, CO",39780,0,39780,0,0,0,0,0,0,0,0
08095,"Phillips County, CO",4169,0,4169,0,0,0,0,0,0,0,0
08097,"Pitkin County, CO",16338,16338,0,0,0,0,0,0,0,0,0
08099,"Prowers County, CO",9436,0,9436,0,0,0,0,0,0,0,0
08101,"Pueblo County, CO",101148,0,101148,0,0,0,0,0,0,0,0
08103,"Rio Blanco County, CO",4562,4562,0,0,0,0,0,0,0,0,0
08105,"Rio Grande County, CO",12450,12450,0,0,0,0,0,0,0,0,0
08107,"Routt County, CO",20223,20223,0,0,0,0,0,0,0,0,0
08109,"Saguache County, CO",14473,14473,0,0,0,0,0,0,0,0,0
08111,"San Juan County, CO",2134,2134,0,0,0,0,0,0,0,0,0
08113,"San Miguel County, CO",7324,7324,0,0,0,0,0,0,0,0,0
08115,"Sedgwick County, CO",2996,0,2996,0,0,0,0,0,0,0,0
08117,"Summit County, CO",20563,20563,0,0,0,0,0,0,0,0,0
08119,"Teller County, CO",27477,0,27477,0,0,0,0,0,0,0,0
08123,"Weld County, CO",144756,0,144756,0,0,0,0,0,0,0,0
08125,"Yuma County, CO",12241,0,12241,0,0,0,0,0,0,0,0
09001,"Fairfield County, CT",272303,0,0,0,66470,11857,191997,483,1496,0,0
09003,"Hartford County, CT",256675,0,0,0,5839,41703,209133,0,0,0,0
09005,"Litchfield County, CT",85484,0,0,428,72194,11227,1635,0,0,0,0
09007,"Middlesex County, CT",71455,0,0,0,0,16,58564,1051,11824,0,0
09009,"New Haven County, CT",259913,0,0,0,7073,23745,226543,401,2151,0,0
09011,"New London County, CT",104809,0,0,0,0,0,64239,3520,37050,0,0
09013,"Tolland County, CT",52621,0,0,0,38,3952,48631,0,0,0,0
09015,"Windham County, CT",48898,0,0,0,0,0,48898,0,0,0,0
11001,"District of Columbia, DC",136539,0,0,0,136501,29,9,0,0,0,0
10001,"Kent County, DE",81193,0,0,0,0,0,72549,3849,4795,0,0
10003,"New Castle County, DE",197004,0,0,0,0,6324,190633,46,1,0,0
10005,"Sussex County, DE",144823,0,0,0,0,0,33398,6744,104681,0,0
12001,"Alachua County, FL",98617,0,0,0,0,0,0,0,693,97874,50
12003,"Baker County, FL",12564,0,0,0,0,0,0,0,8123,4441,0
12005,"Bay County, FL",117718,0,0,0,0,0,0,0,301,107908,9509
12007,"Bradford County, FL",15175,0,0,0,0,0,0,0,1767,13405,3
12009,"Brevard County, FL",297563,0,0,0,0,0,0,0,0,154,297409
12011,"Broward County, FL",528261,0,0,0,0,0,0,0,0,4,528257
12013,"Calhoun County, FL",11431,0,0,0,0,0,0,0,839,10592,0
12015,"Charlotte County, FL",205085,0,0,0,0,0,0,0,0,90285,114800
12017,"Citrus County, FL",146738,0,0,0,0,0,0,0,0,145694,1044
12019,"Clay County, FL",93134,0,0,0,0,0,0,0,102,90982,2050
12021,"Collier County, FL",187165,0,0,0,0,0,0,0,0,46543,140622
12023,"Columbia County, FL",36589,0,0,0,0,0,0,0,8645,27944,0
12027,"DeSoto County, FL",19660,0,0,0,0,0,0,0,0,14909,4751
12029,"Dixie County, FL",16247,0,0,0,0,0,0,0,0,15876,371
12031,"Duval County, FL",374993,0,0,0,0,0,0,0,974,365034,8985
12033,"Escambia County, FL",144266,0,0,0,0,0,0,0,5581,136735,1950
12035,"Flagler County, FL",77605,0,0,0,0,0,0,0,0,17257,60348
12037,"Franklin County, FL",17737,0,0,0,0,0,0,0,0,5164,12573
12039,"Gadsden County, FL",27371,0,0,0,0,0,0,0,22165,5201,5
12041,"Gilchrist County, FL",14280,0,0,0,0,0,0,0,81,14199,0
12043,"Glades County, FL",11273,0,0,0,0,0,0,0,0,3594,7679
12045,"Gulf County, FL",17444,0,0,0,0,0,0,0,0,12107,5337
12047,"Hamilton County, FL",12947,0,0,0,0,0,0,0,11506,1441,0
12049,"Hardee County, FL",14413,0,0,0,0,0,0,0,0,10802,3611
12051,"Hendry County, FL",35263,0,0,0,0,0,0,0,0,13664,21599
12053,"Hernando County, FL",114452,0,0,0,0,0,0,0,0,104478,9974
12055,"Highlands County, FL",112311,0,0,0,0,0,0,0,0,103603,8708
12057,"Hillsborough County, FL",470371,0,0,0,0,0,0,0,0,461657,8714
12059,"Holmes County, FL",14052,0,0,0,0,0,0,0,11171,2881,0
12061,"Indian River County, FL",79433,0,0,0,0,0,0,0,0,416,79017
12063,"Jackson County, FL",39113,0,0,0,0,0,0,0,24901,14212,0
12065,"Jefferson County, FL",11922,0,0,0,0,0,0,0,10311,1611,0
12067,"Lafayette County, FL",7025,0,0,0,0,0,0,0,935,6090,0
12069,"Lake County, FL",184399,0,0,0,0,0,0,0,0,183394,1005
12071,"Lee County, FL",467476,0,0,0,0,0,0,0,0,91932,375544
12073,"Leon County, FL",107788,0,0,0,0,0,0,0,56073,51715,0
12075,"Levy County, FL",47181,0,0,0,0,0,0,0,0,45651,1530
12077,"Liberty County, FL",5672,0,0,0,0,0,0,0,469,5203,0
12079,"Madison County, FL",16036,0,0,0,0,0,0,0,11805,4231,0
12081,"Manatee County, FL",160183,0,0,0,0,0,0,0,0,75458,84725
12083,"Marion County, FL",270527,0,0,0,0,0,0,0,0,270488,39
12085,"Martin County, FL",78976,0,0,0,0,0,0,0,0,1906,77070
12086,"Miami-Dade County, FL",570955,0,0,0,0,0,0,0,0,16,570939
12087,"Monroe County, FL",78014,0,0,0,0,0,0,0,0,1069,76945
12089,"Nassau County, FL",48203,0,0,0,0,0,0,0,14798,31953,1452
12091,"Okaloosa County, FL",93725,0,0,0,0,0,0,0,18564,74686,475
12093,"Okeechobee County, FL",31809,0,0,0,0,0,0,0,0,25619,6190
12095,"Orange County, FL",419228,0,0,0,0,0,0,0,0,411763,7465
12097,"Osceola County, FL",160678,0,0,0,0,0,0,0,0,159603,1075
12099,"Palm Beach County, FL",445650,0,0,0,0,0,0,0,0,916,444734
12101,"Pasco County, FL",265526,0,0,0,0,0,0,0,0,211234,54292
12103,"Pinellas County, FL",312704,0,0,0,0,0,0,0,0,49145,263559
12105,"Polk County, FL",381887,0,0,0,0,0,0,0,0,368398,13489
12107,"Putnam County, FL",98335,0,0,0,0,0,0,0,44,98226,65
12109,"St. Johns County, FL",126614,0,0,0,0,0,0,0,0,117127,9487
12111,"St. Lucie County, FL",156809,0,0,0,0,0,0,0,0,1060,155749
12113,"Santa Rosa County, FL",98086,0,0,0,0,0,0,0,6882,90591,613
12115,"Sarasota County, FL",232180,0,0,0,0,0,0,0,0,104360,127820
12117,"Seminole County, FL",177162,0,0,0,0,0,0,0,0,174228,2934
12119,"Sumter County, FL",82311,0,0,0,0,0,0,0,0,82133,178
12121,"Suwannee County, FL",31085,0,0,0,0,0,0,0,12151,18934,0
12123,"Taylor County, FL",18549,0,0,0,0,0,0,0,1355,17015,179
12125,"Union County, FL",6523,0,0,0,0,0,0,0,1176,5346,1
12127,"Volusia County, FL",266882,0,0,0,0,0,0,0,0,152400,114482
12129,"Wakulla County, FL",24933,0,0,0,0,0,0,0,924,22461,1548
12131,"Walton County, FL",83769,0,0,0,0,0,0,0,10743,70672,2354
12133,"Washington County, FL",43206,0,0,0,0,0,0,0,8599,34606,1
13001,"Appling County, GA",12338,0,0,0,0,0,0,0,12338,0,0
13003,"Atkinson County, GA",4416,0,0,0,0,0,0,0,4413,3,0
13005,"Bacon County, GA",6271,0,0,0,0,0,0,0,6271,0,0
13007,"Baker County, GA",2513,0,0,0,0,0,0,0,2472,41,0
13009,"Baldwin County, GA",21324,0,0,0,0,0,21236,51,37,0,0
13011,"Banks County, GA",9544,0,4321,4817,406,0,0,0,0,0,0
13013,"Barrow County, GA",31567,0,0,729,30355,358,125,0,0,0,0
13015,"Bartow County, GA",44875,0,46,5908,38836,65,20,0,0,0,0
13017,"Ben Hill County, GA",10498,0,0,0,0,0,0,0,10498,0,0
13019,"Berrien County, GA",10241,0,0,0,0,0,0,0,10236,5,0
13021,"Bibb County, GA",68702,0,0,0,0,0,68532,88,82,0,0
13023,"Bleckley County, GA",6806,0,0,0,0,0,3498,1601,1707,0,0
13025,"Brantley County, GA",12913,0,0,0,0,0,0,0,12910,3,0
13027,"Brooks County, GA",9901,0,0,0,0,0,0,0,9497,404,0
