fips,count_property,count_floodfactor1,count_floodfactor2,count_floodfactor3,count_floodfactor4,count_floodfactor5,count_floodfactor6,count_floodfactor7,count_floodfactor8,count_floodfactor9,count_floodfactor10
00983,10949,10542,2,110,33,72,121,37,23,4,5
00985,10847,9089,0,333,732,229,231,90,118,24,1
00987,14956,13227,0,130,207,239,298,248,212,262,133
01001,5250,3734,4,82,152,145,117,61,21,271,663
01002,7051,6420,1,52,115,77,123,57,92,84,30
01003,16,16,0,0,0,0,0,0,0,0,0
01005,2837,2458,0,35,38,33,42,46,55,89,41
01007,6541,5963,1,53,103,64,113,51,76,79,38
01008,1299,1186,0,4,11,4,13,6,25,37,13
01009,382,335,1,1,11,5,4,5,2,13,5
01010,2330,1949,2,28,49,20,62,40,49,109,22
01011,1112,786,0,11,27,17,50,51,71,79,20
01012,445,402,0,4,7,2,5,2,7,10,6
01013,6716,5380,5,190,390,177,221,51,24,50,228
01020,9999,9226,2,98,190,103,147,54,46,49,84
01022,86,62,0,3,14,2,2,3,0,0,0
01026,1079,832,0,6,22,20,31,19,23,68,58
01027,7174,6549,1,57,94,56,95,56,84,99,83
01028,6538,6172,0,76,121,44,82,34,8,1,0
01029,1778,1535,0,24,53,18,51,19,27,48,3
01030,4570,4290,0,53,62,33,56,24,30,18,4
01031,626,530,0,7,16,8,12,6,11,18,18
01032,457,421,0,3,7,3,2,5,5,10,1
01033,3181,2842,3,32,49,37,59,38,42,61,18
01034,2024,1834,0,13,14,16,22,18,38,48,21
01035,3065,1829,18,73,140,234,230,71,98,186,185
01036,2320,1922,1,37,81,33,78,32,45,55,36
01037,583,525,0,3,12,4,10,7,15,5,2
01038,1520,772,2,25,29,30,112,122,99,161,168
01039,840,650,1,4,9,11,26,16,32,59,32
01040,9978,7504,10,216,386,487,787,306,138,95,49
01050,1859,1347,0,25,42,48,68,52,77,126,74
01053,646,505,0,2,21,12,33,24,11,25,13
01054,1227,992,0,9,28,14,29,24,36,65,30
01056,8531,7772,4,114,192,85,139,70,56,59,40
01057,4000,3463,1,42,90,60,75,57,82,107,23
01060,5015,3936,0,128,278,168,215,133,41,58,58
01062,4903,4364,0,50,115,51,147,56,64,42,14
01063,60,60,0,0,0,0,0,0,0,0,0
01066,156,138,0,4,3,0,1,1,3,6,0
01068,1065,918,0,17,19,12,18,15,28,34,4
01069,4043,3474,3,61,105,69,124,61,53,68,25
01070,684,598,0,6,11,14,6,7,14,22,6
01071,761,578,0,8,24,18,22,24,24,38,25
01072,1129,914,0,12,57,16,31,22,39,36,2
01073,3012,2717,0,24,41,37,38,33,41,64,17
01074,235,104,2,5,4,4,16,26,48,23,3
01075,6529,5610,12,70,96,74,148,109,96,89,225
01077,4189,3775,0,44,52,50,87,51,55,65,10
01079,294,238,0,7,4,7,12,8,5,5,8
01080,871,762,2,9,18,10,19,3,9,18,21
01081,1109,927,0,16,38,20,26,15,31,33,3
01082,4979,4118,11,82,151,137,103,75,104,146,50
01083,1336,1112,3,16,29,20,33,25,25,42,31
01084,191,148,0,3,5,2,4,0,5,5,19
01085,13692,10953,6,306,627,632,548,258,181,143,38
01088,416,323,0,9,13,7,16,10,10,19,9
01089,9034,7279,2,252,569,361,246,98,51,56,120
01092,688,529,0,9,12,6,17,13,33,52,17
01093,197,180,0,2,1,1,2,1,3,4,3
01094,40,32,0,0,1,1,0,0,2,3,1
01095,5699,5124,2,79,133,68,152,63,34,28,16
01096,1778,1458,0,12,26,14,36,20,64,94,54
01097,75,50,0,0,1,7,3,0,3,3,8
01098,886,762,0,2,12,8,6,10,11,39,36
01103,334,62,0,6,15,9,53,34,143,12,0
01104,7053,6628,0,83,145,67,52,55,13,5,5
01105,1878,1230,1,18,26,46,378,113,16,33,17
01106,5875,5452,0,45,112,65,65,30,14,6,86
01107,2051,932,2,27,43,44,585,405,13,0,0
01108,6227,5651,1,138,219,58,57,14,28,39,22
01109,8255,7709,1,116,178,78,63,46,16,22,26
01118,5467,5124,1,76,174,40,41,6,2,2,1
01119,4577,4345,10,26,70,36,43,27,14,5,1
01128,1191,1131,0,6,22,9,18,5,0,0,0
01129,2786,2573,4,27,67,40,48,17,4,6,0
01144,5,0,0,0,0,0,0,0,5,0,0
01151,2593,2218,1,24,60,28,54,23,30,98,57
01201,19042,15412,67,359,689,422,738,393,380,430,152
01220,3700,2196,3,49,116,114,194,177,282,351,217
01222,540,440,0,12,17,11,19,4,7,23,7
01223,4765,3963,0,53,84,48,113,80,154,210,60
01224,131,116,0,2,3,1,4,0,2,3,0
01225,1769,1270,3,23,33,27,50,64,106,144,49
01226,2689,2219,3,53,67,49,84,50,61,66,37
01229,172,152,0,3,1,1,0,2,2,4,7
01230,6448,5269,3,81,156,104,187,140,185,254,69
01235,2333,2097,0,16,33,18,26,35,46,41,21
01236,950,771,2,11,23,13,25,33,22,35,15
01237,1652,1274,1,20,40,31,40,19,51,129,47
01238,3038,2405,5,38,75,37,100,69,83,148,78
01240,2163,1927,0,23,33,24,55,18,36,39,8
01242,213,176,0,4,8,8,7,5,2,1,2
01243,300,251,0,2,5,3,3,4,10,7,15
01244,314,230,0,4,11,5,11,8,11,20,14
01245,1144,983,0,6,20,11,23,11,23,45,22
01247,6607,4480,1,80,194,186,276,291,309,458,332
01253,1194,958,1,10,27,17,17,28,46,83,7
01254,798,698,0,9,13,8,7,7,18,32,6
01255,1245,1010,0,5,19,16,30,25,32,70,38
01256,589,513,0,8,5,3,10,3,17,22,8
01257,1970,1561,1,35,51,42,60,52,59,85,24
01258,292,258,0,1,6,5,5,0,4,8,5
01259,743,613,0,6,18,9,11,17,24,31,14
01260,148,97,0,5,3,2,4,8,5,17,7
01262,1644,1370,1,27,50,17,51,26,40,48,14
01264,343,241,0,5,7,8,6,7,18,32,19
01266,1095,828,0,14,32,19,26,24,39,79,34
01267,3150,2313,0,56,117,50,114,64,105,211,120
01270,712,632,0,10,6,9,6,4,11,14,20
01301,6876,5865,0,88,128,92,237,136,89,95,146
01330,1168,985,0,13,23,17,11,12,24,56,27
01331,7002,5749,7,74,167,127,215,192,194,188,89
01337,1851,1529,0,20,43,37,49,33,39,65,36
01338,95,63,0,0,3,3,1,4,5,8,8
01339,1390,1033,1,8,26,20,33,20,39,99,111
01340,1899,1441,0,19,42,26,39,25,56,140,111
01341,1244,976,0,7,28,19,26,28,46,68,45
01342,1193,652,3,22,36,47,38,39,28,79,249
01343,225,182,0,2,1,1,2,1,4,15,16
01344,946,727,1,10,17,21,21,9,26,46,68
01346,605,556,0,6,4,4,10,3,8,10,4
01347,257,239,0,1,2,3,2,1,5,4,0
01349,601,480,0,9,8,10,11,6,19,37,21
01350,193,167,0,1,3,0,2,1,1,5,13
01351,1446,1181,0,20,27,27,33,25,41,55,37
01354,868,713,4,14,10,14,18,14,18,32,30
01355,802,700,0,7,12,9,17,10,19,22,6
01360,2281,1809,0,18,41,15,42,30,55,90,181
01364,3710,2876,13,47,96,89,104,60,76,182,167
01366,1076,973,0,14,9,8,12,14,19,23,4
01367,716,560,0,6,16,5,15,11,21,41,40
01368,1341,1147,3,9,11,11,18,25,34,53,30
01370,2435,1938,0,20,50,39,52,44,88,121,81
01373,2728,2202,0,59,91,75,107,69,59,45,21
01375,1488,737,2,23,62,216,127,155,106,44,16
01376,2222,1846,4,37,74,61,71,53,20,19,28
01378,788,640,1,13,17,4,12,16,30,43,12
01379,757,667,0,3,10,7,8,5,22,23,12
01380,148,107,2,3,4,1,1,1,4,9,16
01420,12472,10894,1,126,300,166,251,179,210,231,114
01430,3948,3425,5,56,69,37,93,70,88,91,14
01431,1750,1481,0,13,39,26,40,19,51,70,11
01432,2738,2475,1,27,22,32,64,24,32,43,18
01434,31,19,0,0,2,1,1,5,3,0,0
01436,2,1,0,0,0,0,0,0,0,1,0
01438,,0,0,0,0,0,0,0,0,0,0
01440,6656,5912,1,71,143,106,211,131,36,37,8
01450,4707,4066,6,62,86,59,122,97,104,92,13
01451,2535,2315,0,18,29,16,39,23,43,47,5
01452,2504,2243,0,14,43,18,41,35,46,59,5
01453,12641,11182,0,169,281,155,345,201,141,141,26
01460,4372,4011,2,45,51,43,89,48,56,26,0
01462,4714,4041,0,41,107,47,123,76,117,145,17
01463,4319,3844,3,41,56,34,87,59,87,90,18
01464,2489,2153,3,23,37,38,49,47,60,60,19
01468,1,0,0,0,0,0,0,0,0,0,1
01469,2854,2353,1,37,69,42,84,67,91,103,7
01473,3903,3394,8,33,50,49,71,65,85,133,15
01474,948,812,0,14,29,9,17,8,16,38,5
01475,4930,4198,13,58,99,77,116,81,106,118,64
01501,6541,5645,5,83,155,84,178,118,126,128,19
01503,1478,1249,0,20,30,13,38,16,43,59,10
01504,3463,2975,8,42,92,57,127,50,48,54,10
01505,2109,1880,0,17,40,30,40,24,40,35,3
01506,1560,1298,2,13,38,12,39,29,55,72,2
01507,6365,5640,0,64,112,53,147,82,127,124,16
01510,3995,3525,1,41,96,45,92,87,36,52,20
01515,1384,1178,4,14,16,15,39,20,29,53,16
01516,4370,3836,0,47,90,48,89,64,71,103,22
01518,1454,1224,3,14,34,23,32,28,42,49,5
01519,2383,2174,0,22,35,12,37,20,35,46,2
01520,6273,5895,0,37,75,45,65,62,58,31,5
01521,2360,1810,1,18,42,42,53,62,96,199,37
01522,1603,1428,0,17,26,14,36,18,24,37,3
01523,3078,2634,7,45,62,29,59,51,69,87,35
01524,3009,2735,0,26,44,20,51,25,59,48,1
01525,21,21,0,0,0,0,0,0,0,0,0
01527,5217,4359,5,73,153,103,165,101,93,136,29
01529,1283,1141,0,17,20,11,19,14,19,29,13
01531,755,654,0,10,9,9,14,15,9,21,14
01532,5472,4871,8,52,93,56,95,75,85,106,31
01534,2230,1901,0,21,32,28,43,26,64,92,23
01535,2330,2025,3,24,50,31,57,37,44,52,7
01536,2611,2233,6,39,73,52,79,53,39,36,1
01537,920,778,1,12,18,7,21,13,26,41,3
01540,4508,4131,2,35,86,40,88,49,36,34,7
01541,1919,1715,0,15,32,10,26,33,41,39,8
01542,948,832,2,5,8,4,17,12,18,34,16
01543,4185,3898,0,22,39,23,50,28,61,56,8
01545,11438,10134,15,117,202,122,316,175,200,151,6
01550,5668,4561,6,67,149,89,261,136,164,182,53
01560,1192,988,1,23,23,16,30,28,41,36,6
01561,19,17,0,0,0,0,2,0,0,0,0
01562,5193,4461,1,51,122,75,158,101,91,122,11
01564,3716,3353,0,33,61,19,63,54,51,69,13
01566,3060,2744,1,27,52,33,65,42,43,44,9
01568,3070,2595,0,42,54,30,75,39,86,133,16
01569,5277,4630,6,43,118,62,113,69,92,117,27
01570,6408,5579,1,86,184,80,186,131,85,58,18
01571,5096,4515,2,42,75,63,102,93,78,95,31
01581,5376,4673,3,87,100,73,165,79,97,80,19
01583,2794,2535,0,22,36,27,51,39,44,37,3
01585,3078,2643,2,27,57,41,58,61,69,107,13
01588,3184,2641,0,47,91,61,96,58,92,88,10
01590,4477,3944,1,40,74,57,71,59,85,124,22
01602,6849,5234,0,148,294,193,394,256,201,124,5
01603,4877,3961,5,97,192,106,231,120,84,76,5
01604,9002,7674,0,108,292,135,361,203,143,73,13
01605,5112,4583,0,38,128,77,123,87,46,29,1
01606,6659,6105,0,62,161,73,152,61,31,14,0
01607,2155,1889,1,17,25,20,28,44,49,70,12
01608,349,171,0,20,30,21,28,29,32,16,2
01609,3846,3191,0,68,133,73,216,98,46,21,0
01610,3304,2413,7,42,80,51,221,155,222,102,11
01611,1125,956,0,10,25,13,32,17,38,29,5
01612,1981,1870,0,15,10,12,15,8,22,29,0
01701,11287,9522,19,190,287,156,392,188,210,234,89
01702,6703,5507,12,476,233,61,189,48,62,63,52
01718,22,22,0,0,0,0,0,0,0,0,0
01719,1751,1560,1,15,40,21,40,26,26,21,1
01720,6911,5963,12,86,87,103,211,105,142,167,35
01721,4938,3946,15,183,101,61,118,85,118,177,134
01730,4401,3441,23,115,154,97,280,68,135,78,10
01731,15,10,0,0,2,0,0,2,1,0,0
01740,2358,2067,1,22,47,26,48,39,41,60,7
01741,2142,1919,1,24,38,19,33,26,45,33,4
01742,6148,4987,29,121,141,109,188,135,144,246,48
01745,179,165,0,1,1,2,0,4,4,2,0
01746,5728,4828,0,110,164,67,222,121,139,77,0
01747,2247,2050,2,27,46,22,35,15,18,28,4
01748,5882,5334,1,55,100,44,93,49,92,103,11
01749,5895,4777,9,117,194,83,224,117,123,181,69
01752,10201,9320,0,103,180,84,228,120,105,58,3
01754,3458,3038,16,74,52,42,79,39,31,48,39
01756,2813,2557,1,30,52,19,53,21,29,45,6
01757,8858,7883,0,130,220,77,251,89,132,76,0
01760,11421,9840,7,167,313,154,480,191,115,111,43
01770,1878,1647,1,20,39,15,48,24,35,48,1
01772,3567,3184,1,47,49,46,80,49,66,44,1
01773,2331,2085,0,26,35,32,46,35,30,40,2
01775,2735,2422,6,28,36,31,39,42,64,56,11
01776,6599,5752,6,109,107,69,156,115,138,132,15
01778,5223,4440,5,68,92,75,117,80,136,178,32
01801,11410,9315,0,179,503,274,519,332,189,99,0
01803,7614,6603,0,118,217,114,285,109,107,59,2
01810,11093,9460,9,111,312,157,367,207,152,199,119
01821,10710,9120,18,202,299,173,416,136,131,161,54
01824,8720,7721,9,110,160,87,292,109,94,119,19
01826,10026,8729,10,97,213,118,251,140,86,160,222
01827,1511,1307,3,25,26,24,27,37,32,29,1
01830,7076,5883,7,93,196,115,198,102,81,199,202
01832,5865,4816,7,45,117,68,150,63,70,182,347
01833,3132,2770,0,30,103,49,98,41,28,13,0
01834,2467,2041,1,29,68,40,72,44,49,80,43
01835,4056,3440,4,59,94,36,82,54,38,67,182
01840,699,213,4,37,52,26,55,19,27,58,208
01841,6703,4299,33,163,274,219,606,205,198,479,227
01843,4770,2544,86,265,355,192,323,139,125,290,451
01844,14655,12008,29,223,414,231,518,211,162,383,476
01845,8336,7235,5,80,196,78,256,95,113,101,177
01850,3509,2007,7,67,152,110,104,132,57,190,683
01851,5855,5225,17,110,211,148,112,24,7,0,1
01852,7811,6331,21,140,213,163,232,128,122,187,274
01854,4927,3992,4,82,238,115,111,48,45,119,173
01860,2270,2030,2,17,43,25,57,26,38,23,9
01862,3582,2958,12,55,85,51,141,72,71,102,35
01863,2463,2027,8,44,29,42,68,51,40,74,80
01864,5379,4620,7,79,149,82,179,83,85,69,26
01867,7844,6782,1,122,291,119,303,131,66,29,0
01876,9440,8254,11,119,299,109,318,101,99,107,23
01879,4129,3543,9,48,70,54,93,49,45,73,145
01880,8566,7090,3,127,362,203,388,204,117,67,5
01886,8092,7275,7,109,139,96,173,97,93,93,10
01887,9129,7933,18,149,263,120,373,126,73,68,5
01890,6862,5668,4,101,186,128,216,188,178,177,16
01901,237,97,1,4,38,5,48,28,11,4,1
01902,7787,6165,3,238,380,245,541,143,49,18,5
01904,6087,4952,0,119,177,166,281,173,118,97,4
01905,5216,3778,35,259,261,234,424,110,79,31,5
01906,9707,7474,27,332,504,268,527,273,146,121,35
01907,4638,3340,8,125,298,203,372,175,78,32,7
01908,1398,971,7,42,19,37,22,22,24,80,174
01913,5208,4540,14,54,112,67,118,102,82,97,22
01915,11392,9454,7,221,452,187,469,241,138,121,102
01921,3186,2820,0,28,77,38,68,51,57,46,1
01922,1180,1045,1,16,18,14,37,23,19,7,0
01923,7973,6809,15,138,207,158,305,116,80,90,55
01929,2048,1476,8,36,39,44,67,54,59,113,152
01930,13015,10003,42,232,356,260,323,237,321,487,754
01937,1,0,0,0,0,0,1,0,0,0,0
01938,5325,4373,8,98,122,108,163,87,76,99,191
01940,4435,3896,1,61,131,67,126,48,68,35,2
01944,2344,1641,3,43,63,59,126,90,137,124,58
01945,7926,6246,6,146,382,219,440,247,85,61,94
01949,2943,2503,5,34,86,45,101,51,58,48,12
01950,6475,5372,13,181,248,139,220,102,73,73,54
01951,2258,1372,15,113,88,111,116,79,89,145,130
01952,4355,2541,20,145,133,107,145,75,125,299,765
01960,14302,12173,3,212,480,261,571,274,208,114,6
01965,176,136,0,2,6,0,14,7,5,3,3
01966,3995,3215,8,73,103,77,91,62,77,103,186
01969,2654,2140,2,37,59,43,94,51,47,41,140
01970,9641,7302,53,310,327,292,369,288,288,321,91
01982,2832,2539,0,44,74,33,74,23,22,22,1
01983,2324,1994,3,27,54,28,86,41,36,55,0
01984,1474,1323,0,13,26,16,43,22,19,12,0
01985,1944,1700,5,24,30,28,37,30,32,33,25
02019,6114,5260,1,72,163,116,215,112,92,78,5
02021,7077,5950,3,81,253,127,261,165,131,100,6
02025,3184,2477,11,42,81,57,157,115,62,83,99
02026,8618,6700,14,155,417,310,463,227,172,122,38
02030,2506,1979,4,32,61,43,64,58,167,80,18
02032,1562,1372,0,18,31,20,58,25,22,7,9
02035,5981,5334,2,76,115,71,138,84,86,73,2
02038,9801,8494,4,116,213,124,251,169,197,216,17
02043,7615,6281,19,143,282,188,311,140,90,108,53
02045,4794,1669,19,176,100,276,454,329,341,778,652
02047,608,185,14,38,13,46,44,49,60,97,62
02048,7293,6221,9,207,286,90,257,112,81,30,0
02050,11987,7465,78,450,299,453,546,337,362,716,1281
02052,4305,3650,1,87,86,49,104,60,103,138,24
02053,4796,4265,4,44,93,44,108,59,80,91,8
02054,3155,2566,13,106,63,59,76,38,92,127,15
02056,3939,3378,2,37,82,46,104,92,92,88,18
02061,4421,4005,3,48,101,51,109,31,29,27,17
02062,8100,6665,5,152,434,168,337,165,102,64,8
02066,7920,6293,32,196,121,197,202,151,161,260,307
02067,6476,5721,0,110,133,76,140,92,123,81,0
02071,340,317,0,2,2,4,7,3,2,3,0
02072,9376,8279,0,140,215,96,347,144,102,53,0
02081,6812,5959,7,89,139,75,216,94,130,92,11
02090,5156,4466,0,74,139,74,182,101,73,45,2
02093,4565,3824,0,63,149,79,116,104,137,86,7
02108,622,394,5,21,29,156,8,0,9,0,0
02109,356,106,2,20,21,20,33,73,53,25,3
02110,180,110,1,4,5,14,2,6,15,10,13
02111,439,281,3,30,53,70,0,2,0,0,0
02113,916,529,5,44,26,59,149,64,34,6,0
02114,1071,734,1,27,66,33,96,78,24,6,6
02115,1218,357,1,10,59,647,61,32,46,5,0
02116,2144,872,1,29,327,818,62,32,2,1,0
02118,2322,310,28,117,361,1339,148,11,6,2,0
02119,4777,3782,0,68,233,178,273,225,16,2,0
02120,1370,1227,5,2,38,67,11,10,4,5,1
02121,3744,2874,0,89,196,91,331,146,17,0,0
02122,4635,3420,7,109,309,132,350,226,50,19,13
02124,9071,7224,3,202,675,248,500,178,34,6,1
02125,5496,3851,14,153,411,337,440,219,50,10,11
02126,4533,3587,5,49,280,106,296,170,33,7,0
02127,6293,5074,39,279,303,218,291,48,28,10,3
02128,6518,3226,41,222,253,267,1008,922,254,263,62
02129,3075,2468,15,103,84,65,217,70,20,10,23
02130,6445,4899,0,115,391,242,423,231,85,59,0
02131,6883,4830,0,89,341,405,694,427,83,13,1
02132,9580,7593,4,137,526,376,499,297,110,36,2
02133,10,10,0,0,0,0,0,0,0,0,0
02134,2142,1272,9,99,188,123,237,92,55,64,3
02135,5262,4062,0,98,286,173,227,236,113,47,20
02136,8214,6352,20,177,474,293,437,282,119,47,13
02138,4611,3297,5,97,280,183,351,120,123,144,11
02139,3921,1891,47,228,464,250,480,382,115,64,0
02140,2623,2080,0,64,208,91,140,37,3,0,0
02141,1644,700,20,138,519,167,71,22,6,0,1
02142,119,17,9,8,45,23,13,0,4,0,0
02143,4374,3471,15,118,449,91,194,35,1,0,0
02144,4606,3941,5,74,171,59,276,75,3,2,0
02145,4306,3666,0,90,219,79,210,38,3,0,1
02148,11595,8821,0,300,767,437,746,349,135,36,4
02149,7904,6611,8,230,316,182,394,132,25,6,0
02150,4869,3654,17,181,287,131,256,84,52,113,94
02151,12772,8372,50,398,858,692,965,645,345,327,120
02152,4588,2464,44,192,110,187,210,182,225,575,399
02155,14810,11450,18,384,1005,573,882,276,158,58,6
02163,7,0,0,0,0,0,0,1,1,4,1
02169,12461,8723,37,287,515,500,725,443,212,368,651
02170,4843,2958,34,234,292,339,345,170,59,135,277
02171,3966,2664,27,158,180,166,193,146,100,155,177
02176,8418,6482,0,139,428,237,548,295,173,113,3
02180,6318,5170,0,99,266,165,317,204,74,21,2
02184,11653,10047,14,136,271,197,388,210,169,158,63
02186,8530,6964,2,177,486,241,386,139,87,38,10
02188,4241,3661,2,60,156,71,161,60,11,21,38
02189,4223,3522,10,54,127,121,180,105,35,44,25
02190,5368,4816,0,71,179,66,159,62,10,5,0
02191,3041,2395,9,59,57,83,112,60,47,71,148
02199,13,5,0,1,2,5,0,0,0,0,0
02203,1,1,0,0,0,0,0,0,0,0,0
02205,8,2,0,4,1,0,1,0,0,0,0
02210,353,17,1,11,1,18,42,36,64,99,64
