fips,count_property,count_firefactor1,count_firefactor2,count_firefactor3,count_firefactor4,count_firefactor5,count_firefactor6,count_firefactor7,count_firefactor8,count_firefactor9,count_firefactor10
1001,5355,387,4968,0,0,0,0,0,0,0,0
1002,7060,645,6415,0,0,0,0,0,0,0,0
1003,11,0,11,0,0,0,0,0,0,0,0
1005,3001,1895,1106,0,0,0,0,0,0,0,0
1007,6492,3619,2873,0,0,0,0,0,0,0,0
1008,1179,581,598,0,0,0,0,0,0,0,0
1009,354,354,0,0,0,0,0,0,0,0,0
1010,2329,2329,0,0,0,0,0,0,0,0,0
1011,1109,929,180,0,0,0,0,0,0,0,0
1012,495,384,111,0,0,0,0,0,0,0,0
1013,6731,4103,2628,0,0,0,0,0,0,0,0
1020,10001,2655,7346,0,0,0,0,0,0,0,0
1022,96,0,96,0,0,0,0,0,0,0,0
1026,928,902,26,0,0,0,0,0,0,0,0
1027,7137,542,6595,0,0,0,0,0,0,0,0
1028,6601,5227,1374,0,0,0,0,0,0,0,0
1029,1952,1120,832,0,0,0,0,0,0,0,0
1030,4488,723,3765,0,0,0,0,0,0,0,0
1031,583,541,42,0,0,0,0,0,0,0,0
1032,629,614,15,0,0,0,0,0,0,0,0
1033,3188,4,3184,0,0,0,0,0,0,0,0
1034,2051,1596,455,0,0,0,0,0,0,0,0
1035,3055,472,2583,0,0,0,0,0,0,0,0
1036,2316,2316,0,0,0,0,0,0,0,0,0
1037,484,416,68,0,0,0,0,0,0,0,0
1038,1640,880,760,0,0,0,0,0,0,0,0
1039,741,237,504,0,0,0,0,0,0,0,0
1040,10122,285,9837,0,0,0,0,0,0,0,0
1050,1740,957,783,0,0,0,0,0,0,0,0
1053,598,0,598,0,0,0,0,0,0,0,0
1054,1219,502,717,0,0,0,0,0,0,0,0
1056,8515,4163,4352,0,0,0,0,0,0,0,0
1057,4046,4046,0,0,0,0,0,0,0,0,0
1060,5047,483,4564,0,0,0,0,0,0,0,0
1062,4988,0,4988,0,0,0,0,0,0,0,0
1063,26,0,26,0,0,0,0,0,0,0,0
1066,53,12,41,0,0,0,0,0,0,0,0
1068,1027,997,30,0,0,0,0,0,0,0,0
1069,4122,4122,0,0,0,0,0,0,0,0,0
1070,672,623,49,0,0,0,0,0,0,0,0
1071,772,532,240,0,0,0,0,0,0,0,0
1072,1129,964,165,0,0,0,0,0,0,0,0
1073,3012,29,2983,0,0,0,0,0,0,0,0
1074,109,108,1,0,0,0,0,0,0,0,0
1075,6523,0,6523,0,0,0,0,0,0,0,0
1077,4239,30,4209,0,0,0,0,0,0,0,0
1079,277,277,0,0,0,0,0,0,0,0,0
1080,886,886,0,0,0,0,0,0,0,0,0
1081,1123,1123,0,0,0,0,0,0,0,0,0
1082,4944,4676,268,0,0,0,0,0,0,0,0
1083,1470,1470,0,0,0,0,0,0,0,0,0
1084,197,193,4,0,0,0,0,0,0,0,0
1085,13727,224,13503,0,0,0,0,0,0,0,0
1088,411,13,398,0,0,0,0,0,0,0,0
1089,9035,1862,7173,0,0,0,0,0,0,0,0
1092,673,673,0,0,0,0,0,0,0,0,0
1093,250,84,166,0,0,0,0,0,0,0,0
1094,162,162,0,0,0,0,0,0,0,0,0
1095,5744,5744,0,0,0,0,0,0,0,0,0
1096,1439,1346,93,0,0,0,0,0,0,0,0
1097,85,10,75,0,0,0,0,0,0,0,0
1098,865,841,24,0,0,0,0,0,0,0,0
1103,348,255,93,0,0,0,0,0,0,0,0
1104,7088,5873,1215,0,0,0,0,0,0,0,0
1105,1929,1645,284,0,0,0,0,0,0,0,0
1106,5889,322,5567,0,0,0,0,0,0,0,0
1107,2043,1787,256,0,0,0,0,0,0,0,0
1108,6178,2535,3643,0,0,0,0,0,0,0,0
1109,8269,8245,24,0,0,0,0,0,0,0,0
1118,5475,4915,560,0,0,0,0,0,0,0,0
1119,4563,4393,170,0,0,0,0,0,0,0,0
1128,1186,1186,0,0,0,0,0,0,0,0,0
1129,2788,2788,0,0,0,0,0,0,0,0,0
1151,2596,1433,1163,0,0,0,0,0,0,0,0
1201,19005,16694,2311,0,0,0,0,0,0,0,0
1220,3807,586,3221,0,0,0,0,0,0,0,0
1222,484,484,0,0,0,0,0,0,0,0,0
1223,4756,4706,50,0,0,0,0,0,0,0,0
1224,107,33,74,0,0,0,0,0,0,0,0
1225,1662,177,1485,0,0,0,0,0,0,0,0
1226,2821,1849,972,0,0,0,0,0,0,0,0
1229,74,74,0,0,0,0,0,0,0,0,0
1230,6096,6096,0,0,0,0,0,0,0,0,0
1235,2260,2078,182,0,0,0,0,0,0,0,0
1236,887,887,0,0,0,0,0,0,0,0,0
1237,1809,474,1335,0,0,0,0,0,0,0,0
1238,3298,3298,0,0,0,0,0,0,0,0,0
1240,2200,2200,0,0,0,0,0,0,0,0,0
1242,229,229,0,0,0,0,0,0,0,0,0
1243,435,416,19,0,0,0,0,0,0,0,0
1244,126,126,0,0,0,0,0,0,0,0,0
1245,1345,1345,0,0,0,0,0,0,0,0,0
1247,6755,1606,5149,0,0,0,0,0,0,0,0
1253,1063,1058,5,0,0,0,0,0,0,0,0
1254,814,814,0,0,0,0,0,0,0,0,0
1255,1312,1278,34,0,0,0,0,0,0,0,0
1256,589,450,139,0,0,0,0,0,0,0,0
1257,2086,2082,4,0,0,0,0,0,0,0,0
1258,548,548,0,0,0,0,0,0,0,0,0
1259,804,804,0,0,0,0,0,0,0,0,0
